Org_Name,Original_Text,Reported_Date,Cleaned_Date,URL,Name_Processing
University Gastroenterolgy,"University Gastroenterolgy, September 08, 2016 ","September 08, 2016 ",9/8/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/university-gastroenterology-20160908.pdf,"University Gastroenterolgy, September 08, 2016 "
University of Idaho,"University of Idaho, March 06, 2017 ","March 06, 2017 ",3/6/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/university-idaho-20170306.pdf,"University of Idaho, March 06, 2017 "
University Medical Center (University of Chicago),"University Medical Center (University of Chicago) February 26, 2015 ","February 26, 2015 ",2/26/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/university-medical-center-20150226.pdf,"University Medical Center (University of Chicago), February 26, 2015 "
University of Mary Washington (Fredericksburg VA),"University of Mary Washington (Fredericksburg, VA), February 04, 2016 ","VA), February 04, 2016 ",2/4/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/university-mary-washington-20160204.pdf,"University of Mary Washington (Fredericksburg, VA), February 04, 2016 "
University of Missouri Health Care,"University of Missouri Health Care, September 18, 2020 ","September 18, 2020 ",9/18/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/university-missouri-health-care-20200918.pdf,"University of Missouri Health Care, September 18, 2020 "
University of New England,"University of New England, August 26, 2019 ","August 26, 2019 ",8/26/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/university-new-england-20190826.pdf,"University of New England, August 26, 2019 "
University of New Hampshire,"University of New Hampshire, August 14, 2017 ","August 14, 2017 ",8/14/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-20170814.pdf,"University of New Hampshire, August 14, 2017 "
University of New Hampshire,"University of New Hampshire, April 10, 2015 ","April 10, 2015 ",4/10/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-20150410.pdf,"University of New Hampshire, April 10, 2015 "
University of New Hampshire,"University of New Hampshire, November 30, 2011 ","November 30, 2011 ",11/30/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-20111130.pdf,"University of New Hampshire, November 30, 2011 "
University of New Hampshire,"University of New Hampshire, August 17, 2007 ","August 17, 2007 ",8/17/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-20070817.pdf,"University of New Hampshire, August 17, 2007 "
University of New Hampshire Advancement Department,"University of New Hampshire Advancement Department, July 22, 2020 ","July 22, 2020 ",7/22/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-advancement-20200721.pdf,"University of New Hampshire Advancement Department, July 22, 2020 "
University of New Hampshire - Information Security Services,"University of New Hampshire - Information Security Services, August 18, 2015 ","August 18, 2015 ",8/18/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-information-security-20150817.pdf,"University of New Hampshire - Information Security Services, August 18, 2015 "
University of New Mexico,"University of New Mexico, May 15, 2017 ","May 15, 2017 ",5/15/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/university-new-mexico-20170515.pdf,"University of New Mexico, May 15, 2017 "
University of North Carolina at Charlotte,"University of North Carolina at Charlotte, May 09, 2012 ","May 09, 2012 ",5/9/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/university-north-carolina-20120509.pdf,"University of North Carolina at Charlotte, May 09, 2012 "
University of the Southwest,"University of the Southwest, April 22, 2016 ","April 22, 2016 ",4/22/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/university-southwest-20160422.pdf,"University of the Southwest, April 22, 2016 "
Universtiy of Toledo,"Universtiy of Toledo, May 16, 2018 ","May 16, 2018 ",5/16/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/university-toledo-20180516.pdf,"Universtiy of Toledo, May 16, 2018 "
University of Vermont,"University of Vermont, April 1, 2019 ","April 1, 2019 ",4/1/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/university-of-vermont-20190401.pdf,"University of Vermont, April 1, 2019 "
University of Wisconsin - Superior Alumni Association,"University of Wisconsin - Superior Alumni Association, February 22, 2018 ","February 22, 2018 ",2/22/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/university-wisconsin-alumni-20180222.pdf,"University of Wisconsin - Superior Alumni Association, February 22, 2018 "
Uno Alla Volta LLC Inc.,"Uno Alla Volta, LLC Inc., May 22, 2018 ","May 22, 2018 ",5/22/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/uno-alla-volta-20180522.pdf,"Uno Alla Volta LLC Inc., May 22, 2018 "
Upper Connecticut Valley Hospital,"Upper Connecticut Valley Hospital, December 23, 2016 ","December 23, 2016 ",12/23/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/upper-connecticut-valley-hospital-20161223.pdf,"Upper Connecticut Valley Hospital, December 23, 2016 "
Upper Skagit Indian Tribe,"Upper Skagit Indian Tribe, December 21, 2012 ","December 21, 2012 ",12/21/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/upper-skagit-casino-20121221.pdf,"Upper Skagit Indian Tribe, December 21, 2012 "
Upright Law,"Upright Law, January 24, 2019 ","January 24, 2019 ",1/24/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/upright-law-20190124.pdf,"Upright Law, January 24, 2019 "
Upromise,"Upromise, July 28, 2011 ","July 28, 2011 ",7/28/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/upromise-20110728.pdf,"Upromise, July 28, 2011 "
UPS,"UPS, June 08, 2007 ","June 08, 2007 ",6/8/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/ups-20070608.pdf,"UPS, June 08, 2007 "
Urban CompassInc.,"Urban Compass, Inc., July 2, 2020 ","July 2, 2020 ",7/2/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/urban-compass-20200702.pdf,"Urban CompassInc., July 2, 2020 "
Urology Austin,"Urology Austin, March 22, 2017 ","March 22, 2017 ",3/22/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/urology-austin-201703022.pdf,"Urology Austin, March 22, 2017 "
Ursus Holdings LLC,"Ursus Holdings, LLC, September 08, 2016 ","September 08, 2016 ",9/8/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/ursus-holdings-20160908.pdf,"Ursus Holdings LLC, September 08, 2016 "
USAA,"USAA, August 01, 2014 ","August 01, 2014 ",8/1/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/usaa-20140801.pdf,"USAA, August 01, 2014 "
USACS Management Group Ltd.,"USACS Management Group, Ltd., May 16, 2018 ","May 16, 2018 ",5/16/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/usacs-management-20180516.pdf,"USACS Management Group Ltd., May 16, 2018 "
USA Field Hockey,"USA Field Hockey, July 14, 2016 ","July 14, 2016 ",7/14/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/usa-field-hockey-20160714.pdf,"USA Field Hockey, July 14, 2016 "
USA Hoist CompanyInc.,"USA Hoist Company, Inc., November 14, 2017 ","November 14, 2017 ",11/14/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/usa-hoist-20171114.pdf,"USA Hoist CompanyInc., November 14, 2017 "
USR Holdings LLC,"USR Holdings, LLC, February 20, 2019 ","February 20, 2019 ",2/20/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/usr-holdings-20190220.pdf,"USR Holdings LLC, February 20, 2019 "
US Airways,"US Airways, August 02, 2013 ","August 02, 2013 ",8/2/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/us-airways-20130802.pdf,"US Airways, August 02, 2013 "
US Anti-Doping Agency,"US Anti-Doping Agency, February 24, 2017 ","February 24, 2017 ",2/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/us-antidoping-20170224.pdf,"US Anti-Doping Agency, February 24, 2017 "
US Bank,"US Bank, May 11, 2016 ","May 11, 2016 ",5/11/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/us-bank-20160511.pdf,"US Bank, May 11, 2016 "
US Cellular Corporation,"US Cellular Corporation, October 24, 2017 ","October 24, 2017 ",10/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/us-cellular-20171024.pdf,"US Cellular Corporation, October 24, 2017 "
US Cellular Corporation,"US Cellular Corporation, June 27, 2017 ","June 27, 2017 ",6/27/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/us-cellular-2070627.pdf,"US Cellular Corporation, June 27, 2017 "
US Foodservice,"US Foodservice, June 13, 2008 ","June 13, 2008 ",6/13/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/us-foodservice-20080613.pdf,"US Foodservice, June 13, 2008 "
US FoodserviceInc.,"US Foodservice, Inc., September 03, 2008 ","September 03, 2008 ",9/3/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/us-foodservice-20080909.pdf,"US FoodserviceInc., September 03, 2008 "
US Fund for UNICEF,"US Fund for UNICEF, January 06, 2014 ","January 06, 2014 ",1/6/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/us-fund-unicef-20140106.pdf,"US Fund for UNICEF, January 06, 2014 "
US Investigations Services LLC,"US Investigations Services, LLC, October 28, 2014 ","October 28, 2014 ",10/28/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/us-investigations-20141028.pdf,"US Investigations Services LLC, October 28, 2014 "
US Olympic Committee,"US Olympic Committee, November 21, 2016 ","November 21, 2016 ",11/21/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/us-olympic-committee-20161121.pdf,"US Olympic Committee, November 21, 2016 "
US RestaurantsInc.,"US Restaurants, Inc., July 21, 2020 ","July 21, 2020 ",7/21/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/us-restaurants-20200721.pdf,"US RestaurantsInc., July 21, 2020 "
Utah Food Bank,"Utah Food Bank, August 25, 2015 ","August 25, 2015 ",8/25/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/utah-food-bank-20150825.pdf,"Utah Food Bank, August 25, 2015 "
Utah Pathology ServicesInc.,"Utah Pathology Services, Inc., September 8, 2020 ","September 8, 2020 ",9/8/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/utah-pathology-services-20200908.pdf,"Utah Pathology ServicesInc., September 8, 2020 "
UTI,"UTI, January 13, 2011 ","January 13, 2011 ",1/13/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/uti-20110131.pdf,"UTI, January 13, 2011 "
UWM-Foundation UWM-Real Estate Foundation UWM-Research Foundation,"UWM-Foundation, UWM-Real Estate Foundation, UWM-Research Foundation, August 28, 2020 ","August 28, 2020 ",8/28/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/uwm-foundation-20200828.pdf,"UWM-Foundation UWM-Real Estate Foundation UWM-Research Foundation, August 28, 2020 "
Valeritas,"Valeritas, September 23, 2014 ","September 23, 2014 ",9/23/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/valeritas-20140923.pdf,"Valeritas, September 23, 2014 "
Valley Hope Association,"Valley Hope Association, January 24, 2019  ","January 24, 2019  ",1/24/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/valley-hope-20190124.pdf,"Valley Hope Association, January 24, 2019  "
Valor Management Corp.,"Valor Management Corp., November 19, 2018 ","November 19, 2018 ",11/19/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/valor-management-20181119.pdf,"Valor Management Corp., November 19, 2018 "
Valpak,"Valpak, December 14, 2012 ","December 14, 2012 ",12/14/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/valpak-20121214.pdf,"Valpak, December 14, 2012 "
Valplast Supply ServicesInc.,"Valplast Supply Services, Inc., December 17, 2014 ","December 17, 2014 ",12/17/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/valplast--supply-20141217.pdf,"Valplast Supply ServicesInc., December 17, 2014 "
Value Eyecare NetworkInc. dba 39dollarglasses.com,"Value Eyecare Network, Inc. dba 39dollarglasses.com, July 21, 2017 ","July 21, 2017 ",7/21/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/value-eyecare-20170721.pdf,"Value Eyecare NetworkInc. dba 39dollarglasses.com, July 21, 2017 "
ValueOptionsInc.,"ValueOptions, Inc., October 28, 2011 ","October 28, 2011 ",10/28/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/valueoptions-20111028.pdf,"ValueOptionsInc., October 28, 2011 "
Valve Corporation,"Valve Corporation, February 08, 2012 ","February 08, 2012 ",2/8/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/valve-corporation-20120208.pdf,"Valve Corporation, February 08, 2012 "
Vapor GroupInc.,"Vapor Group, Inc., March 18, 2019 ","March 18, 2019 ",3/18/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/vapor-group-2019318.pdf,"Vapor GroupInc., March 18, 2019 "
Vaupell,"Vaupell, September 30, 2016 ","September 30, 2016 ",9/30/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/vaupell-20160930.pdf,"Vaupell, September 30, 2016 "
Vecellio Group,"Vecellio Group, February 07, 2017 ","February 07, 2017 ",2/7/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/vecellio-20170207.pdf,"Vecellio Group, February 07, 2017 "
Vegas US LLC,"Vegas US, LLC, December 06, 2018 ","December 06, 2018 ",12/6/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/vegas-20181206.pdf,"Vegas US LLC, December 06, 2018 "
Velcro,"Velcro, September 01, 2017 ","September 01, 2017 ",9/1/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/velcro-20170901.pdf,"Velcro, September 01, 2017 "
VendiniInc.,"Vendini, Inc., June 21, 2013 ","June 21, 2013 ",6/21/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/vendini-20130621.pdf,"VendiniInc., June 21, 2013 "
Venetian Casino Resort,"Venetian Casino Resort, September 14, 2007 ","September 14, 2007 ",9/14/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/venetian-casino-20070914.pdf,"Venetian Casino Resort, September 14, 2007 "
Venture Logistics,"Venture Logistics, December 06, 2016 ","December 06, 2016 ",12/6/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/venture-logistics-20161206.pdf,"Venture Logistics, December 06, 2016 "
Veolia North America,"Veolia North America, March 23, 2017 ","March 23, 2017 ",3/23/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/veolia-north-america-20170323.pdf,"Veolia North America, March 23, 2017 "
Vera Bradley,"Vera Bradley, October 12, 2016 ","October 12, 2016 ",10/12/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/vera-bradley-20161012.pdf,"Vera Bradley, October 12, 2016 "
Verc EnterprisesInc.,"Verc Enterprises, Inc., January 27, 2017 ","January 27, 2017 ",1/27/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/verc-enterprises-20170127.pdf,"Verc EnterprisesInc., January 27, 2017 "
Verigent LLC,"Verigent, LLC, July 17, 2020 ","July 17, 2020 ",7/17/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/verigent-20200717.pdf,"Verigent LLC, July 17, 2020 "
VeriSign,"VeriSign, July 27, 2007 ","July 27, 2007 ",7/27/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/veri-sign-20070727.pdf,"VeriSign, July 27, 2007 "
Verizon,"Verizon, April 22, 2008 ","April 22, 2008 ",4/22/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/verizon-20080422.pdf,"Verizon, April 22, 2008 "
Verizon Media,"Verizon Media, October 7, 2019 ","October 7, 2019 ",10/7/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/verizon-media-20191007.pdf,"Verizon Media, October 7, 2019 "
Vermont Country Store The,"Vermont Country Store, The, July 20, 2020 ","July 20, 2020 ",7/20/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/vermont-country-store-20200720.pdf,"Vermont Country Store The, July 20, 2020 "
Vermont Public Radio,"Vermont Public Radio, August 11, 2020 ","August 11, 2020 ",8/11/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/vermont-public-radio-20200811.pdf,"Vermont Public Radio, August 11, 2020 "
Vermont State Employees Credit Union,"Vermont State Employees Credit Union, October 23, 2012 ","October 23, 2012 ",10/23/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/vermont-credit-union-20121023.pdf,"Vermont State Employees Credit Union, October 23, 2012 "
Vermont Student Assistance Corporation,"Vermont Student Assistance Corporation, September 8, 2020 ","September 8, 2020 ",9/8/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/vermont-student-assistance-20200908.pdf,"Vermont Student Assistance Corporation, September 8, 2020 "
Vernon Sales Promotion,"Vernon Sales Promotion, October 12, 2009 ","October 12, 2009 ",10/12/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/vernon-sales-20091012.pdf,"Vernon Sales Promotion, October 12, 2009 "
Verso Paper Corp,"Verso Paper Corp, September 28, 2009 ","September 28, 2009 ",9/28/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/verso-paper-20090928.pdf,"Verso Paper Corp, September 28, 2009 "
Vertex Wireless,"Vertex Wireless, March 15, 2017 ","March 15, 2017 ",3/15/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/vertex-wireless-20170315.pdf,"Vertex Wireless, March 15, 2017 "
Veterans of Foreign Wars of the U.S. (VFW),"Veterans of Foreign Wars of the U.S. (VFW), April 11, 2014 ","April 11, 2014 ",4/11/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/veterans-foreign-wars-20140411.pdf,"Veterans of Foreign Wars of the U.S. (VFW), April 11, 2014 "
VF OutletInc.,"VF Outlet, Inc., September 27, 2016 ","September 27, 2016 ",9/27/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/vf-outlet-20160927.pdf,"VF OutletInc., September 27, 2016 "
Viator,"Viator, September 22, 2014 ","September 22, 2014 ",9/22/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/viator-20140922.pdf,"Viator, September 22, 2014 "
Vibram USAInc.,"Vibram USA, Inc., August 05, 2014 ","August 05, 2014 ",8/5/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/vibram-usa-20140805.pdf,"Vibram USAInc., August 05, 2014 "
Victoria Independent School District,"Victoria Independent School District, April 10, 2018 ","April 10, 2018 ",4/10/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/victoria-independent-school-20180410.pdf,"Victoria Independent School District, April 10, 2018 "
Victoria's Secret (L BrandsInc.),"Victoria's Secret (L Brands, Inc.), April 23, 2014 ","April 23, 2014 ",4/23/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/victorias-secret-20140423.pdf,"Victoria's Secret (L BrandsInc.), April 23, 2014 "
ViewpointInc. dba Viewpoint Construction Software,"Viewpoint, Inc. dba Viewpoint Construction Software, August 28, 2015 ","August 28, 2015 ",8/28/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/viewpoint-20150828.pdf,"ViewpointInc. dba Viewpoint Construction Software, August 28, 2015 "
Virgin America,"Virgin America, July 26, 2017 ","July 26, 2017 ",7/26/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/virgin-america-20170726.pdf,"Virgin America, July 26, 2017 "
Virginia Gay Hospital,"Virginia Gay Hospital, August 26, 2019 ","August 26, 2019 ",8/26/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/virginia-gay-hospital-20190826.pdf,"Virginia Gay Hospital, August 26, 2019 "
Virginia Wesleyan College,"Virginia Wesleyan College, February 28, 2017 ","February 28, 2017 ",2/28/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/virginia-wesleyan-20170228.pdf,"Virginia Wesleyan College, February 28, 2017 "
Virtual Radiologic Professionals LLC,"Virtual Radiologic Professionals, LLC, November 14, 2011 ","November 14, 2011 ",11/14/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/virtual-radiologic-20111114.pdf,"Virtual Radiologic Professionals LLC, November 14, 2011 "
Visionworks,"Visionworks, November 11, 2014 ","November 11, 2014 ",11/11/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/visionworks-20141111.pdf,"Visionworks, November 11, 2014 "
Vista Autism Services,"Vista Autism Services, May 15, 2019 ","May 15, 2019 ",5/15/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/vista-autism-services-20190515.pdf,"Vista Autism Services, May 15, 2019 "
VitageneInc.,"Vitagene, Inc., August 6, 2019 ","August 6, 2019 ",8/6/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/vitagene-20190806.pdf,"VitageneInc., August 6, 2019 "
Viyet LLC DBA Sotheby's Home,"Viyet, LLC, DBA Sotheby's Home, December 03, 2018 ","December 03, 2018 ",12/3/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/viyet-sothebys-20181205.pdf,"Viyet LLC DBA Sotheby's Home, December 03, 2018 "
Volcano,"Volcano, April 17, 2019 ","April 17, 2019 ",4/17/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/volcano-20190417.pdf,"Volcano, April 17, 2019 "
Volcano,"Volcano, June 09, 2015 ","June 09, 2015 ",6/9/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/volcano-20150609.pdf,"Volcano, June 09, 2015 "
Volt Information SciencesInc.,"Volt Information Sciences, Inc., February 19, 2019 ","February 19, 2019 ",2/19/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/volt-information-sciences-20190219.pdf,"Volt Information SciencesInc., February 19, 2019 "
Vonage,"Vonage, December 23, 2008 ","December 23, 2008 ",12/23/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/vonage-20081223.pdf,"Vonage, December 23, 2008 "
Voxant,"Voxant, August 31, 2007 ","August 31, 2007 ",8/31/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/voxant-20070831.pdf,"Voxant, August 31, 2007 "
VT Group,"VT Group, March 03, 2017 ","March 03, 2017 ",3/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/vt-group-20170303.pdf,"VT Group, March 03, 2017 "
VT San Antonio AerospaceInc.,"VT San Antonio Aerospace, Inc., August 25, 2020 ","August 25, 2020 ",8/25/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/vt-san-antonio-aerospace-20200825.pdf,"VT San Antonio AerospaceInc., August 25, 2020 "
VWSE Productions LLC,"VWSE Productions, LLC, March 15, 2017 ","March 15, 2017 ",3/15/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/vwse-20170315.pdf,"VWSE Productions LLC, March 15, 2017 "
VYC TiresInc.,"VYC Tires, Inc., June 11, 2013 ","June 11, 2013 ",6/11/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/vyc-tires-20130611.pdf,"VYC TiresInc., June 11, 2013 "
Wackenhut,"Wackenhut, December 09, 2010 ","December 09, 2010 ",12/9/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/wackenhut-20101209.pdf,"Wackenhut, December 09, 2010 "
Walgreen Co.,"Walgreen Co., June 01, 2018 ","June 01, 2018 ",6/1/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/walgreen-20180601.pdf,"Walgreen Co., June 01, 2018 "
Wallboard Supply Company,"Wallboard Supply Company, February 11, 2013 ","February 11, 2013 ",2/11/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/wallboard-supply-20130211.pdf,"Wallboard Supply Company, February 11, 2013 "
Waller & AssociatesInc.,"Waller & Associates, Inc., June 29, 2018 ","June 29, 2018 ",6/29/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/waller-20180629.pdf,"Waller & AssociatesInc., June 29, 2018 "
Walsh Pharmacy,"Walsh Pharmacy, August 04, 2010 ","August 04, 2010 ",8/4/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/walsh-pharmacy-20100804.pdf,"Walsh Pharmacy, August 04, 2010 "
Walters and Mason RetailInc.,"Walters and Mason Retail, Inc. December 04, 2018 ","December 04, 2018 ",12/4/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/walters-mason-20181205.pdf,"Walters and Mason RetailInc., December 04, 2018 "
WaMu InvestmentsInc.,"WaMu Investments, Inc., April 30, 2009 ","April 30, 2009 ",4/30/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/wamu-investments-20090430.pdf,"WaMu InvestmentsInc., April 30, 2009 "
Warby Parker,"Warby Parker, December 24, 2018 ","December 24, 2018 ",12/24/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/warby-parker-20181224.pdf,"Warby Parker, December 24, 2018 "
Warner Music Group,"Warner Music Group, September 4, 2020 ","September 4, 2020 ",9/4/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/warner-music-group-20200904.pdf,"Warner Music Group, September 4, 2020 "
Warner Pacific College,"Warner Pacific College, January 19, 2011 ","January 19, 2011 ",1/19/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/warner-pacific-college-20110119.pdf,"Warner Pacific College, January 19, 2011 "
Warren County Community College,"Warren County Community College, November 01, 2011 ","November 01, 2011 ",11/1/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/warren-college-20111101.pdf,"Warren County Community College, November 01, 2011 "
Washington State University,"Washington State University, June 22, 2017 ","June 22, 2017 ",6/22/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/washington-state-university-20170622.pdf,"Washington State University, June 22, 2017 "
Washington State University,"Washington State University, June 09, 2017 ","June 09, 2017 ",6/9/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/washington-state-university-20170609.pdf,"Washington State University, June 09, 2017 "
Washington University School of Medicine,"Washington University School of Medicine, March 24, 2017 ","March 24, 2017 ",3/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/washington-university-20170324.pdf,"Washington University School of Medicine, March 24, 2017 "
Washington University in St. Louis,"Washington University in St. Louis, March 15, 2012 ","March 15, 2012 ",3/15/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/washington-university-20120315.pdf,"Washington University in St. Louis, March 15, 2012 "
Waste Management,"Waste Management, April 03, 2007 ","April 03, 2007 ",4/3/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/waste-management-20070403.pdf,"Waste Management, April 03, 2007 "
Wausau MedMal Management Services LLC,"Wausau MedMal Management Services, LLC, January 28, 2019  ","January 28, 2019  ",1/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/wausau-medmal-20190128.pdf,"Wausau MedMal Management Services LLC, January 28, 2019  "
W.C. Ralston Architects,"W.C. Ralston Architects, August 16, 2016 ","August 16, 2016 ",8/16/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/wc-ralston-architects-20160816.pdf,"W.C. Ralston Architects, August 16, 2016 "
Wealth Enhancement Group LLC,"Wealth Enhancement Group LLC, August 3, 2020 ","August 3, 2020 ",8/3/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/wealth-enhancement-group-20200803.pdf,"Wealth Enhancement Group LLC, August 3, 2020 "
Weaver & Tidwell LLP,"Weaver & Tidwell, LLP, February 09, 2018 ","February 09, 2018 ",2/9/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/weaver-tidwell-20180209.pdf,"Weaver & Tidwell LLP, February 09, 2018 "
Weekends OnlyInc.,"Weekends Only, Inc., March 03, 2017 ","March 03, 2017 ",3/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/weekends-only-20170303.pdf,"Weekends OnlyInc., March 03, 2017 "
WEI Mortgage LLC,"WEI Mortgage, LLC, April 23, 2018 ","April 23, 2018 ",4/23/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/wei-mortgage-20180423.pdf,"WEI Mortgage LLC, April 23, 2018 "
WEI Mortgage LLC,"WEI Mortgage LLC, January 03, 2018 ","January 03, 2018 ",1/3/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/wei-mortgage-20180103.pdf,"WEI Mortgage LLC, January 03, 2018 "
WEI Mortgage LLC,"WEI Mortgage LLC, December 08, 2017 ","December 08, 2017 ",12/8/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/wei-mortgage-20171208.pdf,"WEI Mortgage LLC, December 08, 2017 "
