Matter Number,Status,Opendt,Category,Sub category,Matter (Short) Name,Injry Date,Resid Effected,Corprt State,Thru Date,Industry,Crdt Monit,Notif Ltr,Name,Adrs,Email,SSN,DOB,Track1,Track2,Crdt
469752,CLOSED,1/28/2014,Consumer Protection,Data Breach,TRIBECA FILM INSTITUTE (TFI) - BENEFITMALL (FOMERL,,1,,,,Y,Y,Y,N,N,Y,N,N,N,Y
469750,CLOSED,1/28/2014,Consumer Protection,Data Breach,AFLAC - CONTINENTAL AMERICAN INSURANCE COMPANY (CA,,1,,,,Y,N,Y,N,N,Y,N,N,N,N
469749,CLOSED,1/27/2014,Consumer Protection,Data Breach,STATE INDUSTRIAL,1/23/2014,2,,,,Y,Y,Y,Y,Y,Y,Y,N,N,N
469748,CLOSED,1/27/2014,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EXPRESS) - 1,,1,,,,Y,Y,Y,N,N,N,N,N,N,Y
469746,CLOSED,1/27/2014,Consumer Protection,Data Breach,GIL TRAVEL AND TOURS INC. (AMERICAN EXPRESS),,64,,,,Y,Y,Y,N,N,N,N,N,N,Y
469362,CLOSED,1/27/2014,Consumer Protection,Data Breach,COVIDIEN LP,1/20/2014,20,,,,N,Y,Y,N,N,N,N,N,N,Y
469359,CLOSED,1/27/2014,Consumer Protection,Data Breach,ACCESS HEALTH CT,,2,,,,N,Y,Y,Y,N,Y,Y,N,N,N
468648,CLOSED,1/25/2014,Privacy,Data Breach,"MICHAELS STORES, INC.",1/14/2014,,TX,,retail,N,N,N,N,N,N,N,N,N,N
468644,CLOSED,1/24/2014,Consumer Protection,Data Breach,TD BANK (1-24-14),1/14/2014,3,NJ,,banking,Y,Y,Y,Y,N,Y,N,N,N,Y
468631,CLOSED,1/24/2014,Consumer Protection,Data Breach,COCA-COLA COMPANY,1/14/2014,345,GA,,beverage,N,N,Y,N,N,Y,N,N,N,N
468625,CLOSED,1/23/2014,Consumer Protection,Data Breach,"GREENLEAF BOOK GROUP, LLC",1/18/2014,3,DE,,publishing,Y,Y,Y,Y,Y,N,N,N,N,Y
468620,CLOSED,1/22/2014,Consumer Protection,Data Breach,OUIDAD (AMERICAN EXPRESS),6/26/2013,221,NY,,unknown,Y,Y,Y,N,N,N,N,N,N,Y
468616,CLOSED,1/22/2014,Consumer Protection,Data Breach,RALLY.ORG (AMERICAN EXPRESS),2/19/2012,54,CA,,nonprofit,Y,Y,Y,N,N,N,N,N,N,Y
468608,CLOSED,1/22/2014,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EXPRESS)(1-2,,1,,,,Y,Y,Y,N,N,N,N,N,N,Y
468607,CLOSED,1/21/2014,Consumer Protection,Data Breach,"MILCO ENTERPRISES, INC. D/B/A EASYDRAFT",1/8/2014,442,NC,,payment processor,Y,Y,Y,N,N,N,N,N,N,Y
468596,CLOSED,1/21/2014,Data Breach,Investigation,NEIMAN MARCUS,12/13/2014,10317,TX,,retail,Y,N,Y,Y,N,N,N,N,N,Y
468589,CLOSED,1/21/2014,Consumer Protection,Data Breach,ACCESS HEALTH CT,1/4/2014,2,CT,,health insurance exchange,Y,N,Y,Y,N,N,N,N,N,N
468226,CLOSED,1/17/2014,Consumer Protection,Data Breach,"EASTON-BELL SPORTS, INC. (EASTON, BELL, RIDDELL, G",12/1/2013,105,CA,,retail,Y,Y,Y,Y,Y,N,N,N,N,Y
468224,CLOSED,1/17/2014,Consumer Protection,Data Breach,DUFFY'S SPORTS GRILL (AMERICAN EXPRESS),4/4/2013,8,FL,,Restaurant,N,Y,Y,N,N,N,N,N,N,Y
468223,CLOSED,1/17/2014,Consumer Protection,Data Breach,ADP - AUTOMATIC DATA PROCESSING,12/18/2013,757,NJ,,data processing,Y,Y,Y,N,N,Y,N,N,N,N
468221,CLOSED,1/17/2014,Consumer Protection,Data Breach,NEUBERGER BERMAN TRUST CO. OF DELAWARE N.A. / NEUB,12/5/2013,28,NY,,Finance,Y,Y,Y,N,N,Y,Y,N,N,N
468181,CLOSED,1/16/2014,Consumer Protection,Data Breach,ACCESS HEALTH CT,,2,CT,,healthcare,N,N,N,N,N,N,N,N,N,N
468177,CLOSED,1/14/2014,Consumer Protection,Data Breach,FIDELITY INVESTMENTS,12/26/2013,1,,,finace,Y,Y,Y,Y,N,Y,Y,N,N,N
468170,CLOSED,1/14/2014,Consumer Protection,Data Breach,"CAPITAL ONE, NATIONAL ASSOCIATION (1/14/14)",,1,VA,,Banking,Y,Y,Y,Y,N,Y,N,N,N,N
468169,CLOSED,1/14/2014,Consumer Protection,Data Breach,"APEX SYSTEMS, INC.",12/1/2013,1,,,,Y,Y,Y,N,N,Y,N,N,N,N
467973,CLOSED,1/13/2014,Consumer Protection,Data Breach,UNIVERSITY OF CONNECTICUT HEALTH CENTER,11/14/2013,1,CT,,healthcare,Y,Y,Y,Y,N,Y,Y,N,N,N
467967,CLOSED,1/13/2014,Consumer Protection,Data Breach,ACCESS HEALTH CT,12/26/2013,1,CT,,healthcare,N,N,N,N,N, , ,N,N, 
467966,CLOSED,1/13/2014,Consumer Protection,Data Breach,BROOKS INVESTMENTS D/B/A RUTH'S CHRIS (AMERICAN EX,,35,,,Restaurant,N,Y,Y,N,N,N,N,N,N,Y
467640,CLOSED,1/10/2014,Consumer Protection,Data Breach,SANTANDER BANK,,3,,,,Y,Y,Y,Y,N,Y,Y,N,N,Y
467638,CLOSED,1/10/2014,Consumer Protection,Data Breach,UNICEF (U.S. FUND),,,,,,,,,,,,,,,
467480,CLOSED,1/10/2014,Consumer Protection,Data Breach,"RGH ENTERPRISES, INC. D/B/A EDGEPARK MEDICAL SUPPL",,50,,,,Y,Y,Y,Y,Y,N,Y,N,N,Y
467476,CLOSED,1/10/2014,Consumer Protection,Data Breach,SOUTH CAROLINA HEALTH INSURANCE POOL (SCHIP),,1,,,,Y,Y,Y,N,N,Y,N,N,N,Y
467472,CLOSED,1/10/2014,Consumer Protection,Data Breach,ANTHEM BCBS,,1,,,,Y,Y,Y,Y,N,N,Y,N,N,Y
467450,CLOSED,1/9/2014,Consumer Protection,Data Breach,"FOCUS ON SURETY, LLC DBA SURETEGRITY",,1,,,,Y,Y,Y,Y,N,Y,N,N,N,Y
467439,CLOSED,1/8/2014,Consumer Protection,Data Breach,RALEYS (AMERICAN EXPRESS),,256,,,,Y,Y,Y,N,N,N,N,N,N,Y
467438,CLOSED,1/7/2014,Consumer Protection,Data Breach,EXPERIAN (LAFARGE WEST INC.),,1,,,,Y,Y,Y,Y,N,Y,Y,N,N,Y
467434,CLOSED,1/7/2014,Consumer Protection,Data Breach,ONE CALL INSURANCE SERVICES (AMERICAN EXPRESS),,1,,,,Y,Y,Y,Y,N,N,N,N,N,Y
467433,CLOSED,1/7/2014,Consumer Protection,Data Breach,REVEL AKA ITM GARDEN INC. (AMERICAN EXPRESS),,16,,,,Y,Y,Y,N,N,N,N,N,N,Y
467432,CLOSED,1/6/2014,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EXPRESS)(1-6,,1,,,,Y,Y,Y,N,N,N,N,N,N,Y
467431,CLOSED,1/6/2014,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EXPRESS)(1/6,,1,,,,Y,Y,Y,Y,N,N,N,N,N,Y
467429,CLOSED,1/6/2014,Consumer Protection,Data Breach,MULTIPLE MERCHANTS - SOUTH AFRICA (AMERICAN EXPRES,,2,,,,N,N,Y,N,N,N,N,N,N,Y
467427,CLOSED,1/6/2014,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EXPRESS)(1-6,,37,,,,Y,Y,Y,N,N,N,N,N,N,Y
467425,CLOSED,1/6/2014,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EPRESS)(1-6-,,5,,,,Y,Y,Y,Y,N,N,N,N,N,Y
467391,CLOSED,1/6/2014,Consumer Protection,Data Breach,CAPITAL ONE (1-6-14),,2,,,,Y,Y,Y,Y,N,Y,N,N,N,Y
467387,CLOSED,1/6/2014,Consumer Protection,Data Breach,"KTM NORTH AMERICA, INC.",,15,,,,Y,Y,Y,Y,N,N,Y,N,N,N
467380,CLOSED,1/6/2014,Consumer Protection,Data Breach,BOSTON UNIVERSITY,,2,,,,N,Y,Y,N,Y,Y,N,N,N,Y
466978,CLOSED,1/3/2014,Consumer Protection,Data Breach,T-MOBILE,,177,,,Communications,Y,Y,Y,Y,N,Y,N,N,N,N
466966,CLOSED,1/2/2014,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EXPRESS)(1-2,,11,,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
466960,CLOSED,12/30/2013,Consumer Protection,Data Breach,"CAPITAL ONE, N.A. (12/30/13)",6/19/2013,14,VA,8/6/2013,Credit Card,Y,Y,Y,Y,N,Y,N,N,N,Y
466809,CLOSED,12/27/2013,Consumer Protection,Data Breach,UPDATE LEGAL,9/9/2013,1,,,Professional Services,Y,Y,Y,N,N,Y,Y,N,N,N
466807,CLOSED,12/27/2013,Privacy,Data Breach,TARGET CORPORATION,11/27/2013,1.28E+06,MN,12/15/2013,Retail,N,Y,Y,N,N,N,N,N,N,Y
466805,CLOSED,12/24/2013,Consumer Protection,Data Breach,AFFINITY GAMING,3/14/2013,,NV,10/16/2013,Gaming,N,N,Y,N,N,N,N,N,N,Y
466800,CLOSED,12/24/2013,Consumer Protection,Data Breach,TECHMEDIA NETWORK,11/20/2013,140,UT,,Technology,Y,Y,Y,Y,Y,N,N,N,N,Y
466487,CLOSED,12/23/2013,Consumer Protection,Data Breach,ACCESS HEALTH CT (12/23/13),,1,CT,,Health (state),Y,N,Y,Y,N,Y,Y,N,N,N
466479,CLOSED,12/23/2013,Consumer Protection,Data Breach,REGISTRATIONATION,11/4/2013,197,IL,,Retail,N,Y,Y,Y,N,N,Y,N,N,Y
466278,CLOSED,12/20/2013,Consumer Protection,Data Breach,BENCHMARK SENIOR LIVING (VILLAGE AT EAST FARMS IN ,12/2/2013,8,CT,,assisted living facility,Y,N,Y,N,N,Y,Y,N,N,N
466275,CLOSED,12/20/2013,Consumer Protection,Data Breach,ORIENT-EXPRESS HOTELS LTD. (OEH),9/24/2013,6,,,hotel,N,Y,Y,N,N,N,N,N,N,Y
466274,CLOSED,12/20/2013,Consumer Protection,Data Breach,"BANC OF CALIFORNIA, NA (FISERV)",10/15/2013,1,CA,,banking,N,N,Y,Y,Y,Y,N,N,N,Y
466271,CLOSED,12/20/2013,Consumer Protection,Data Breach,TSP*EAN TRAVEL HK (AMERICAN EXPRESS),,2,,,unknown,Y,Y,Y,N,N,N,N,N,N,Y
466268,CLOSED,12/20/2013,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT - GERMAN PD (AMERICAN ,,88,,,,Y,Y,Y,N,N,N,N,N,N,Y
466266,CLOSED,12/20/2013,Consumer Protection,Data Breach,OPEN HOUSE SPAIN (AMERICAN EXPRESS),8/3/2011,6,,,restaurant,Y,Y,Y,N,N,N,N,N,N,Y
466263,CLOSED,12/20/2013,Consumer Protection,Data Breach,"BPS DIAMOND SPORTS (COMBAT) (BAUER HOCKEY, INC.)",11/8/2013,1,NH,,sportswear manufacturing,N,Y,Y,N,N,N,N,N,N,Y
466260,CLOSED,12/19/2013,Consumer Protection,Data Breach,DANNER,11/28/2013,16,OR,,retail,N,Y,Y,Y,Y,N,N,N,N,Y
466259,CLOSED,12/19/2013,Consumer Protection,Data Breach,RECOVERED BY LAW ENFORCEMENT - FBI (AMERICAN EXPRE,,1,NY,,credit card,Y,Y,N,N,N,N,N,N,N,Y
466235,CLOSED,12/18/2013,Consumer Protection,Data Breach,ACCESS HEALTH CT (12/18/13),12/13/2013,79,CT,,healthcare,N,N,Y,Y,N,Y,Y,N,N,N
466229,CLOSED,12/17/2013,Consumer Protection,Data Breach,TD BANK (12/17/13),,5,NJ,,banking,Y,Y,Y,Y,N,Y,N,N,N,N
466212,CLOSED,12/17/2013,Consumer Protection,Data Breach,HUNTINGTON'S DISEASE SOCIETY OF AMERICA (HDSA),10/2/2013,4,NY,,non-profit,Y,Y,Y,Y,N,N,N,N,N,Y
466196,CLOSED,12/16/2013,Consumer Protection,Data Breach,MASS MUTUAL LIFE INSURANCE COMPANY (MASSMUTUAL) (1,12/3/2013,492,MA,,insurance,Y,Y,Y,Y,N,Y,Y,N,N,N
466193,CLOSED,12/16/2013,Consumer Protection,Data Breach,TD BANK (12/16/13),,1,NJ,,banking,Y,Y,Y,Y,N,Y,N,N,N,Y
465964,CLOSED,12/13/2013,Consumer Protection,Data Breach,"ACTELIS NETWORKS, INC.",,2,CA,,,Y,Y,Y,Y,N,Y,N,N,N,N
465932,CLOSED,12/12/2013,Consumer Protection,Data Breach,"MANNIX MARKETING (SARATOGA SWEETS, BARKEATER CHOCO",,8,,,marketing,Y,Y,Y,Y,Y,N,N,N,N,Y
465913,CLOSED,12/11/2013,Consumer Protection,Data Breach,MOSAIC,10/16/2013,143,NE,,health,Y,Y,Y,Y,N,Y,Y,N,N,N
465911,CLOSED,12/11/2013,Consumer Protection,Data Breach,CITGO,10/9/2013,7,TX,,retail,N,N,N,N,N,Y,N,N,N,N
465909,CLOSED,12/11/2013,Consumer Protection,Data Breach,GOLF18 LTD. (AMERICAN EXPRESS),2/7/2013,162,TA,,,N,N,Y,N,N,N,N,N,N,Y
465893,CLOSED,12/10/2013,Consumer Protection,Data Breach,EXPERIAN (PITNEY BOWES),,2,,,,Y,Y,Y,Y,N,Y,Y,N,N,Y
465882,CLOSED,12/9/2013,Consumer Protection,Data Breach,MARICOPA COUNTY COMMUNITY COLLEGE DISTRICT (MCCCD),4/29/2013,4430,AZ,,education,Y,Y,Y,Y,Y,Y,Y,N,N,N
465857,CLOSED,12/9/2013,Consumer Protection,Data Breach,ACCESS HEALTH CT (12-9-13),,1,CT,,health,N,N,N,N,N,N,N,N,N,N
465484,CLOSED,12/6/2013,Consumer Protection,Data Breach,EZYIELD,10/24/2013,1,,,,Y,Y,Y,N,N,N,N,N,N,Y
465481,CLOSED,12/6/2013,Consumer Protection,Data Breach,"HORIZON HEALTHCARE SERVICES, INC. D/B/A HORIZON BL",,2434,,,,Y,Y,Y,Y,N,Y,Y,N,N,Y
465478,CLOSED,12/6/2013,Consumer Protection,Data Breach,NOMORERACK (AMERICAN EXPRESS),5/28/2013,535,,,,Y,Y,Y,Y,N,N,N,N,N,Y
465477,CLOSED,12/5/2013,Consumer Protection,Data Breach,"JPMORGAN CHASE BANK, N.A. UCARD CENTER",,12632,,,,Y,Y,Y,Y,Y,Y,Y,N,N,Y
465476,CLOSED,12/5/2013,Consumer Protection,Data Breach,ACCESS HEALTH CT,,4,,,,Y,Y,N,N,N,N,N,N,N,N
465474,CLOSED,12/4/2013,Consumer Protection,Data Breach,"CAPITAL ONE, NATIONAL ASSOCIATION (12/4/13)",,16,,,,Y,Y,Y,Y,N,Y,N,N,N,Y
465330,CLOSED,12/3/2013,Consumer Protection,Data Breach,,11/20/2013,1,,,,Y,Y,Y,Y,N,Y,N,N,N,Y
465326,CLOSED,12/3/2013,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EXPRESS) 12/,,180,,,,Y,Y,Y,N,N,N,N,N,N,Y
465323,CLOSED,12/3/2013,Consumer Protection,Data Breach,MADE IN OREGON,,16,,,,Y,Y,Y,Y,Y,N,N,N,N,Y
464949,CLOSED,11/29/2013,Consumer Protection,Data Breach,"HSBC BANK USA, NATIONAL ASSOCIATION (11/29/13)",11/1/2013,40,IL,,Bank,Y,Y,Y,N,N,Y,N,N,N,N
464947,CLOSED,11/29/2013,Consumer Protection,Data Breach,"MARSH & MCLENNAN COMPANIES, INC. (KROLL BACKGROUND",,530,NY,,,Y,Y,Y,Y,N,Y,N,N,N,N
464944,CLOSED,11/29/2013,Consumer Protection,Data Breach,HSBC CARD SERVICES INC.,10/4/2013,1,IL,,Bank,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1503481,CLOSED,11/26/2013,Privacy,Investigation,LG Electronics,,,,,,,,,,,,,,,
464943,CLOSED,11/26/2013,Consumer Protection,Data Breach,"CITIBANK, N.A. (11/26/13)",11/4/2013,1,SD,,Bank,Y,Y,Y,Y,N,Y,Y,N,N,N
464940,CLOSED,11/25/2013,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EXPRESS) - 1,,1,,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
464939,CLOSED,11/25/2013,Consumer Protection,Data Breach,"DECISIONDESK, INC. (MONGOHQ)",11/1/2013,105,,,Software Provider,N,N,Y,Y,Y,Y,Y,N,N,N
464936,CLOSED,11/25/2013,Consumer Protection,Data Breach,"QVC, INC. (11/25/13)",11/7/2013,1,,,Retail,N,Y,Y,Y,N,N,N,N,N,N
464932,CLOSED,11/25/2013,Consumer Protection,Data Breach,CORPORATE CAR ONLINE (AMERICAN EXPRESS),,7587,MO,,Retail,N,Y,Y,N,N,N,N,N,N,Y
464926,CLOSED,11/25/2013,Consumer Protection,Data Breach,OUTDOOR NETWORK (AMERICAN EXPRESS),12/13/2012,102,UT,,Retail,N,Y,Y,N,N,N,N,N,N,Y
464919,CLOSED,11/25/2013,Consumer Protection,Data Breach,TRAVELOCITY.COM,,5,,,Retail,N,N,Y,N,N,N,N,N,N,Y
464913,CLOSED,11/25/2013,Consumer Protection,Data Breach,"FIRST NIAGARA BANK, N.A. (11-25-13)",,5,NY,,Bank,Y,Y,Y,N,N,N,N,N,N,Y
464758,CLOSED,11/22/2013,Consumer Protection,Data Breach,"TRELOAR HEISEL, INC.",11/5/2013,160,PA,,insurance administrators,Y,Y,N,N,Y,N,N,N,N,N
464755,CLOSED,11/22/2013,Consumer Protection,Data Breach,"FSG, INC.",10/15/2013,1,MA,,non-profit consulting firm,Y,Y,Y,N,Y,Y,N,N,N,Y
464753,CLOSED,11/21/2013,Consumer Protection,Data Breach,MASS MUTUAL LIFE INSURANCE CO. (11/21/13),11/13/2013,2,MA,,insurance,Y,Y,Y,N,N,Y,Y,N,N,N
464751,CLOSED,11/21/2013,Consumer Protection,Data Breach,PARASOLE RESTAURANT D/B/A GOOD EARTH (AMERICAN EXP,6/19/2013,1,MN,,restaurant,Y,Y,Y,N,N,N,N,N,N,Y
464743,CLOSED,11/20/2013,Consumer Protection,Data Breach,ACCESS HEALTH CT,,1,CT,,government,Y,N,Y,Y,N,N,Y,N,N,N
464692,CLOSED,11/18/2013,Consumer Protection,Data Breach,MONGOHQ,9/13/2013,,CA,,database hosting ,N,N,N,N,N,N,N,N,N,N
464565,CLOSED,11/18/2013,Consumer Protection,Data Breach,SPECS (AMERICAN EXPRESS),10/31/2012,37,TX,,liquor stores,Y,N,Y,N,N,N,N,N,N,Y
464559,CLOSED,11/18/2013,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT - USSS FRANKFURT (AMER,,4,,,,Y,Y,Y,N,N,N,N,N,N,Y
464543,CLOSED,11/18/2013,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCMENT (AMERICAN EXRESS) - 11/,,30,,,,Y,Y,Y,N,N,N,N,N,N,Y
464518,CLOSED,11/18/2013,Consumer Protection,Data Breach,UNIQUE VINTAGE (AMERICAN EXPRESS),1/2/2012,24,CA,,retail,Y,Y,Y,N,N,N,N,N,N,Y
464469,CLOSED,11/18/2013,Consumer Protection,Data Breach,XPRESS BILL PAY (AMERICAN EXPRESS),11/1/2013,1,UT,,bill paying service,Y,Y,Y,N,N,N,N,N,N,Y
464070,CLOSED,11/15/2013,Consumer Protection,Data Breach,QVC (11-15-13),10/22/2013,1,,,retail,N,Y,N,N,Y,N,N,N,N,Y
464067,CLOSED,11/15/2013,Consumer Protection,Data Breach,LINCOLN CREDIT CENTER,10/20/2013,9,CA,,credit ,N,N,Y,N,N,Y,Y,N,N,Y
464034,CLOSED,11/14/2013,Consumer Protection,Data Breach,GUARDIAN LIFE INSURANCE COMPANY OF AMERICA,11/8/2013,1,NY,,insurance,Y,Y,Y,N,N,Y,N,N,N,N
464022,CLOSED,11/14/2013,Consumer Protection,Data Breach,MANCHESTER COMMUNITY COLLEGE,,35,CT,,education,Y,N,N,N,N,Y,N,N,N,Y
464014,CLOSED,11/13/2013,Consumer Protection,Data Breach,"USI INSURANCE SERVICES LLC D/B/A USI AFFINITY (""US",10/10/2013,402,NY,,insurance,Y,Y,Y,Y,N,Y,N,N,N,Y
463986,CLOSED,11/13/2013,Consumer Protection,Data Breach,CITIBANK (11-13-13),,5,SD,,credit card,Y,Y,Y,Y,Y,N,N,N,N,N
463968,CLOSED,11/11/2013,Consumer Protection,Data Breach,KESSLER HOTELS (AMERICAN EXPRESS),2/10/2013,454,NY,,credit card,N,Y,Y,N,N,N,N,N,N,Y
463967,CLOSED,11/11/2013,Consumer Protection,Data Breach,SUPPLEMENTWAREHOUSE.COM (AMERICAN EXPRESS),9/17/2012,21,NY,,credit card,N,Y,Y,N,N,N,N,N,N,Y
463745,CLOSED,11/8/2013,Consumer Protection,Data Breach,EXPERIAN (11-08-13),,6,,,,Y,Y,Y,Y,N,Y,Y,N,N,Y
463744,CLOSED,11/8/2013,Consumer Protection,Data Breach,"KROLL BACKGROUND AMERICA, INC.",,29,,,,Y,Y,Y,Y,N,Y,Y,N,N,Y
463718,CLOSED,11/8/2013,Consumer Protection,Data Breach,CAPITAL ONE (11-8-13),,1,,,,Y,Y,Y,Y,N,Y,N,N,N,Y
463717,CLOSED,11/8/2013,Consumer Protection,Data Breach,ING LIFE INSURANCE & ANNUITY COMPANY,10/30/2013,1,,,,Y,Y,Y,N,N,Y,N,N,N,Y
463709,CLOSED,11/7/2013,Consumer Protection,Data Breach,ROCKVILLE BANK (11-7-13),10/19/2013,1,,,,Y,Y,Y,N,N,N,N,N,N,Y
462989,CLOSED,11/6/2013,Consumer Protection,Data Breach,DAVITA HEALTHCARE PARTNERS,9/6/2013,18,,,,Y,Y,Y,N,N,Y,N,N,N,Y
463699,CLOSED,11/6/2013,Consumer Protection,Data Breach,ICG AMERICA (AMERICAN EXPRESS),1/2/2013,178,,,,Y,Y,Y,Y,N,N,N,N,N,Y
463691,CLOSED,11/6/2013,Consumer Protection,Data Breach,MET GLOBAL (AMERICAN EXPRESS),8/18/2012,5,,,,Y,Y,Y,N,N,N,N,N,N,Y
463689,CLOSED,11/5/2013,Consumer Protection,Data Breach,WESTERN UNION COMPANY,9/5/2013,47,,,,Y,Y,Y,N,N,N,N,N,N,N
463685,CLOSED,11/5/2013,Consumer Protection,Data Breach,"STIFEL, NICOLAUS & COMPANY, INC.",10/9/2013,1,,,,Y,Y,Y,N,N,N,N,N,N,Y
463682,CLOSED,11/5/2013,Consumer Protection,Data Breach,"CLARITY MEDIA GROUP (FREEDOM COMMUNICATIONS, COLOR",10/12/2013,1,,,,Y,Y,Y,Y,N,Y,Y,N,N,Y
463513,CLOSED,11/4/2013,Consumer Protection,Data Breach,THE SCOTTS COMPANY LLC (DATAPAK SERVICES CORPORATI,10/15/2013,228,,,,Y,N,Y,Y,N,N,N,N,N,Y
463512,CLOSED,11/4/2013,Consumer Protection,Data Breach,"BENECON GROUP, INC.",8/9/2011,7,,,,N,Y,Y,N,N,Y,N,N,N,N
462891,CLOSED,11/1/2013,Consumer Protection,Data Breach,THE CONNECTICUT HUMANE SOCIETY,10/5/2013,3,CT,,Non-profit,Y,Y,Y,Y,N,Y,Y,N,N,N
462890,CLOSED,10/31/2013,Consumer Protection,Data Breach,"HARBOR FREIGHT TOOLS USA, INC.",5/6/2013,2429,,6/30/2013,Retail,N,Y,Y,N,N,N,N,N,N,Y
462879,CLOSED,10/30/2013,Consumer Protection,Data Breach,MASS MUTUAL LIFE INSURANCE COMPANY (10-30-13),10/22/2013,3,,,Insurance,Y,Y,Y,N,N,Y,N,N,N,N
462862,CLOSED,10/29/2013,Consumer Protection,Data Breach,TD BANK (10-29-13),,1,,,Bank,Y,Y,Y,N,N,Y,Y,N,N,N
462857,CLOSED,10/29/2013,Consumer Protection,Data Breach,TELECOM SQUARE (AMERICAN EXPRESS),1/20/2012,1,,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
462855,CLOSED,10/29/2013,Consumer Protection,Data Breach,THRIVENT FINANCIAL FOR LUTHERANS,10/10/2013,1,,,Financial,Y,Y,Y,N,N,Y,N,N,N,N
462850,CLOSED,10/29/2013,Consumer Protection,Data Breach,HOSPITAL FOR SPECIAL SURGERY (HSS),,8,NY,,Hospital,Y,Y,Y,Y,N,Y,Y,N,N,Y
462841,CLOSED,10/28/2013,Consumer Protection,Data Breach,DUN & BRADSTREET (D&B),3/19/2013,688,NJ,4/1/2013,Data aggregator,Y,Y,Y,N,N,Y,N,N,N,N
462635,CLOSED,10/25/2013,Consumer Protection,Data Breach,"INTERNATIONAL SOS ASSISTANCE, INC. (""INTL.SOS"")",8/28/2013,,PA,,travel security,Y,Y,Y,N,N,Y,N,N,N,N
462634,CLOSED,10/25/2013,Consumer Protection,Data Breach,BRIAD WENCO D/B/A WENDY'S #3010 (AMERICAN EXPRESS),4/11/2013,1,NJ,,fast food,N,Y,Y,N,N,N,N,N,N,Y
462633,CLOSED,10/25/2013,Consumer Protection,Data Breach,"YUSEN LOGISTICS (AMERICAS) INC. (""YLA"")",9/23/2013,7,GA,,shipping,Y,Y,Y,Y,N,Y,N,N,N,N
462631,CLOSED,10/24/2013,Consumer Protection,Data Breach,"GENESIS REHABILITATION SERVICES (""GRS"") - (LEBANON",8/29/2013,1,PA,,healthcare,Y,Y,Y,Y,Y,Y,N,N,N,N
462628,CLOSED,10/24/2013,Consumer Protection,Data Breach,YATRA (AMERICAN EXPRESS),9/13/2013,1,,,unknown,N,Y,Y,N,N,N,N,N,N,Y
462584,CLOSED,10/23/2013,Consumer Protection,Data Breach,BED BATH & BEYOND,9/19/2013,3,NJ,,retail home goods,Y,Y,Y,N,N,N,N,N,N,Y
462629,CLOSED,10/23/2013,Consumer Protection,Data Breach,OPPENHEIMERFUNDS,10/3/2013,1,,,investment,N,N,Y,N,N,Y,N,N,N,N
462627,CLOSED,10/22/2013,Consumer Protection,Data Breach,"CLARK & ANDERSON, P.A.",,,,,,,,,,,,,,,
462618,CLOSED,10/22/2013,Consumer Protection,Data Breach,"ROTECH HEALTHCARE, INC.",11/26/2010,,FL,,healthcare,Y,Y,Y,Y,N,Y,N,N,N,N
462586,CLOSED,10/22/2013,Consumer Protection,Data Breach,CRYSTAL & COMPANY (STEPSTONE HOSPITALITY),6/14/2013,83,NY,,insurance/risk management,Y,Y,Y,N,N,Y,N,N,N,N
462585,CLOSED,10/22/2013,Consumer Protection,Data Breach,FIRST NIAGARA (10/22/13),,2,NY,,bank,Y,Y,Y,N,N,N,N,N,N,N
462583,CLOSED,10/21/2013,Consumer Protection,Data Breach,"MIGHTY LEAF TEA COMPANY (WEBLINC, LLC) - MIGHTYLEA",9/26/2013,2,CA,,tea,Y,Y,Y,Y,N,N,N,N,N,Y
461819,CLOSED,10/18/2013,Consumer Protection,Data Breach,SENTARA HEALTHCARE,,3,OR,,Health,Y,Y,Y,Y,N,Y,Y,N,N,N
461818,CLOSED,10/18/2013,Consumer Protection,Data Breach,OUIDAD,,,,,Retail,Y,Y,Y,Y,Y,N,N,N,N,Y
461813,CLOSED,10/17/2013,Consumer Protection,Data Breach,TD BANK (10-17-13),,221,NJ,,Bank,Y,Y,Y,Y,N,N,N,N,N,N
461810,CLOSED,10/16/2013,Consumer Protection,Data Breach,HUDSON VALLEY COMMUNITY COLLEGE (HVCC),8/31/2013,96,NY,,Education,Y,Y,Y,N,N,Y,N,N,N,N
