Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
2438,6/8/2012,American Express,Electronic,,41,,,,Yes,,,
2465,6/8/2012,Experian,Undefined,,29,Yes,Yes,,Yes,Yes,,
2384,6/8/2012,"Postcard Press, Inc.",Electronic,,55,,,,Yes,Yes,,
2385,6/8/2012,Bristol County Savings Bank,Electronic,,3,Yes,,,,,,
2386,6/8/2012,American Express,Electronic,,2,,,,Yes,,,
2368,6/8/2012,TD Bank,Electronic,,1,Yes,Yes,,,Yes,,
2377,6/8/2012,Aetna,Paper,,1,Yes,,,,Yes,,
2370,6/11/2012,Delta Dental,Paper,,18,Yes,,,,Yes,,
2367,6/11/2012,Anthem BlueCross BlueShield,Electronic,,1,Yes,,,,Yes,,
2414,6/11/2012,Rockland Trust,Both,,1080,Yes,Yes,,Yes,,,
2379,6/12/2012,Commonwealth Automobile Reinsurers,Electronic,,2,,Yes,Yes,,,,
2380,6/12/2012,Eagle Bank,Electronic,,1,,,,Yes,,,
2381,6/12/2012,Columbia Management,Electronic,,11,Yes,Yes,,,Yes,,
2382,6/12/2012,Fusion Solutions,Electronic,,3,Yes,,,,,,Yes
2392,6/12/2012,Notch Mechanical Constructors,Undefined,,72,,Yes,,,,,
2376,6/12/2012,Bristol County Savings Bank,Electronic,,52,,,,Yes,,,
2443,6/12/2012,American Express,Electronic,,1,,,,Yes,,,
2445,6/12/2012,American Express,Electronic,,10,,,,Yes,,,
2441,6/13/2012,American Express,Electronic,,3,,,,Yes,,,
2442,6/13/2012,American Express,Electronic,,1,,,,Yes,,,
2383,6/13/2012,Bessemer Trust,Paper,,6,Yes,,,,Yes,,
2393,6/14/2012,Principal Financial Group,Undefined,,7,Yes,,,,,,
2394,6/14/2012,Bethpage Federal Credit Union,Electronic,,103,,Yes,,Yes,Yes,,
2411,6/14/2012,Greenfield Savings Bank,Paper,,2,,Yes,,,,,
2405,6/15/2012,Marlborough Savings Bank,Electronic,,1,,,,Yes,,,
2391,6/15/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
2410,6/15/2012,PeoplesBank,Electronic,,62,,,,Yes,,,
2420,6/15/2012,"Citibank, N.A.",Electronic,,1,Yes,,,Yes,,,
2675,6/15/2012,Eastern Bank,Electronic,,874,,,,Yes,,,
2440,6/18/2012,American Express,Electronic,,2,,,,Yes,,,
2472,6/18/2012,American Express,Electronic,,1,,,,Yes,,,
2406,6/18/2012,Hospice of the North Shore & Greater Boston,Paper,,125,Yes,Yes,,,,,
2407,6/18/2012,Good Nite Inn,Paper,,6,,,Yes,Yes,Yes,,
2408,6/18/2012,Brigham and Women's Hospital,Paper,,2,,Yes,,,,,
2399,6/18/2012,Justice Resource Institute,Paper,,1,Yes,,,,,,
2400,6/18/2012,American International College,Both,,117,Yes,,,,,,
2402,6/18/2012,"Gray Plant Mooty Mooty & Bennett, P.A.",Electronic,,1,Yes,Yes,Yes,,,,Yes
2404,6/18/2012,Discover,Electronic,,86,,,,Yes,,,
2412,6/19/2012,American Express,Electronic,,143,,,,Yes,,,
2416,6/19/2012,American Express,Electronic,,1155,,,,Yes,,,
2401,6/19/2012,Town of Truro,Paper,,10,Yes,,,,,,
2396,6/19/2012,Brigham and Women's Hospital,Paper,,1,Yes,,,,,,
2397,6/19/2012,Walgreens,Undefined,,1,,,,Yes,Yes,,
2449,6/19/2012,American Express,Electronic,,2,,,,Yes,,,
2450,6/19/2012,American Express,Electronic,,6,,,,Yes,,,
2451,6/19/2012,American Express,Electronic,,1,,,,Yes,,,
2452,6/19/2012,American Express,Electronic,,143,,,,Yes,,,
2453,6/19/2012,American Express,Electronic,,16,,,,Yes,,,
2454,6/20/2012,American Express,Electronic,,25,,,,Yes,,,
2455,6/20/2012,American Express,Electronic,,2,,,,Yes,,,
2398,6/20/2012,Savers Bank,Electronic,,2,,,,Yes,,,
2403,6/20/2012,Savers Bank,Electronic,,4,,,,Yes,,,
2490,6/21/2012,Rockland Trust,Electronic,,560,,Yes,,Yes,,,
2478,6/22/2012,Peerless Industrial Group,Electronic,,3,Yes,,,,Yes,,
2479,6/22/2012,Pilgrim Bank,Electronic,,4,,,,Yes,,,
2419,6/22/2012,Salem Five,Electronic,,430,,,,Yes,,,
2425,6/25/2012,GoTickets.com,Electronic,,92,,,,Yes,Yes,,
2426,6/25/2012,Adams Community Bank,Electronic,,3,,,,Yes,,,
2429,6/25/2012,American Express,Electronic,,9,,,,Yes,,,
2430,6/25/2012,American Express,Electronic,,69,,,,Yes,,,
2431,6/25/2012,American Express,Electronic,,58,,,,Yes,,,
2432,6/25/2012,American Express,Electronic,,17,,,,Yes,,,
2476,6/25/2012,Owner-Operator Independent Drivers Association,Electronic,,5,,,,Yes,,,
2477,6/25/2012,Hooper Holmes,Paper,,2,Yes,,,,Yes,,
2511,6/25/2012,"Citibank, N.A.",Undefined,,11,Yes,Yes,,,Yes,,
2462,6/26/2012,Marlborough Savings Bank,Electronic,,4,,,,Yes,,,
2427,6/26/2012,Toyota,Paper,,34,,Yes,,,Yes,,
2428,6/26/2012,Abington Bank,Electronic,,4,,,,Yes,,,
2421,6/26/2012,Brigham and Women's Hospital,Electronic,,1,Yes,Yes,,,Yes,,
2422,6/26/2012,EdVestors,Paper,,29,Yes,Yes,Yes,,,,
2423,6/26/2012,Newburyport Five Cents Savings Bank,Electronic,,3,,,,Yes,,,
2424,6/26/2012,Generation Mortgage Company,Electronic,,1,Yes,Yes,Yes,,Yes,,
2446,6/27/2012,Fidelity Investments,Both,,1,Yes,Yes,,,Yes,,
2444,6/27/2012,American Express,Electronic,,113,,,,Yes,,,
2461,6/27/2012,MetLife Insurance Company,Electronic,,2,Yes,,,,Yes,,
2448,6/27/2012,American Express,Electronic,,702,,,,Yes,,,
2475,6/27/2012,American Express,Electronic,,5,,,,Yes,,,
2463,6/28/2012,Massachusetts General Hospital,Paper,,4,,Yes,,,,,
2447,6/28/2012,Eagle Bank,Electronic,,17,,,,Yes,,,
2480,6/29/2012,American Express,Electronic,,8,,,,Yes,,,
2481,6/29/2012,American Express,Electronic,,4,,,,Yes,,,
2482,6/29/2012,American Express,Electronic,,20,,,,Yes,,,
2501,6/29/2012,Framingham Co-operative Bank,Electronic,,1,,,,Yes,,,
2498,6/29/2012,Massachusetts General Hospital,Paper,,1,,Yes,,,,,
2499,6/29/2012,MA Department of Public Health,Paper,,1,Yes,,,,,,
2500,7/2/2012,Pilgrim Bank,Electronic,,1,,,,Yes,,,
2518,7/2/2012,Aflac,Electronic,,1,Yes,,,,Yes,,
2485,7/2/2012,American Express,Electronic,,3,,,,Yes,,,
2486,7/3/2012,American Express,Electronic,,2,,,,Yes,,,
2487,7/3/2012,American Express,Electronic,,40,,,,Yes,,,
2494,7/3/2012,Eagle Bank,Electronic,,1,,,,Yes,,,
2491,7/3/2012,Bristol County Savings Bank,Electronic,,2,,,,Yes,,,
2483,7/3/2012,American Express,Electronic,,1,,,,Yes,,,
2484,7/3/2012,American Express,Electronic,,5,,,,Yes,,,
2510,7/3/2012,Citi Private Bank,Paper,,1,,Yes,,,,,
2497,7/3/2012,Aflac,Paper,,23,Yes,,,,Yes,,
2509,7/5/2012,American Express,Electronic,,4,,,,Yes,,,
2512,7/5/2012,American Pharmacists Association,Electronic,,595,,,,Yes,Yes,,
2502,7/5/2012,The Depository Trust and Clearing Company,Electronic,,11,Yes,Yes,,,Yes,,
2492,7/5/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
2493,7/5/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
2495,7/5/2012,Savers Bank,Electronic,,,,,,Yes,,,
2496,7/5/2012,Eagle Bank,Electronic,,1,,,,Yes,,,
2503,7/6/2012,American Express,Electronic,,2,,,,Yes,,,
2505,7/6/2012,Metropolitan National Bank,Electronic,,,Yes,Yes,,,Yes,Yes,Yes
2507,7/6/2012,American Express,Electronic,,1,,,,Yes,,,
2508,7/6/2012,American Express,Electronic,,1,,,,Yes,,,
2506,7/8/2012,American Express,Electronic,,1,,,,Yes,,,
2504,7/9/2012,Empire BlueCross,Electronic,,14,Yes,,,,,,
2521,7/9/2012,American Express,Paper,,1,,,Yes,Yes,,,
2522,7/9/2012,American Express,Electronic,,2,,,,Yes,,,
2589,7/9/2012,The Cooperative Bank of Cape Cod,Electronic,,122,,,,Yes,,,
2606,7/9/2012,Watertown Savings Bank,Electronic,,61,,,,Yes,,,
2524,7/10/2012,American Express,Electronic,,6,,,,Yes,,,
2513,7/10/2012,UPS,Electronic,,1,Yes,,,,Yes,,
2514,7/10/2012,American Express,Electronic,,54,,,,Yes,,,
2648,7/10/2012,"Neurocare, Inc.",Electronic,,84,Yes,Yes,,,Yes,,
2665,7/10/2012,Webster Five Cents Savings Bank,Electronic,,54,,,,Yes,,,
2666,7/10/2012,Webster Five Cents Savings Bank,Electronic,,6,,,,Yes,,,
2515,7/11/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
2516,7/11/2012,Savers Bank,Electronic,,2,,,,Yes,,,
2523,7/11/2012,American Express,Electronic,,789,,,,Yes,,,
2517,7/12/2012,Framingham Co-operative Bank,Electronic,,1,,,,Yes,,,
2884,7/12/2012,Butler Health System,Electronic,,1,Yes,Yes,,,Yes,,
2560,7/13/2012,Marlborough Savings Bank,Electronic,,2,,,,Yes,,,
2568,7/13/2012,Rockland Trust,Both,,59,,,,Yes,,,
2569,7/16/2012,Eagle Bank,Electronic,,1,,,,Yes,,,
2558,7/16/2012,TD Bank N.A.,Electronic,,2,Yes,Yes,,,Yes,,
2539,7/16/2012,MA Excutive Office of Public Safety and Security,Paper,,1,Yes,,,,,,
2519,7/16/2012,PricewaterhouseCoopers LLP,Electronic,,2,Yes,,,,,,Yes
2527,7/16/2012,Framingham Co-operative Bank,Electronic,,2,,,,Yes,,,
2528,7/16/2012,Framingham Co-operative Bank,Electronic,,2,,,,Yes,,,
2529,7/16/2012,Massachusetts General Hospital,Paper,,2,,Yes,,,,,
2616,7/16/2012,Scripps College,Both,,151,Yes,Yes,,,,,
2622,7/16/2012,Vanguard,Paper,,2,Yes,Yes,,,Yes,,
2630,7/16/2012,Eastern Bank,Electronic,,640,,,,Yes,,,
2564,7/17/2012,MetLife Auto & Home,Paper,,4,,Yes,Yes,,,,
2542,7/17/2012,American Express,Electronic,,27,,,,Yes,,,
2543,7/17/2012,American Express,Electronic,,202,,,,Yes,,,
2540,7/18/2012,American Express,Electronic,,159,,,,Yes,,,
2541,7/18/2012,American Express,Electronic,,3,,,,Yes,,,
2547,7/18/2012,Metropolital Life Insurance,Paper,,2,Yes,,,,Yes,,
2548,7/19/2012,Newburyport Five Cents Savings Bank,Electronic,,5,,,,Yes,,,
2546,7/19/2012,Blue Cross Blue Shield of MA,Paper,,1,Yes,,,,,,
2553,7/20/2012,Savers Bank,Electronic,,2,,,,Yes,,,
2554,7/20/2012,Boston Medical Center,Electronic,,1,Yes,Yes,,,,,
2555,7/20/2012,Saint Anne's Hospital,Paper,,1,,Yes,,,Yes,,
2556,7/20/2012,Abington Bank,Electronic,,3,,,,Yes,,,
2545,7/20/2012,First Financial Bankshares,Electronic,,9,Yes,Yes,,Yes,Yes,,
2565,7/23/2012,Discover Financial Services,Electronic,,205,,,,Yes,,,
2566,7/23/2012,St. Elizabeth's Medical Center,Paper,,1,,,Yes,Yes,Yes,,
2615,7/23/2012,"Partners Interpreting, LLC",Electronic,,7,,Yes,,,,,Yes
2544,7/24/2012,Toyota Financial Services,Paper,,1,,Yes,,,Yes,,
2537,7/24/2012,American Express,Electronic,,3,,,,Yes,,,
2552,7/24/2012,Colonial Federal Savings Bank,Electronic,,15,,,,Yes,,,
2561,7/24/2012,Beth Israel Deaconess Medical Center,Electronic,,194,Yes,,,,Yes,,Yes
2628,7/25/2012,Global Payments Inc.,Electronic,,,,,,Yes,Yes,,
2605,7/25/2012,American Express,Electronic,,2,,,,Yes,,,
2617,7/26/2012,Visiting Nurse Association of Greater Lowell,Paper,,4,Yes,,,,,,
2627,7/26/2012,Bunker Hill Community College,Paper,,1,Yes,,,,,,
2570,7/26/2012,Northmark Bank,Electronic,,32,,,,Yes,,,
2571,7/26/2012,The Washington Trust Company,Paper,,1,Yes,Yes,,,Yes,,
2572,7/26/2012,Brigham and Women's Hospital,Paper,,1,,Yes,,,,,
2538,7/26/2012,Mission Linen Supply Company,Electronic,,5,,,,Yes,Yes,,
2535,7/26/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2536,7/26/2012,eHealthInsurance,Paper,,1,Yes,,,,,,
2530,7/27/2012,"Petco Animal Supplies, Inc.",Electronic,,1320,Yes,,,,Yes,,Yes
2531,7/27/2012,"Cameron, Moberly & Hamrick, PC",Electronic,,1,Yes,Yes,,,Yes,,Yes
2532,7/27/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2533,7/27/2012,Savers Bank,Electronic,,2,,,,Yes,,,
2534,7/27/2012,Pilgrim Bank,Electronic,,4,,,,Yes,,,
2557,7/30/2012,New York Life Insurance Company,Both,,1,Yes,Yes,Yes,,Yes,,
2549,7/30/2012,American Express,Electronic,,2,,,,Yes,,,
2559,7/30/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2582,7/30/2012,Wing Memorial Hospital and Medical Centers,Electronic,,1,,Yes,Yes,,Yes,,
2583,7/30/2012,Savers Bank,Electronic,,7,,,,Yes,,,
2599,7/30/2012,Hudson Cisne & Co. LLP,Electronic,,3,,Yes,,,Yes,,Yes
2579,7/31/2012,"The Surgeons of Lake County, LLC",Electronic,,2,Yes,,,Yes,Yes,,
2580,7/31/2012,Colonial Federal Savings Bank,Electronic,,5,,,,Yes,,,
2550,7/31/2012,Abington Bank,Electronic,,1,,,,Yes,,,
2551,7/31/2012,Toyota Financial Services,Paper,,1,,Yes,,,Yes,,
2573,8/1/2012,Salem Five,Paper,,2,,Yes,,,,,
2574,8/1/2012,PeoplesBank,Electronic,,39,,,,Yes,,,
2575,8/1/2012,Abington Bank,Electronic,,1,,,,Yes,,,
2576,8/1/2012,Marlborough Savings Bank,Electronic,,4,,,,Yes,,,
2577,8/1/2012,Sherrill House,Paper,,1,,Yes,,,,,
2578,8/1/2012,TD Bank N.A.,Undefined,,77,Yes,Yes,,,Yes,,
2647,8/1/2012,Comerica Bank,Electronic,,347,,,,Yes,Yes,,
2562,8/2/2012,Experian,Electronic,,6,Yes,Yes,,Yes,Yes,,
2563,8/2/2012,American Express,Electronic,,1,,,,Yes,,,
2581,8/2/2012,Roman Catholic Bishop of Springfield,Paper,,2,,Yes,,,,,Yes
2601,8/2/2012,Hertz,Electronic,,45,Yes,Yes,,,Yes,,
2614,8/3/2012,"Choices, Inc.",Electronic,,11,Yes,,,,,,
2649,8/3/2012,Hartford HealthCare,Electronic,,14,Yes,Yes,,,Yes,,Yes
2787,8/6/2012,Newburyport Five Cents Savings Bank,Electronic,,2,,,,Yes,,,
2840,8/6/2012,Adams Community Bank,Electronic,,1,,,,Yes,,,
2602,8/6/2012,Toyota Financial Services,Electronic,,3,,Yes,,,Yes,Yes,
2603,8/6/2012,Savers Bank,Electronic,,2,,,,Yes,,,
2604,8/6/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2590,8/6/2012,MassMutual,Electronic,,1,Yes,Yes,,,Yes,,
2593,8/6/2012,Brigham and Women's Hospital,Paper,,1,,Yes,,,,,
2594,8/6/2012,Pilgrim Bank,Electronic,,1,,,,Yes,,,
2595,8/6/2012,"Intrawest US Holdings, Inc.",Electronic,,12,Yes,,,,,,
2591,8/7/2012,A Home for Little Wanderers,Paper,,2,Yes,,,,Yes,,
2592,8/7/2012,MA Department of Revenue,Undefined,,1,Yes,Yes,,,,,
2640,8/7/2012,American Express,Electronic,,1,,,,Yes,,,
2641,8/7/2012,American Express,Electronic,,79,,,,Yes,,,
2635,8/8/2012,Marlborough Savings Bank,Electronic,,1,,,,Yes,,,
2632,8/8/2012,Merrill Lynch Wealth Management,Paper,,1,Yes,Yes,,,Yes,,
2674,8/9/2012,"Citibank, N.A.",Electronic,,1,Yes,,,Yes,,,
2633,8/10/2012,Vanguard,Electronic,,4,,Yes,,,,,
2585,8/10/2012,American Express,Electronic,,17,,,,Yes,,,
2586,8/10/2012,Pilgrim Bank,Electronic,,1,,,,Yes,,,
2587,8/10/2012,Amergent,Electronic,,129,Yes,,,,,,
2588,8/10/2012,Massachusetts Institute of Technology,Electronic,,1,Yes,,,,,,
2600,8/12/2012,Clarksville-Montgomery County School System,Electronic,,2,Yes,,,,,,
2597,8/12/2012,Salem Five,Electronic,,33,,,,Yes,,,
2598,8/12/2012,Salem Five,Electronic,,27,,,,Yes,,,
2624,8/12/2012,Eastern Bank,Electronic,,312,,,,Yes,,,
2625,8/15/2012,Salem Five,Electronic,,4,,,,Yes,,,
2626,8/15/2012,Auditor of the Commonwealth,Electronic,,1,Yes,,,,,,
2631,8/15/2012,PeoplesBank,Electronic,,40,,,,Yes,,,
2618,8/15/2012,Marlborough Savings Bank,Electronic,,2,,,,Yes,,,
2619,8/15/2012,Department of Developmental Services,Paper,,1,Yes,,,,,,
2596,8/15/2012,Massachusetts General Hospital,Paper,,1,Yes,Yes,,,,,
2744,8/16/2012,Prudential Financial,Paper,,1,Yes,,Yes,,Yes,,
2607,8/17/2012,First Republic Bank,Undefined,,248,Yes,Yes,,,,,
2620,8/17/2012,St. Mary's Credit Union,Electronic,,10,,,,Yes,Yes,,
2621,8/17/2012,St. Mary's Credit Union,Electronic,,49,,,,Yes,Yes,,
2636,8/18/2012,GoDaddy.com,Electronic,,1,,,,Yes,,,
2629,8/20/2012,Discover,Electronic,,3563,,,,Yes,,,
2608,8/20/2012,American Express,Electronic,,118,,,,Yes,,,
2609,8/20/2012,American Express,Electronic,,16,,,,Yes,,,
2610,8/20/2012,American Express,Electronic,,1,,,,Yes,,,
2611,8/20/2012,American Express,Electronic,,1,,,,Yes,,,
2612,8/20/2012,American Express,Electronic,,5,,,,Yes,,,
2613,8/20/2012,State Farm Mutual Automobile Company,Undefined,,2,Yes,,,Yes,Yes,,
2634,8/20/2012,St. Mary's Credit Union,Electronic,,49,,,,Yes,,,
4116,8/20/2012,Bel USA LLC,Electronic,,,Yes,,,,Yes,,
2623,8/21/2012,Red Boat Advisor Resources,Electronic,,1231,Yes,Yes,,,,,
2642,8/22/2012,American Express,Electronic,,129,,,,Yes,,,
2643,8/22/2012,American Express,Electronic,,1,,,,Yes,,,
2644,8/22/2012,Omni Group,Electronic,,1,Yes,,,,Yes,,
2645,8/22/2012,South Shore Mental Health,Electronic,,1,,Yes,,,,,
2646,8/22/2012,Pilgrim Bank,Electronic,,1,,,,Yes,,,
2650,8/22/2012,Fidelity Investments,Both,,1,Yes,,,,Yes,,
2651,8/22/2012,Quest Diagnostics,Electronic,,2,Yes,Yes,Yes,,Yes,,
2800,8/23/2012,IMT Services Corporation,Undefined,,1,Yes,Yes,,,,,
2637,8/23/2012,American Express,Electronic,,2,,,,Yes,,,
2638,8/23/2012,Watertown Savings Bank,Electronic,,5,,,,Yes,,,
2653,8/23/2012,"Bellacor.com, Inc.",Electronic,,328,,,,Yes,,,
2654,8/23/2012,Apria Healthcare,Electronic,,342,Yes,,,,Yes,,Yes
2655,8/23/2012,Zions First National Bank,Paper,,3,Yes,,,,,,
2652,8/24/2012,Hampshire Obstetrical and Gynecological Associates Inc.,Both,,1,Yes,,,,,,
2676,8/24/2012,American Express,Electronic,,65,,,,Yes,,,
2671,8/27/2012,Equitable Cooperative Bank,Undefined,,15,,,,Yes,,,
2673,8/27/2012,Institue for Health and Recovery,Both,,2,Yes,,,,,,Yes
2656,8/27/2012,IPC The Hospitalist Company,Electronic,,1,Yes,,,,Yes,,Yes
2657,8/27/2012,Newburyport Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
2658,8/27/2012,Newburyport Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
2659,8/27/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2661,8/28/2012,Amedisys Home Health Services,Paper,,7,Yes,Yes,,,Yes,,
2747,8/28/2012,T-Mobile,Electronic,,1,,,,Yes,Yes,,
2749,8/29/2012,American Express,Electronic,,1,,,,Yes,,,
2779,8/29/2012,American Express,Electronic,,54,,,,Yes,,,
2660,8/29/2012,American Express,Electronic,,256,,,,Yes,,,
2778,8/30/2012,American Express,Electronic,,1,,,,Yes,,,
2789,8/30/2012,American Express,Electronic,,4,,,,Yes,,,
2725,8/30/2012,Fidelity Investments,Paper,,1,Yes,Yes,,,Yes,,
2733,8/30/2012,Salem Co-Operative Bank,Electronic,,1,,,,Yes,,,
2745,9/4/2012,Diversified Retirement Corporation,Electronic,,3,Yes,Yes,,,Yes,,
2746,9/4/2012,Tender Loving Care Health Care Services of New England,Paper,,7,Yes,Yes,,,Yes,,
2767,9/4/2012,Allianz Life Insurance Company of North America,Paper,,1,,Yes,,,Yes,,
2837,9/4/2012,"Database Designs Associates, Inc.",Electronic,,30848,Yes,,,,Yes,,Yes
2732,9/5/2012,Brigham and Women's Hospital,Both,,1,,Yes,,,Yes,,
2722,9/5/2012,American Express,Electronic,,10482,,,,Yes,,,
2734,9/6/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2735,9/6/2012,Pilgrim Bank,Electronic,,1,,,,Yes,,,
2740,9/6/2012,Liberty Mutual Insurance,Electronic,,3,Yes,,,,Yes,,Yes
2738,9/6/2012,Air France,Electronic,,3,,,,Yes,,,
2751,9/7/2012,Massachusetts General Hospital,Paper,,3,,Yes,,,,,
2752,9/7/2012,Allianz Life Insuance Company of North America,Paper,,1,,Yes,,,Yes,,
2768,9/7/2012,Marriott Westchester Hotel,Electronic,,16,,,,Yes,Yes,,
2766,9/7/2012,Unum,Paper,,1,Yes,Yes,,,Yes,,
2795,9/7/2012,Salem Five,Electronic,,3,,,,Yes,,,
2724,9/7/2012,Experian,Electronic,,3,Yes,Yes,,Yes,Yes,,
2662,9/7/2012,GoTickets.com,Electronic,,22,,,,Yes,Yes,,
2668,9/7/2012,Wounded Warrior Project,Electronic,,2,Yes,,,Yes,Yes,,Yes
2667,9/10/2012,TD Bank N.A.,Electronic,,8,,,,Yes,Yes,,
2723,9/10/2012,Bristol County Savings Bank,Electronic,,4,,,,Yes,,,
2713,9/10/2012,Nationwide,Undefined,,7,Yes,,,,Yes,,
2750,9/10/2012,Tiffany & Co.,Electronic,,124,Yes,Yes,,,Yes,,
2743,9/11/2012,Eastern Bank,Electronic,,67,,,,Yes,,,
2714,9/11/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2715,9/11/2012,Savers Bank,Electronic,,2,,,,Yes,,,
2736,9/11/2012,American Express,Electronic,,15,,,,Yes,,,
2737,9/11/2012,American Express,Electronic,,12,,,,Yes,,,
2669,9/11/2012,St. Mary's Credit Union,Electronic,,21,,,,Yes,,,
2670,9/11/2012,Vanguard,Electronic,,185,Yes,,,,,,
2726,9/12/2012,MetLife,Paper,,1,Yes,,,,,,
2727,9/12/2012,Newburyport Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
2728,9/12/2012,Webster Five,Electronic,,20,,,,Yes,,,
2664,9/13/2012,American Express,Electronic,,19,,,,Yes,,,
2739,9/13/2012,American Express,Electronic,,58,,,,Yes,,,
2790,9/14/2012,Newburyport Five Cents Savings Bank,Electronic,,2,,,,Yes,,,
2786,9/14/2012,PeoplesBank,Electronic,,19,,,,Yes,,,
2729,9/14/2012,Toyota Financial Services,Paper,,1,,Yes,,,Yes,,
2730,9/14/2012,Toyota Financial Services,Paper,,1,,Yes,,,Yes,,
2838,9/14/2012,Savers Bank,Electronic,,2,,,,Yes,,,
2839,9/14/2012,Adams Community Bank,Electronic,,1,,,,Yes,,,
2836,9/14/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
2731,9/17/2012,United Services Automobile Association,Electronic,,1,,,Yes,,,,
2716,9/17/2012,50CAN,Electronic,,1,Yes,,,,Yes,,Yes
2717,9/17/2012,"The National Conference for Community and Justice of Connecticut and Western Massachusetts, Inc.",Paper,,42,,Yes,,Yes,,,
2718,9/17/2012,Discover,Electronic,,191,,,,Yes,,,
2719,9/17/2012,American General Life Companies,Electronic,,1,Yes,,,,Yes,,
2720,9/17/2012,CoWorx Staffing Services LLC,Electronic,,9,Yes,,,,,,
2721,9/17/2012,American Express,Electronic,,5,,,,Yes,,,
2748,9/17/2012,Salem Five,Electronic,,3,,,,Yes,,,
2753,9/18/2012,American Express,Electronic,,4,,,,Yes,,,
2754,9/19/2012,Fidelity Investments,Both,,1,Yes,,,,Yes,,
2755,9/19/2012,Middlesex Savings Bank,Electronic,,16,,,,Yes,,,
2761,9/21/2012,American Express,Electronic,,4,,,,Yes,,,
2762,9/21/2012,American Express,Electronic,,14,,,,Yes,,,
2791,9/21/2012,American Express,Electronic,,137,,,,Yes,,,
2683,9/21/2012,FEI Company,Electronic,,14,Yes,Yes,,,Yes,,Yes
2684,9/24/2012,Salem Five,Electronic,,1,,,,Yes,,,
2685,9/24/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
2680,9/24/2012,Hallmark Health,Paper,,3,,Yes,,,,,
2681,9/24/2012,Fidelity Investments,Electronic,,1,Yes,,,,Yes,,
2708,9/24/2012,Fujifilm,Electronic,,5,Yes,,Yes,,Yes,,
2777,9/24/2012,Rockland Trust,Both,,296,,,,Yes,,,
2682,9/25/2012,Regions,Electronic,,,Yes,Yes,,Yes,Yes,,Yes
2686,9/26/2012,UnitedHealth Group,Paper,,5,Yes,,,,Yes,,
2679,9/27/2012,Western Union,Electronic,,3,,,,Yes,Yes,,
2704,9/27/2012,American Express,Electronic,,1409,,,,Yes,,,
2705,9/27/2012,American Express,Electronic,,3,,,,Yes,,,
2703,9/28/2012,American Express,Electronic,,56,,,,Yes,,,
2707,9/28/2012,Bristol County Savings Bank,Electronic,,3,,,,Yes,,,
2678,9/28/2012,Pilgrim Bank,Electronic,,1,,,,Yes,,,
2780,9/28/2012,Savers Bank,Electronic,,2,,,,Yes,,,
2781,9/28/2012,Adams Community Bank,Electronic,,1,,,,Yes,,,
2841,9/30/2012,American Express,Electronic,,6,,,,Yes,,,
2842,10/1/2012,Bristol County Savings Bank,Electronic,,9,,,,Yes,,,
2843,10/1/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
2815,10/1/2012,Bristol County Savings Bank,Electronic,,3,,,,Yes,,,
2758,10/1/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2690,10/1/2012,Saint Vincent Hospital,Electronic,,8,Yes,Yes,,,Yes,,
2691,10/1/2012,Anthem BlueCross BlueShield,Electronic,,1,Yes,,,,,,
2692,10/1/2012,State Farm Mutual Automobile Company,Both,,4,Yes,,,,Yes,,
2693,10/1/2012,Marlborough Savings Bank,Electronic,,1,,,,Yes,,,
2694,10/1/2012,Mutual One Bank,Electronic,,3,,,,Yes,,,
2695,10/1/2012,Lee Bank,Paper,,1,,Yes,,,Yes,,
2698,10/1/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2699,10/1/2012,Capital One,Undefined,,1,,Yes,,,Yes,,
2700,10/1/2012,Pilgrim Bank,Electronic,,7,,,,Yes,,,
2701,10/2/2012,Brigham and Women's Hospital,Paper,,1,,Yes,,,,,
2702,10/2/2012,American Express,Electronic,,1,,,,Yes,,,
2696,10/2/2012,Department of Developmental Services,Paper,,249,Yes,,,,,,
2687,10/2/2012,Eagle Bank,Electronic,,3,,,,Yes,,,
2688,10/2/2012,Eagle Bank,Electronic,,1,,,,Yes,,,
