BUSINESS NAME,NOTIFICATION DOCUMENTS,START OF BREACH,END OF BREACH,DATE REPORTED,MONTANANS AFFECTED
Lake Kennedy McCulloch CPA's,https://media.dojmt.gov/wp-content/uploads/Lake-Kennedy-McCulloch-CPAs.pdf,1/30/2017,2/11/2017,4/7/2017,7
GlassWasherParts.com,https://media.dojmt.gov/wp-content/uploads/Glasswasherparts.com_.pdf,2/2/2016,12/31/2016,4/5/2017,12
Tempur-Pedic,https://media.dojmt.gov/wp-content/uploads/Tempur-Pedic.pdf,2/2/2016,12/31/2016,4/5/2017,887
C. Kirk Holt & Associates,https://media.dojmt.gov/wp-content/uploads/C-Kirk-Holt-Associates.pdf,3/2/2017,4/6/2017,4/4/2017,2
"Extreme Ranch, Inc.",https://media.dojmt.gov/wp-content/uploads/Extreme-Ranch-Inc..pdf,2/8/2017,3/15/2017,4/1/2017,1
"PenServe Plan Services, Inc.",https://media.dojmt.gov/wp-content/uploads/PenServ-Plan-Services-Inc..pdf,2/26/2017,3/1/2017,3/31/2017,3
Krehbiel and Associates CPA,https://media.dojmt.gov/wp-content/uploads/Krehbiel-and-Associates-CPA.pdf,2/2/2017,2/13/2017,3/30/2017,1
"Maloney & Kennedy, PLLC",https://media.dojmt.gov/wp-content/uploads/Maloney-Kennedy-PLLC.pdf,2/15/2017,2/15/2017,3/29/2017,2
Ameriflight,https://media.dojmt.gov/wp-content/uploads/Ameriflight.pdf,3/20/2017,3/27/2017,3/28/2017,2
Virginia Gift Brands,https://media.dojmt.gov/wp-content/uploads/Virginia-Gift-Brands.pdf,8/18/2016,2/20/2017,3/27/2017,14
Washington University School of Medicine,https://media.dojmt.gov/wp-content/uploads/Washington-University-School-of-Medicine.pdf,1/24/2017,1/24/2017,3/24/2017,4
Commonwealth Health,https://media.dojmt.gov/wp-content/uploads/Commonwealth-Health-Corporation.pdf,1/4/2017,2/10/2017,3/24/2017,7
Coachella.com,https://media.dojmt.gov/wp-content/uploads/Coachella.com_.pdf,9/1/2016,2/28/2017,3/23/2017,1
"Rudd & Company, PLLC",https://media.dojmt.gov/wp-content/uploads/Rudd-Company.pdf,3/5/2017,3/5/2017,3/22/2017,26
"Bulletproof 360, Inc.",https://media.dojmt.gov/wp-content/uploads/Bulletproof-360-Inc..pdf,10/26/2016,1/31/2017,3/21/2017,332
Campbell Taylor & Company,https://media.dojmt.gov/wp-content/uploads/Campbell-Taylor-Company.pdf,1/27/2017,2/2/2017,3/21/2017,7
Urology Austin,https://media.dojmt.gov/wp-content/uploads/Urology-Austin.pdf,1/22/2017,1/22/2017,3/20/2017,62
People for People,https://media.dojmt.gov/wp-content/uploads/People-for-People.pdf,10/20/2016,2/3/2017,3/20/2017,1
American Tire Distributors,https://media.dojmt.gov/wp-content/uploads/American-Tire-Distributors.pdf,3/3/2017,3/6/2017,3/17/2017,9
Therafit Shoes,https://media.dojmt.gov/wp-content/uploads/Therafit-Shoes.pdf,2/21/2017,2/21/2017,3/16/2017,1
Colorado Nonprofit Development Center,https://media.dojmt.gov/wp-content/uploads/Colorado-Nonprofit-Development-Center.pdf,3/3/2017,3/3/2017,3/16/2017,1
"Northwest Christian Schools, Inc.",https://media.dojmt.gov/wp-content/uploads/Northwest-Christian-Schools.pdf,2/11/2017,2/11/2017,3/16/2017,1
Vertex Wireless,https://media.dojmt.gov/wp-content/uploads/Vertex-Wireless.pdf,2/21/2017,3/21/2017,3/15/2017,1
"Ameriprise Financial Services, Inc.",https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial-Services-Inc.-3.pdf,12/15/2016,12/15/2016,3/15/2017,1
"Geokinetics, Inc.",https://media.dojmt.gov/wp-content/uploads/Geokinetics.pdf,1/25/2017,1/25/2017,3/14/2017,3
Plow & Hearth,https://media.dojmt.gov/wp-content/uploads/Plow-Hearth.pdf,2/1/2016,12/31/2016,3/14/2017,345
Zest Dental Solution,https://media.dojmt.gov/wp-content/uploads/Zest-Dental-Solutions.pdf,12/31/2013,2/4/2017,3/14/2017,27
ADF International,https://media.dojmt.gov/wp-content/uploads/ADF-International.pdf,3/10/2017,3/10/2017,3/13/2017,307
Ondracek & Company,https://media.dojmt.gov/wp-content/uploads/Ondracek-Company.pdf,11/21/2016,2/6/2017,3/13/2017,1
HealthTexas Provider Network (Denton Heart Group),https://media.dojmt.gov/wp-content/uploads/HealthTexas-Provider-Network-Denton-Heart-Group.pdf,12/29/2016,12/29/2016,3/10/2017,2
"Wall Titus, LLC",https://media.dojmt.gov/wp-content/uploads/Wall-Titus-LLC.pdf,12/20/2016,12/27/2016,3/10/2017,4
"Friedman & Perry, CPA's",https://media.dojmt.gov/wp-content/uploads/Friedman-Perry-CPAs.pdf,6/15/2016,1/30/2017,3/9/2017,2
"Vapour Organic Beauty, LLC",https://media.dojmt.gov/wp-content/uploads/Vapour-Organic-Beauty-LLC.pdf,2/1/2016,12/31/2016,3/8/2017,114
Sport-Smart.com,https://media.dojmt.gov/wp-content/uploads/Sport-Smart.pdf,2/1/2016,12/31/2016,3/8/2017,70
"Running Supply, Inc.",https://media.dojmt.gov/wp-content/uploads/Running-Supply-Inc..pdf,2/1/2016,12/31/2016,3/8/2017,67
R.C. Purdy Chocolates Ltd. dba Purdys Chocolatier,https://media.dojmt.gov/wp-content/uploads/Purdys-Chocolatier.pdf,2/1/2016,12/31/2016,3/8/2017,4
prAna,https://media.dojmt.gov/wp-content/uploads/prAna.pdf,12/14/2016,2/6/2017,3/8/2017,4136
"Atwood Distributing, Inc.",https://media.dojmt.gov/wp-content/uploads/Atwood-Distributing-LP.pdf,2/1/2016,12/31/2016,3/7/2017,5
"Maxim Capital Enterprises, Inc.",https://media.dojmt.gov/wp-content/uploads/Maxim-Capital-Enterprises-Inc..pdf,2/4/2017,2/21/2017,3/7/2017,4
"Bambeco, Inc.",https://media.dojmt.gov/wp-content/uploads/Bambeco-Inc..pdf,2/1/2016,12/31/2016,3/6/2017,217
University of Idaho,https://media.dojmt.gov/wp-content/uploads/University-of-Idaho.pdf,1/24/2017,1/24/2017,3/6/2017,3
"Theisen's Supply, Inc.",https://media.dojmt.gov/wp-content/uploads/Theisens-Supply-Inc.-1.pdf,2/1/2016,12/31/2016,3/3/2017,10
Daytona State College,https://media.dojmt.gov/wp-content/uploads/Daytona-State-College.pdf,2/19/2017,2/19/2017,3/3/2017,3
West Music Company,https://media.dojmt.gov/wp-content/uploads/West-Music.pdf,2/1/2016,12/31/2016,3/3/2017,267
"Carl Cross, LLC",https://media.dojmt.gov/wp-content/uploads/Carla-Cross-LLC.pdf,2/14/2017,2/14/2017,3/3/2017,5
"Lexington County Health Services District, Inc.",https://media.dojmt.gov/wp-content/uploads/Lexington-County-Health-Services-District-Inc..pdf,2/13/2017,2/13/2017,3/2/2017,2
Iowa Mutual Insurance Company,https://media.dojmt.gov/wp-content/uploads/Iowa-Mutual-Insurance.pdf,1/30/2016,1/30/2017,3/2/2017,1
AmQuip Crane Rental,https://media.dojmt.gov/wp-content/uploads/Amquip-Crane-Rental.pdf,8/2/2016,2/22/2017,3/1/2017,1
"Ambassador Title Service, RTS Title & Escrow, DRI Title & Escrow",https://media.dojmt.gov/wp-content/uploads/Ambassador-Title-Service_RTS-Title-Escrow_DRI-Title-Escrow.pdf,12/25/2016,1/14/2017,2/28/2017,17
Atlantic Cigar Co.,https://media.dojmt.gov/wp-content/uploads/Atlantic-Cigar-Co.pdf,2/1/2016,12/31/2016,2/27/2017,93
Alpha Industries,https://media.dojmt.gov/wp-content/uploads/Alpha-Industries.pdf,2/1/2016,12/31/2016,2/27/2017,57
Wisenbaker Builder Services,https://media.dojmt.gov/wp-content/uploads/Wisenbaker-Builder-Services.pdf,2/10/2017,2/10/2017,2/27/2017,1
"Nutrex Hawaii, Inc.",https://media.dojmt.gov/wp-content/uploads/Nutrex-Hawaii-Inc.pdf,2/1/2016,12/31/2016,2/24/2017,107
JoFit,https://media.dojmt.gov/wp-content/uploads/JoFit.pdf,11/29/2016,1/17/2017,2/24/2017,13
Federal Direct Tax Services,https://media.dojmt.gov/wp-content/uploads/Federal-Direct-Tax-Services.pdf,1/2/2017,2/2/2017,2/24/2017,1
Benchmark,https://media.dojmt.gov/wp-content/uploads/Benchmark.pdf,10/23/2016,1/1/2017,2/24/2017,Unknown
John Deere Financial,https://media.dojmt.gov/wp-content/uploads/John-Deere-Financial.pdf,1/24/2017,1/24/2017,2/24/2017,3
Roberts Hawaii,https://media.dojmt.gov/wp-content/uploads/Roberts-Hawaii.pdf,7/15/2015,12/14/2016,2/24/2017,73
Liberty Hardware Manufacturing Corporation,https://media.dojmt.gov/wp-content/uploads/Liberty-Hardware-Manufacturing-Corporation.pdf,2/1/2016,12/31/2016,2/24/2017,1
United States Anti-Doping Agency,https://media.dojmt.gov/wp-content/uploads/United-States-Anti-Doping-Agency.pdf,10/6/2016,10/6/2016,2/24/2017,2
Rod's Western Palace,https://media.dojmt.gov/wp-content/uploads/Rods-Western-Palace.pdf,2/8/2017,2/10/2017,2/24/2017,602
"Bluemercury, Inc.",https://media.dojmt.gov/wp-content/uploads/Bluemercury-Inc.pdf,2/1/2016,12/31/2016,2/23/2017,69
Nomad Global Communications Solutions,https://media.dojmt.gov/wp-content/uploads/Nomad-Global-Communication-Solutions.pdf,2/20/2017,2/20/2017,2/23/2017,129
SunTrust,https://media.dojmt.gov/wp-content/uploads/SunTrust.pdf,11/2/2016,1/27/2017,2/23/2017,1
Abbott Nutrition,https://media.dojmt.gov/wp-content/uploads/Abbott-Nutrition.pdf,6/1/2013,12/31/2016,2/23/2017,193
TRG,https://media.dojmt.gov/wp-content/uploads/TRG.pdf,2/17/2017,2/17/2017,2/22/2017,75
Federal Direct Tax Services,https://media.dojmt.gov/wp-content/uploads/Federal-Direct-Tax-Services-1.pdf,1/2/2017,2/2/2017,2/22/2017,1
"Roxy Trading, Inc.",https://media.dojmt.gov/wp-content/uploads/Roxy-Trading-Inc..pdf,1/27/2017,1/27/2017,2/22/2017,5
Arabella Advisors,https://media.dojmt.gov/wp-content/uploads/Arabella-Advisors.pdf,2/9/2017,2/9/2017,2/22/2017,3
InterMountain Management,https://media.dojmt.gov/wp-content/uploads/InterMountain-Management.pdf,2/3/2017,2/3/2017,2/22/2017,49
Intex Recreation Corp,https://media.dojmt.gov/wp-content/uploads/Intex-Recreation-Corp.pdf,4/24/2016,12/14/2016,2/22/2017,210
MovieMars.com,https://media.dojmt.gov/wp-content/uploads/Movie-Mars.pdf,2/1/2016,12/31/2016,2/21/2017,53
Emory Healthcare,https://media.dojmt.gov/wp-content/uploads/Emory-Healthcare.pdf,1/1/2017,1/1/2017,2/21/2017,10
Citizens Memorial Hospital,https://media.dojmt.gov/wp-content/uploads/Citizens-Memorial.pdf,2/8/2017,2/8/2017,2/20/2017,1
CenturyLink,https://media.dojmt.gov/wp-content/uploads/CenturyLink.pdf,1/30/2017,2/1/2017,2/20/2017,26
"Century, LLC",https://media.dojmt.gov/wp-content/uploads/Century-LLC.pdf,2/1/2016,12/31/2016,2/19/2017,107
New England Biolabs (NEB),https://media.dojmt.gov/wp-content/uploads/New-Englad-Biolabs-NEB.pdf,2/1/2016,12/31/2016,2/17/2017,203
Family Service Rochester,https://media.dojmt.gov/wp-content/uploads/Family-Services-Rochester.pdf,12/26/2016,1/25/2017,2/17/2017,7
"Amplify Education, Inc.",https://media.dojmt.gov/wp-content/uploads/Amplify.pdf,2/2/2017,2/3/2017,2/17/2017,2
The Honest Kitchen,https://media.dojmt.gov/wp-content/uploads/The-Honest-Kitchen.pdf,11/30/2016,1/17/2017,2/15/2017,26
Evanson Asset Management,https://media.dojmt.gov/wp-content/uploads/Evanson-Asset-Management.pdf,1/9/2017,1/10/2017,2/14/2017,1
"Driveline Retail Merchandising, Inc.",https://media.dojmt.gov/wp-content/uploads/Driveline.pdf,1/25/2017,1/25/2017,2/14/2017,30
Frosch International Travel,https://media.dojmt.gov/wp-content/uploads/Frosch-International-Travel.pdf,2/10/2017,2/10/2017,2/13/2017,1
Petro 49,https://media.dojmt.gov/wp-content/uploads/Petro-49.pdf,1/19/2017,1/13/2017,2/13/2017,1
TechWise,https://media.dojmt.gov/wp-content/uploads/TechWise.pdf,1/24/2017,2/8/2017,2/10/2017,1
"TransPerfect Global, Inc.",https://media.dojmt.gov/wp-content/uploads/TransPerfect-Global-Inc..pdf,1/17/2017,1/17/2017,2/10/2017,1
Klondex Mines,https://media.dojmt.gov/wp-content/uploads/Klondex-Mines.pdf,1/20/2017,1/20/2017,2/9/2017,2
Boeing,https://media.dojmt.gov/wp-content/uploads/Boeing.pdf,11/21/2016,11/21/2016,2/8/2017,7
SouthEast Alaska Regional Health Consortium,https://media.dojmt.gov/wp-content/uploads/SouthEast-Alaska-Regional-Health-Consortium.pdf,1/25/2017,1/25/2017,2/8/2017,3
College of Southern Idaho,https://media.dojmt.gov/wp-content/uploads/College-of-Southern-Idaho.pdf,2/2/2017,2/2/2017,2/8/2017,3
The Federal Savings Bank,https://media.dojmt.gov/wp-content/uploads/The-Federal-Savings-Bank-2.pdf,12/1/2016,12/7/2016,2/7/2017,4
Land Title,https://media.dojmt.gov/wp-content/uploads/Land-Title.pdf,3/1/2016,5/31/2016,2/7/2017,1
Capital One,https://media.dojmt.gov/wp-content/uploads/Capital-One-3.pdf,9/1/2016,1/9/2017,2/6/2017,353
"Sky Climber, LLC",https://media.dojmt.gov/wp-content/uploads/Sky-Climber-LLC.pdf,1/23/2017,1/23/2017,2/6/2017,2
Berkeley College,https://media.dojmt.gov/wp-content/uploads/Berkeley.pdf,12/31/2016,12/31/2016,2/6/2017,10
Corporate Travel Planners,https://media.dojmt.gov/wp-content/uploads/Corporate-Travel-Planners.pdf,2/2/2017,2/2/2017,2/3/2017,1
"Conover Capital Management, LLC / Conover Securities Corporation",https://media.dojmt.gov/wp-content/uploads/Conover.pdf,11/16/2016,11/16/2016,2/3/2017,9
Aero Air,https://media.dojmt.gov/wp-content/uploads/Aero-Air.pdf,1/11/2017,1/11/2017,2/2/2017,7
King McNamara Moriarty,https://media.dojmt.gov/wp-content/uploads/King-McNamara-Moriarty.pdf,6/23/2016,12/13/2016,2/2/2017,3
Hutchinson and Bloodgood LLP,https://media.dojmt.gov/wp-content/uploads/Hutchinson-and-Bloodgood-LLP.pdf,12/21/2016,12/21/2016,2/1/2017,67
Persante,https://media.dojmt.gov/wp-content/uploads/Persante.pdf,1/18/2017,1/18/2017,1/31/2017,1
"Axis Insurance Services, LLC",https://media.dojmt.gov/wp-content/uploads/Axis-Insurance-Services-LLC.pdf,12/12/2016,12/12/2016,1/30/2017,1
"Kuhana Associates, LLC",https://media.dojmt.gov/wp-content/uploads/Kuhana.pdf,1/17/2017,1/17/2017,1/30/2017,6
Distribution International,https://media.dojmt.gov/wp-content/uploads/Distribution-International.pdf,1/25/2017,1/25/2017,1/27/2017,6
Campbell County Health,https://media.dojmt.gov/wp-content/uploads/Campbell-County-Health.pdf,1/25/2017,1/25/2017,1/27/2017,6
International Code Council,https://media.dojmt.gov/wp-content/uploads/International-Code-Council.pdf,4/25/2016,9/14/2016,1/27/2017,28
"Intuit, Inc.",https://media.dojmt.gov/wp-content/uploads/Intuit-5.pdf,1/17/2017,1/17/2017,1/26/2017,4
Capital One,https://media.dojmt.gov/wp-content/uploads/Capital-One-2.pdf,11/16/2016,12/22/2016,1/26/2017,1
"Charles Komar & Sons, Inc.",https://media.dojmt.gov/wp-content/uploads/Synergy-Specialists.pdf,3/1/2015,12/1/2016,1/26/2017,77
Synergy Specialists Medical Group,https://media.dojmt.gov/wp-content/uploads/Synergy-Specialists.pdf,12/9/2016,12/9/2016,1/26/2017,1
Center for Mental Health,https://media.dojmt.gov/wp-content/uploads/Center-for-Mental-Health.pdf,11/29/2016,11/29/2016,1/19/2017,66
CoPilot Provider Support Services,https://media.dojmt.gov/wp-content/uploads/CoPilot-Provider-Support-Services-1.pdf,12/23/2015,12/23/2015,1/18/2017,2
Contech Engineered Solutions,https://media.dojmt.gov/wp-content/uploads/Contech-Engineerd-Solutions.pdf,10/10/2016,10/10/2016,1/17/2017,1
"Breville USA, Inc.",https://media.dojmt.gov/wp-content/uploads/Breville-USA-Inc..pdf,12/22/2016,12/28/2016,1/17/2017,3
Spiraledge - Swim Outlet.com & YogaOutlet.com,https://media.dojmt.gov/wp-content/uploads/Spiraledge-SwimOutlet-and-YogaOutlet.com_.pdf,5/2/2016,11/22/2016,1/12/2017,1411
DealerBuilt,https://media.dojmt.gov/wp-content/uploads/DealerBuilt.pdf,10/29/2016,11/7/2016,1/9/2017,17
LASOC - Legal Aid Society of Orange County,https://media.dojmt.gov/wp-content/uploads/LASOC-Legal-Aid-Society-of-Orange-County.pdf,9/25/2016,10/31/2016,1/6/2017,21
"Ameriprise Financial Services, Inc.",https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial-Services-Inc.-2.pdf,12/6/2016,12/6/2016,1/3/2017,1
Sheet Metal Workers' Local Union 104,https://media.dojmt.gov/wp-content/uploads/Sheet-Metal-Workers-Local-Union-104.pdf,10/3/2016,10/3/2016,12/30/2016,29
CommonBond,https://media.dojmt.gov/wp-content/uploads/CommonBond.pdf,11/30/2016,11/30/2016,12/29/2016,1
Community Health Plan of Washington,https://media.dojmt.gov/wp-content/uploads/Community-Health-Plan-of-Washington.pdf,11/7/2016,11/7/2016,12/29/2016,18
American Pharmacists Association,https://media.dojmt.gov/wp-content/uploads/American-Pharmacists-Association.pdf,4/23/2016,4/24/2016,12/29/2016,2
Unison Home,https://media.dojmt.gov/wp-content/uploads/Unison-Home.pdf,5/16/2016,10/18/2016,12/28/2016,3
"Graphik Dimensions, Ltd.",https://media.dojmt.gov/wp-content/uploads/Graphik-Dimensions.pdf,7/12/2016,11/30/2016,12/28/2016,61
"Cascade Management, Inc.",https://media.dojmt.gov/wp-content/uploads/Cascade-Management-Inc.pdf,11/1/2016,11/1/2016,12/28/2016,2
Madison Trust Company,https://media.dojmt.gov/wp-content/uploads/Madison-Trust-Company.pdf,10/28/2016,10/28/2016,12/27/2016,2
Naturepedic,https://media.dojmt.gov/wp-content/uploads/Safe-For-Home-Products-LLC-DBA-Naturepedic.pdf,6/6/2016,10/28/2016,12/27/2016,4
"The Topps Company, Inc.",https://media.dojmt.gov/wp-content/uploads/The-Topps-Company-Inc..pdf,7/30/2016,10/12/2016,12/27/2016,18
"Brandywine Pediatrics, P.A.",https://media.dojmt.gov/wp-content/uploads/Brandywine-Pediatrics.pdf,10/25/2016,10/25/2016,12/23/2016,1
Dover Federal Credit Union,https://media.dojmt.gov/wp-content/uploads/Dover-Federal-Credit-Union.pdf,9/20/2016,9/20/2016,12/22/2016,36
Claremont University Consortium,https://media.dojmt.gov/wp-content/uploads/Claremont-University-Consortium.pdf,11/15/2016,11/15/2016,12/22/2016,1
"Hash, O'Brien, Biby & Murray, PLLP",https://media.dojmt.gov/wp-content/uploads/Hash-OBrien-Biby-Murray-PLLP.pdf,12/13/2016,12/13/2016,12/21/2016,175
"Western Union Financial Services, Inc.",https://media.dojmt.gov/wp-content/uploads/Western-Union.pdf,7/1/2016,7/31/2016,12/20/2016,169
Luther College,https://media.dojmt.gov/wp-content/uploads/Luther-College.pdf,10/12/2016,10/12/2016,12/20/2016,6
Southcentral Foundation,https://media.dojmt.gov/wp-content/uploads/Southcentral-Foundation-SCF-2.pdf,10/14/2016,10/18/2016,12/16/2016,7
The Federal Savings Bank,https://media.dojmt.gov/wp-content/uploads/The-Federal-Savings-Bank.pdf,9/21/2016,9/29/2016,12/16/2016,4
"Bomberg, Roach & Hanson, PLLC",https://media.dojmt.gov/wp-content/uploads/Bomberg-Roach-Hanson-PLLC.pdf,9/13/2016,9/13/2016,12/16/2016,9
"USGB, LLC",https://media.dojmt.gov/wp-content/uploads/USGB-LLC.pdf,8/28/2016,8/28/2016,12/15/2016,1
"Tropicana St. Louis, LLC",https://media.dojmt.gov/wp-content/uploads/Tropicana-St.-Louis-LLC.pdf,10/27/2016,10/27/2016,12/15/2016,1
"BraceAbility, Inc.",https://media.dojmt.gov/wp-content/uploads/BraceAbility.pdf,9/24/2016,11/28/2016,12/13/2016,22
"Intuit, Inc.",https://media.dojmt.gov/wp-content/uploads/Intuit17.pdf,11/23/2016,11/23/2016,12/12/2016,4
Asante Health System,https://media.dojmt.gov/wp-content/uploads/Asante-Health-System-2.pdf,6/14/2014,10/22/2016,12/9/2016,1
Citrix Systems,https://media.dojmt.gov/wp-content/uploads/Citrix-Systems-1.pdf,11/15/2016,11/15/2016,12/6/2016,2
"Guilmartin, DiPiro & Sokolowski, LLC",https://media.dojmt.gov/wp-content/uploads/Guilmartin-DiPiro-Sokolowski-LLC.pdf,10/17/2016,11/2/2016,12/2/2016,1
"Intuit, Inc.",https://media.dojmt.gov/wp-content/uploads/Intuit16.pdf,11/9/2016,12/22/2016,12/2/2016,3
"Lang Companies, Inc.",https://media.dojmt.gov/wp-content/uploads/Lang-Companies-Inc..pdf,9/1/2016,10/19/2016,11/30/2016,53
Baylor College of Medicine,https://media.dojmt.gov/wp-content/uploads/Baylor-College-of-Medicine.pdf,10/15/2016,10/31/2016,11/30/2016,1
SwervePoint,https://media.dojmt.gov/wp-content/uploads/Swervepoint.pdf,2/10/2016,6/2/2016,11/29/2016,4
State Street,https://media.dojmt.gov/wp-content/uploads/State-Street.pdf,7/16/2016,8/5/2016,11/28/2016,6
Backcountry Gear,https://media.dojmt.gov/wp-content/uploads/Back-Country-Gear.pdf,9/26/2016,11/5/2016,11/23/2016,25
Primerica,https://media.dojmt.gov/wp-content/uploads/Primerica.pdf,9/4/2016,9/12/2016,11/23/2016,4
Madison Square Garden Company,https://media.dojmt.gov/wp-content/uploads/Madison-Square-Garden-Company.pdf,10/24/2016,11/9/2016,11/22/2016,Unknown
Michigan State University,https://media.dojmt.gov/wp-content/uploads/Michigan-State-University.pdf,11/13/2016,11/13/2016,11/21/2016,460
"Ameriprise Financial Services, Inc.",https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial-Services-Inc..pdf,10/17/2016,10/17/2016,11/21/2016,2
Springfield Armory,https://media.dojmt.gov/wp-content/uploads/Springfield-Armory-1.pdf,10/3/2016,11/9/2016,11/18/2016,83
Springfield Armory,https://media.dojmt.gov/wp-content/uploads/Springfield-Armory.pdf,10/3/2015,10/9/2016,11/18/2016,83
NRSC,https://media.dojmt.gov/wp-content/uploads/NRSC.pdf,10/5/2016,10/5/2016,11/17/2016,2
Aetna,https://media.dojmt.gov/wp-content/uploads/Aetna.pdf,9/9/2016,9/9/2016,11/16/2016,34
Yummie,https://media.dojmt.gov/wp-content/uploads/Yummie.pdf,10/4/2016,11/1/2016,11/16/2016,5
Eye Institute of Marin,https://media.dojmt.gov/wp-content/uploads/Eye-Institute-of-Marin.pdf,7/26/2016,7/27/2016,11/16/2016,1
Sirius XM Radio Inc.,https://media.dojmt.gov/wp-content/uploads/Sirius-XM-Radio.pdf,10/31/2016,10/31/2016,11/11/2016,2
Baxter Credit Union,https://media.dojmt.gov/wp-content/uploads/Baxter-Credit-Union.pdf,10/11/2016,10/11/2016,11/10/2016,1
Honig's Whistle Stop,https://media.dojmt.gov/wp-content/uploads/Honigs-Whistle-Stop.pdf,8/4/2016,8/30/2016,11/9/2016,45
"Eileen Fisher, Inc.",https://media.dojmt.gov/wp-content/uploads/Eileen-Fisher.pdf,9/7/2016,10/24/2016,11/9/2016,83
"Politi & Magnifico, LLC",https://media.dojmt.gov/wp-content/uploads/Politi-Magnifico-LLC.pdf,9/13/2016,9/13/2016,11/9/2016,4
UFCW Local 655 Employers Joint Pension Plan,https://media.dojmt.gov/wp-content/uploads/UFCW-Local-655-Food-Employers-Joint-Pension-Plan.pdf,7/14/2016,7/21/2016,11/9/2016,71
"Baker, Overby & Moore, Inc., P.S.",https://media.dojmt.gov/wp-content/uploads/Baker-Overby-Moore-Inc.-P.S..pdf,10/8/2016,10/31/2016,11/8/2016,3
Rebecca Minkoff LLC (2),https://media.dojmt.gov/wp-content/uploads/Rebecca-Minkoff-LLC.pdf,8/10/2016,10/7/2016,11/7/2016,15
Sentinel Hotel,https://media.dojmt.gov/wp-content/uploads/Sentinel-Hotel.pdf,7/12/2016,10/3/2016,11/4/2016,4
"National Wholesale Company, Inc.",https://media.dojmt.gov/wp-content/uploads/National-Wholesale,10/14/2016,10/15/2016,11/3/2016,55
Christian Louboutin LLC,https://media.dojmt.gov/wp-content/uploads/Christian-Louboutin.pdf,8/28/2016,10/3/2016,11/3/2016,2
Ameriprise Financial,https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial-Services.pdf,9/20/2016,9/20/2016,10/21/2016,1
Pacific Concepts Group d/b/a National Satellite Center,https://media.dojmt.gov/wp-content/uploads/Pacific-Concepts-Group-dba-National-Satellite-Center.pdf,9/13/2016,9/13/2016,10/21/2016,1
Natural Life Collections,https://media.dojmt.gov/wp-content/uploads/Natural-Life-Collections.pdf,9/18/2016,9/23/2016,10/20/2016,3
Rocky Mountain Credit Union,https://media.dojmt.gov/wp-content/uploads/Rocky-Mountain-Credit-Union.pdf,4/15/2016,6/30/2016,10/20/2016,106
State Farm Mutual Automobile Insurance Company,https://media.dojmt.gov/wp-content/uploads/State-Farm-Mutual-Automobile-Insurance-Company.pdf,9/27/2016,9/27/2016,10/20/2016,1
Eastwood Company,https://media.dojmt.gov/wp-content/uploads/Eastwood-Company.pdf,5/29/2016,7/22/2016,10/19/2016,114
Intuit (15),https://media.dojmt.gov/wp-content/uploads/Intuit15.pdf,9/13/2016,9/13/2016,10/17/2016,4
Atlanta Falcons Football Club,https://media.dojmt.gov/wp-content/uploads/Atlanta-Falcons-Football-Club.pdf,2/16/2016,8/20/2016,10/17/2016,1
Integrity Transitional Hospital,https://media.dojmt.gov/wp-content/uploads/Integrity-Transitional-Hospital.pdf,8/15/2016,8/15/2016,10/14/2016,2
Gibson Insurance Agency,https://media.dojmt.gov/wp-content/uploads/Gibson-Insurance-Agency.pdf,7/28/2016,7/28/2016,10/14/2016,1
"Curtis F. Robinson, M.D.",https://media.dojmt.gov/wp-content/uploads/Curtis-F.-Robinson-M.D..pdf,7/11/2016,7/26/2016,10/13/2016,3
Vera Bradley,https://media.dojmt.gov/wp-content/uploads/Vera-Bradley.pdf,7/25/2016,9/23/2016,10/12/2016,2
MicroDAQ,https://media.dojmt.gov/wp-content/uploads/MicroDAQ.pdf,9/4/2016,9/22/2016,10/7/2016,2
University of Montana,https://media.dojmt.gov/wp-content/uploads/University-of-Montana.pdf,9/12/2016,9/12/2016,10/6/2016,1
Borden Perlman Salisbury & Kelly Insurance,https://media.dojmt.gov/wp-content/uploads/Borden-Perlman-Insurance.pdf,7/6/2016,7/6/2016,10/5/2016,3
HD Vest Investment Services (2),https://media.dojmt.gov/wp-content/uploads/HD-Vest-Investment-Services-2.pdf,7/28/2016,8/1/2016,10/5/2016,2
"Francisco Jaume, D.O.",https://media.dojmt.gov/wp-content/uploads/Francisco-Jaume-D.O..pdf,8/22/2016,8/22/2016,10/3/2016,2
Vaupell Holdings,https://media.dojmt.gov/wp-content/uploads/Vaupell.pdf,9/12/2016,9/12/2016,10/3/2016,2
"Dale A. Wein, Prof. LLC",https://media.dojmt.gov/wp-content/uploads/Dale-A-Wein-Prof-LLC.pdf,5/1/2016,7/12/2016,10/1/2016,9
Hutton Hotel,https://media.dojmt.gov/wp-content/uploads/Hutton-Hotel.pdf,9/19/2012,6/10/2016,9/29/2016,19
Thomasville Eye Center,https://media.dojmt.gov/wp-content/uploads/Thomasville-Eye-Center.pdf,8/8/2016,8/8/2016,9/28/2016,1
VF Outlet,https://media.dojmt.gov/wp-content/uploads/VF-Outlet.pdf,4/17/2016,8/26/2016,9/28/2016,12
