Year,State,Bill,Status,Description,URL
2018,New York,S.B. 5601,Status: Failed--adjourned,"Relates to notification of a security breach, includes credit and debit card, increases civil penalties.",
2018,New York,S.B. 6879,Status: Failed--adjourned,"Amends the General Business Law, directs consumer credit reporting agencies to automatically freeze consumer credit reports that are subject to data breaches, authorizes a consumer to unfreeze accounts, which have been automatically frozen, at no cost to the consumer.",
2018,New York,S.B. 6880,Status: Failed--adjourned,"Amends the General Business Law, provides that a business must provide notification of a data breach within a specified number of days of such breach, includes the Department of Financial Services to the list of entities that must be notified of a data breach that affects any state resident.",
2018,New York,S.B. 6886,"Status: Enacted, Chap. 480","Amends the General Business Law, relates to fee assessments for security freezes following consumer credit reporting agency data breaches, prohibits consumer reporting agencies from charging a fee for a security freeze when the request is made within a specified time, requires consumer credit reporting agencies to reimburse individuals any fee assessed by another reporting agency when the request is made within a specified time.",
2018,New York,S.B. 6889,Status: Failed--adjourned,"Amends the General Business Law, establishes the Identity Theft Prevention and Breach Notification Act, provides that within a specified time prior to a disclosure of a security breach, a preliminary notification shall be made to any resident whose private information was, or is reasonably believed to have been, acquired by a person without valid authorization.",
2018,New York,S.B. 6891,Status: Failed--adjourned,"Amends the General Business Law, relates to the timeliness of disclosure of a breach of the security of a system that contains private information, repeals provisions relating to the charging of fees when a freeze is lifted, requires a security freeze be lifted within a specified period of time of a request.",
2018,New York,S.B. 6912,Status: Failed--adjourned,"Amends the General Business Law, provides that if the person or business providing the notification was the source of the breach, an offer to provide appropriate identity theft prevention and mitigation services, shall be provided at no cost to the affected person for not less than 12 months, along with all information necessary to take advantage of the offer to any person whose information was or may have been breached if the breach exposed or may have exposed personal information.",
2018,New York,S.B. 6914,Status: Failed--adjourned,"Establishes the Consumer Credit Rights and Responsibilities Outreach Program, provides that the program is established to educate citizens of the state about their rights and obligations relating to credit services and reporting, requires an annual report concerning the operation of such program.",
2018,New York,S.B. 6923,Status: Failed--adjourned,"Amends the General Business Law, prohibits fees for security freezes by consumer credit reporting agencies in the case of a breach of information, prohibits fees for subsequent removal or temporary lift of a security freeze, requires a consumer credit reporting agency which has suffered a breach to provide free identity theft protection services.",
2018,New York,S.B. 6933,Status: Failed--adjourned,"Amends the Data Security Act, relates to notification of a security breach, expands the definition of private information to include credit and debit cards, biometric information, user names, and certain unsecured protected health information, provides for substitute notices, requires a certain notification from credit or debit card issuer, increases the statute of limitation to bring an action and increases civil penalties, requires the practice of reasonable security.",
