"","org_name","address.x","street_address.x","city.x","state.x","zip_code.x","contact_info","attorney","breach_dates","reported_date","date_of_breach","breach_end","discover_date","info_type","affected_residents","date_formatted","DUNS.No","clean_name","address.y","street_address.y","city.y","state.y","zip_code.y","�..Company.Name","Company.Type","Import.Export","Fax.No","Global.Duns.No","Global.Name","Immediate.Parent.Duns.No","Immediate.Parent.Name","Latitude","Line.of.Business","Longtitude","Manufacturing.Indicator","Marketing.Prescreen.Score","Marketing.Prescreen.Ranking","Minority.Owned.Indicator","Owns.Rents","Phone.No","Subsidiary.Status","Web.Address..URL.","Year.of.Founding","Auditors","Trade.Style","Employer.ID.Number..EIN.","Domestic.Parent.Duns.No","Domestic.Parent.Name","Former.Name","Location.Type","Mailing.Address","Mailing.City","Mailing.Country.Region","Mailing.County","Mailing.State","Mailing.Zipcode","Physical.Address","Physical.City","Physical.Country.Region","Physical.County","Physical.State","Physical.Zipcode","Primary.NAICS.Code","Primary.NAICS.Description","Secondary.NAICS.Code","Secondary.NAICS.Description","Secondary.SIC.Code","Secondary.SIC.Description","Primary.SIC.Code","Primary.SIC.Description","Sales","Employee.All.Sites","Employee.this.Site","Sales..Year.1.","Employees.Total..Year.1.","Facility.Size","DUNS_2","orgtype_financialservices"
"1668","Preferred Hotel Group, Inc.","311 South Wacker Drive, Chicago, IL 60606","311 South Wacker Drive","Chicago","IL","60606","Michelle Woodley, Exec VP, 312-542-9249; mwoodley@preferredhotels.com","N/A","8/10/2016 (discovered 6/6/17)","07/03/2017","8/10/2016",NA,"6/6/2017","Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password or PIN for the account","446","2017/07","","Preferred Hotel Group Inc","311 South Wacker Drive, Chicago, IL 60606","311 South Wacker Drive","Chicago","IL","60606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669","Preferred Hotels & Resorts",NA,NA,NA,NA,NA,"None","Kris Kleiner, Cooley, 720-566-4048; kkleiner@cooley.com","June 2016 - Nov 2017","03/02/2018","6/1/2016","11/1/2017",NA,"Payment card information including the cardholder's name, credit/debit card number, and expiration date and, potentially, card verification codes.","12","2018/03","79-093-9610","Preferred Hotel & Resorts","","","","","","PREFERRED HOTELS & RESORTS WORLDWIDE, INC.","Private","",NA,"02-931-5850","PREFERRED HOTEL GROUP, INC.","02-931-5850","PREFERRED HOTEL GROUP, INC.",41.877724,"HOTELS AND MOTELS, NSK",-87.636713,"Manufacturer","Low","3 - Neutral","No","Rent","(312) 913-0400","Subsidiary","WWW.PREFERREDHOTELS.COM",1998,"","",NA,"02-931-5850","PREFERRED HOTEL GROUP, INC.",NA,"Single Location","","","","","",NA,"311 S WACKER DR STE 1900","CHICAGO","USA","COOK","ILLINOIS",606066676,721110,"Hotels (except Casino Hotels) and Motels","721110","""Hotels (except Casino Hotels) and Motels ""","7011","""Hotels and motels""",70110300,"Hotels","$91,000","2","2","$91,000","2","0","72","FALSE"
"1670","Premera Blue Cross, including its affiliates Academe, Inc., (fka LifeWise Health Plan of Arizona), Connexion Ins Solutions, LifeWise Health Plan of Washington, LifeWise Health Plan of Oregon, LifeWise Assurance Co. and Vivacity, Inc.","7001 220th St. SW, MS 355, Mountlake Terrace, WA 98043","7001 220th St. SW, MS 355","Mountlake Terrace","WA","98043","None","Theodore J. Kobus, III, Baker Hostetler, 212-271-1504; tkobus@bakerlaw.com","5/5/14 (Discovered 1/29/15)","03/17/2015","5/5/2014",NA,"1/29/2015","Name or other personal identifier in combination with SSN and Financial account no. or credit or debit card number, in combination with the security access code, password or PIN for the account","Unknown at this time","2015/03","","Premera Blue Cross","7001 220th St. SW, MS 355, Mountlake Terrace, WA 98043","7001 220th St. SW, MS 355","Mountlake Terrace","WA","98043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671","PressureParts, Inc.","7820 L. Street, Omaha, NE 68127","7820 L. Street","Omaha","NE","68127","None","Andreas T. Kaltsounis, Baker & Hostetler LLP; 206-566-7080; akaltsounis@bakerlaw.com","9/13/17-9/15/17","10/13/2017","9/13/2017","9/15/2017",NA,"Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account","1","2017/10","04-087-2195","PressureParts Inc","7820 L. Street, Omaha, NE 68127","7820 L. Street","Omaha","NE","68127","PRESSUREPARTS.COM","Private","",NA,"","","","",41.213618,"NONCLASSIFIABLE ESTABLISHMENTS",-96.044017,"Manufacturer","N/A","N/A","No","","","Non-Subsidiary","WWW.TOOLBARN.COM",0,"","",NA,"","",NA,"Single Location","","","","","",NA,"4630 S 85TH ST","OMAHA","USA","DOUGLAS","NEBRASKA",681271636,999990,"","","","","",99992222,"Duns Support Record, nonclassifiable establishment","$0","7","7","$98,959","7","0","99","FALSE"
"1672","Prime, Inc.","2740 N. Mayfair, Springfield, MO 65803","2740 N. Mayfair","Springfield","MO","65803","Steve Crawford, General Counsel, 417-521-3159","N/A","10/20/2016","10/31/2016","10/20/2016",NA,NA,"Driver codes, SSNs","106","2016/10","","Prime Inc","2740 N. Mayfair, Springfield, MO 65803","2740 N. Mayfair","Springfield","MO","65803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673","Primedia, Inc.",NA,NA,NA,NA,NA,"None","Lori S. Nugent, Esq., WilsonElser55 West Monroe, Ste 3800, Chicago, IL 60603","6/20/2012","07/01/2013","6/20/2012",NA,NA,"Personally identifieable information ""PII) of certain Primedia employees, former employees and applicants","75","2013/07","","Primedia Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674","Primedia, Inc., k/n/a RentPath, Inc.(""Primedia"")",NA,NA,NA,NA,NA,"None","Lori S. Nugent, Esq., WilsonElser55 West Monroe, Ste 3800, Chicago, IL 60603; Ph: 312-821-6177","6/20/2012","05/31/2013","6/20/2012",NA,NA,"Personally identifiable information of employees, former employees and applicants.","24","2013/05","","Primedia Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675","PrintingCenterUSA.com","117 9th Street, N., Great Falls, MT 59401","117 9th Street, N.","Great Falls","MT","59401","Kevin Evans, Account Services Director, 800-995-1555 ext. 102; kevans@printingcenterusa.com","N/A","1/2018 through 5/9/18","05/29/2018","1/1/2018","5/9/2018",NA,"Customer account logon and payment card information","10","2018/05","84-117-7277","PrintingCenterUSA.com","117 9th Street, N., Great Falls, MT 59401","117 9th Street, N.","Great Falls","MT","59401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676","Pro Performance Sports, LLC","2081 Faraday Ave, Carlsbad, CA 92008","2081 Faraday Ave","Carlsbad","CA","92008","James Thompson, Director or Digital, 760-494-9326; james.thompson@sklz.com","N/A","5/23/2016","07/29/2016","5/23/2016",NA,NA,"Name or other personal identifier in combination with financial account number or credit or debit card number in combination with security  code, access code, password or PIN for the account.","5","2016/07","","Pro Performance Sports LLC","2081 Faraday Ave, Carlsbad, CA 92008","2081 Faraday Ave","Carlsbad","CA","92008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1677","Pro World, Inc.","961 Bethel Ave., Pennsauken, NJ 08110","961 Bethel Ave.","Pennsauken","NJ","8110","None","David Kitchen, Baker & Hostetler, LLP, 216-861-7060; dkitchen@bakerlaw.com","2/25/2018","03/26/2018","2/25/2018",NA,NA,"Name or other identifier in combination with  financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account.","1","2018/03","","Pro World Inc","961 Bethel Ave., Pennsauken, NJ 08110","961 Bethel Ave.","Pennsauken","NJ","08110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678","Professional Publications, Inc.","1250 Fifth Avenue, Belmont, CA 94002","1250 Fifth Avenue","Belmont","CA","94002","Christopher Butler, 608-779-5599 Ext 2826; christopher.butler@kaplan.com","N/A","3/9/17-4/5/17 (Discovered 9/19/18)","10/03/2018","3/9/2017","4/5/2017","9/19/2018","Name or other personal identifier in combination with financial account or credit or debit card number, in combination with the security code, access code, password, or PIN for the account","1","2018/10","09-308-5546","Professional Publications Inc","1250 Fifth Avenue, Belmont, CA 94002","1250 Fifth Avenue","Belmont","CA","94002","PROFESSIONAL PUBLICATIONS, INC.","Private","",NA,"00-324-5768","GRAHAM HOLDINGS COMPANY","06-607-6837","KAPLAN, INC.",37.51837,"BOOK PUBLISHING, NSK",-122.274794,"Non Manufacturer","Low","N/A","No","","(650) 593-9119","Subsidiary","WWW.PPI2PASS.COM",1981,"","",942778506,"00-324-5768","GRAHAM HOLDINGS COMPANY",NA,"Single Location","","","","","",NA,"1250 FIFTH AVE","BELMONT","USA","SAN MATEO","CALIFORNIA",940023863,511130,"Book Publishers","","","","",27310100,"Books, publishing only","$607,068","25","25","$0","0","0","51","FALSE"
"1679","Project Management Institute","14 Campus Blvd, Newton Square, PA 19073","14 Campus Blvd","Newton Square","PA","19073","None","Blaine Kimrey, Esq., 312-609-7865; bkimrey@vedderprice.com","4/23-24/2016 (discovered on or about 6/14/16)","07/14/2016","4/23/2016","4/24/2016","about 6/14/16","Name or other personal identifier in combination with Financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account.","18","2016/07","","Project Management Institute","14 Campus Blvd, Newton Square, PA 19073","14 Campus Blvd","Newton Square","PA","19073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680","ProSchools, 800-299-7812",NA,NA,NA,NA,NA,"James M. Bruss, Director, Legal and Compliance; 262-565-5194; jbruss@oncourselearning.com","N/A","Between 2/04/16 and 3/16/16","04/22/2016","2/4/2016",NA,NA,"Name, mailing address, email address, phone number and credit card  information (including CVV number) may have been compromised.","Not specified","2016/04","","ProSchools","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681","Protravel International LLC","515 Madison Avenue, 10 Floor, New York, NY","515 Madison Avenue, 10 Floor","New York","NY",NA,"None","Harry Valetk, Baker McKenzie, 212-626-4285; harry.valetk@bakermckenzie.com","10/25/17-4/25/18 (discovered 8/22/18)","09/24/2018","10/25/2017","4/25/2018","8/22/2018","Name or other personal identifier in combination with driver's license number or non-driver identification card number and financial account number or credit or debit card number, in combination with security code, access code password or PIN for the account","2","2018/09","10-330-1636","Protravel International LLC","515 Madison Avenue, 10 Floor, New York, NY","515 Madison Avenue, 10 Floor","New York","NY","","PROTRAVEL INTERNATIONAL LLC","Private","",NA,"10-330-1636","PROTRAVEL INTERNATIONAL LLC","10-330-1636","PROTRAVEL INTERNATIONAL LLC",40.761611,"TRAVEL AGENCIES, NSK",-73.983986,"Manufacturer","High","5 - Least Likely to pay","No","","(212) 755-4550","Non-Subsidiary","WWW.PROTRAVELINC.COM",1983,"","PROTRAVEL",133189146,"10-330-1636","PROTRAVEL INTERNATIONAL LLC",NA,"Headquarters","","","","","",NA,"1633 BROADWAY FL 35","NEW YORK","USA","NEW YORK","NEW YORK",100196770,561510,"Travel Agencies","","","","",47240000,"Travel agencies","$99,207,609","800","100","$90,545,569","800","0","56","FALSE"
"1682","Providence Hospital","1150 Varnum St., N.E., Washington, DC 20017","1150 Varnum St., N.E.","Washington","DC","20017","Sharon McNamara, Corporate Responsibility Officer, 202-269-7037; _sharon.mcnamara@stagnes.org.","N/A","12/3/14 (discovered 2/24/15)","04/15/2015","12/3/2014",NA,"2/24/2015","Name or other personal identifier in combination with SSN","1","2015/04","","Providence Hospital","1150 Varnum St., N.E., Washington, DC 20017","1150 Varnum St., N.E.","Washington","DC","20017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683","Provo Craft & Novelty, Inc., d/b/a Cricut","10855 South River Front Parkway #400, South Jordan, Utah 84095","10855 South River Front Parkway #400","South Jordan","UT","84095","None","Kim Phan, Ballard Spahr LLP, 202-661-2286; phank@ballardspahr.com","5/27/2017","10/12/2017","5/27/2017",NA,NA,"Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account","119","2017/10","01-345-0232","Provo Craft & Novelty Inc","10855 South River Front Parkway #400, South Jordan, Utah 84095","10855 South River Front Parkway #400","South Jordan","UT","84095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","Pulmonary Specialists of Louisville, PSC",NA,NA,NA,NA,NA,"None","Gregory Bautista, Wilson Elser Moskowitz Edelman  Dicker, LLP; 914-872-7839; Gregory.Bautista@wilsonelser.com","Discovered 9/26/17","11/28/2017",NA,NA,"9/26/2017","Name, address, phone number, birthdate, SSN, health insurance info and medical records","1","2017/11","07-743-7371","Pulmonary Specialists of Louisville PSC","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","Pure Hockey Web",NA,NA,NA,NA,NA,"Gary Wachtel, Director & Sr. Counsel Law & Compliance; Discover Financial Services, 2500 Lake Cook Rd., Riverwoods, IL 60015; 224-405-2286; garywachtel@discover.com","N/A","14-Nov","12/18/2014","11/1/2014",NA,NA,"Discover Card Account information may have been compromised","7","2014/12","","Pure Hockey Web","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686","Pure Prescriptions",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director & Sr Counsel, 224-405-2286","10/17/2019","11/20/2017","10/17/2019",NA,NA,"Discover card information compromised","7","2017/11","02-455-8669","Pure Prescriptions","","","","","","PURE PRESCRIPTIONS, INC.","Private","",NA,"","","","",33.137615,"MISCELLANEOUS FOOD STORES, NSK",-117.274036,"Manufacturer","Low","4 - Less likely to pay","No","Rent","(760) 603-0528","Non-Subsidiary","WWW.PUREPRESCRIPTIONS.COM",2002,"","",NA,"","",NA,"Single Location","","","","","",NA,"5670 EL CAMINO REAL STE D","CARLSBAD","USA","SAN DIEGO","CALIFORNIA",920087125,446191,"Food (Health) Supplement Stores","","","","",54990103,"Vitamin food stores","$807,714","5","5","$997,178","5","0","44","FALSE"
"1687","PVHS-ICM Employee Health and Wellness LLC",NA,NA,NA,NA,NA,"None","Melissa K. Ventrone, Thompson Coburn LLP, 55 East Monroe Street, 37th Floor, Chicago, IL 60603; 312-580-2219; MVentrone@ThompsonCoburn.com","Discovered 5/4/17","06/30/2017",NA,NA,"5/4/2017","Patient name, address, medical records (diagnosis and treatment information), health insurance policy numbers, other demographic information and in come instances, SSN","5","2017/06","","PVHS-ICM Employee Health and Wellness LLC","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688","QR Lending","555 Zor Shine Place, Suite 100, Madison, WI 53719","555 Zor Shine Place","Madison","WI","53719","None","Christopher Dilenno, Esq., Lewis Brisbois Bisgaard & Smith, 215-977-4059; chris.dilenno@lewisbrisbois.com","6/29/2016","09/02/2016","6/29/2016",NA,NA,"Name or other personal identifier in combination with Driver's license number or non-driver identification card number.","2","2016/09","","QR Lending","555 Zor Shine Place, Suite 100, Madison, WI 53719","555 Zor Shine Place","Madison","WI","53719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689","Quanta Technology, LLC","4020 Westchase Blvd, Suite 300, Raleigh, NC 27607","4020 Westchase Blvd, Suite 300","Raleigh","NC","27607","Michael DeCocco, 919-334-3009; MDeCocco@Quanta-Technology.com","N/A","18-Mar","03/09/2018","3/18/2019",NA,NA,"Name or other personal identifier in combination with SSN","2","2018/03","80-960-3132","Quanta Technology LLC","4020 Westchase Blvd, Suite 300, Raleigh, NC 27607","4020 Westchase Blvd, Suite 300","Raleigh","NC","27607","QUANTA TECHNOLOGY, LLC","Private","",NA,"00-800-4165","QUANTA SERVICES, INC.","00-800-4165","QUANTA SERVICES, INC.",35.802359,"ENGINEERING SERVICES, NSK",-78.710212,"Manufacturer","Medium","5 - Least Likely to pay","No","Rent","(919) 334-3000","Subsidiary","WWW.QUANTA-TECHNOLOGY.COM",2007,"","",562677058,"00-800-4165","QUANTA SERVICES, INC.",NA,"Headquarters","","","","","",NA,"4020 WESTCHASE BLVD # 30","RALEIGH","USA","WAKE","NORTH CAROLINA",276073938,541330,"Engineering Services","","","","",87119903,"Consulting engineer","$11,034,206","55","53","$11,034,206","55","1,450","54","FALSE"
"1690","Quarterdeck Seafood Bar",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director and Senior Counsel, Discover Financial Services, 224-405-2286","June, 2016","07/14/2016","6/1/2016",NA,NA,"Discover card account information may have been compromised.","1","2016/07","","Quarterdeck Seafood Bar","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","Quayside Publishing Group (Qbookshop.com, Qbookshop.net, Motorbooks.com and WalterFoster.com)           .",NA,NA,NA,NA,NA,"Joseph Cella, Quayside, 400 First Ave N, Suite 400, Minneapolis, MN 55401; PH: 612-344-8100","N/A","4/29/13 - 6/17/13","06/21/2013","4/29/2013","6/17/2013",NA,"credit card information, names and addresses","? Not stated","2013/06","","Quayside Publishing Group","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","Quest Diagnostics","1290 Walll Street West, Lyndhurst, NJ 07071","1290 Walll Street West","Lyndhurst","NJ","7071","Carl Landorno, Exec. Dir, Compliance Ops & Privacy Officer, 201-729-8329; Carl.A.Landorno@QuestDiagnostics.com","N/A","5/6/15 (discovered 5/7/15)","08/03/2015","5/6/2015",NA,"5/7/2015","Name or other personal identifier in combination with SSN","1","2015/08","","Quest Diagnostics Inc","1290 Wall Street West, Lyndhurst, NJ 07071","1290 Wall Street West","Lyndhurst","NJ","07071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","Quest Diagnostics","1290 Walll Street West, Lyndhurst, NJ 07071","1290 Walll Street West","Lyndhurst","NJ","7071","Carl Landorno, Exec. Dir, Compliance Ops & Privacy Officer, 201-729-8329; Carl.A.Landorno@QuestDiagnostics.com","N/A","5/6/15 (discovered 5/7/15)","08/03/2015","5/6/2015",NA,"5/7/2015","Name or other personal identifier in combination with SSN","1","2015/08","","Quest Diagnostics Inc","1290 Walll Street West, Lyndhurst, NJ 07071","1290 Walll Street West","Lyndhurst","NJ","07071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","Quest Diagnostics","1290 Wall Street West, Lyndhurst, NJ 07071","1290 Wall Street West","Lyndhurst","NJ","7071","Carl Landorno, Exec. Director, Compliance Operations & Privacy Officer, Tel: 201-729-8329; Carl.A.Landorno@QuestDiagnostics.com","N/A","11/17/14 (Discovered 11/21/14)","12/19/2014","11/17/2014",NA,"11/21/2014","Name or other personal identifierin combination with SSN","6","2014/12","","Quest Diagnostics Inc","1290 Wall Street West, Lyndhurst, NJ 07071","1290 Wall Street West","Lyndhurst","NJ","07071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695","Quest Diagnostics","1290 Wall Street West, Lyndhurst, NJ 07071","1290 Wall Street West","Lyndhurst","NJ","7071","Carl Landorno, Exec. Director, Compliance Operations & Privacy Officer, Tel: 201-729-8329; Carl.A.Landorno@QuestDiagnostics.com","N/A","11/17/14 (Discovered 11/21/14)","12/19/2014","11/17/2014",NA,"11/21/2014","Name or other personal identifierin combination with SSN","6","2014/12","","Quest Diagnostics Inc","1290 Walll Street West, Lyndhurst, NJ 07071","1290 Walll Street West","Lyndhurst","NJ","07071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696","QVC",NA,NA,NA,NA,NA,"None","Craig Hoffman, Esq.,  Baker Hostetler LLC, 312 Walnut Street, Suite 3200, Cincinnati, OH 45202; Ph: 513-929-3400","5/29/2013","09/04/2013","5/29/2013",NA,NA,"name, address, e-mail address, transaction history, & last 4 digits of credit card number. Unauthorized person guessed the member ID & Password.","1","2013/09","","QVC Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","QVC, Inc.",NA,NA,NA,NA,NA,"QVC Studiio Park, West Chester, PA 19380","Craig Hoffman, Esq.,  Baker Hostetler LLC, 312 Walnut Street, Suite 3200, Cincinnati, OH 45202; Ph: 513-929-3491","Discovered 9/3/14","09/16/2014",NA,NA,"9/3/2014","Unknown person gained access to a customer's QVC account over the phone and added a new shipping address to the account then placed an order. The order was cancelled by QVC","1","2014/09","","QVC Inc","1200 Wilson Dr., West Chester, PA 19380","1200 Wilson Dr.","West Chester","PA","19380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","QVC, Inc.",NA,NA,NA,NA,NA,"QVC Studiio Park, West Chester, PA 19380","Craig Hoffman, Esq.,  Baker Hostetler LLC, 312 Walnut Street, Suite 3200, Cincinnati, OH 45202; Ph: 513-929-3491","Discovered 9/3/14","09/16/2014",NA,NA,"9/3/2014","Unknown person gained access to a customer's QVC account over the phone and added a new shipping address to the account then placed an order. The order was cancelled by QVC","1","2014/09","","QVC Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
