"incident_id2";"hack";"cleaned_names";"year";"date_of_breach";"breach_end";"discover_date";"reported_date";"total_affected";"SSN_breach";"drivers_license";"credit_debit";"city";"state";"org_type";"credit_monitoring";"breach_type";"letter_url";"California";"Connecticut";"Delaware";"Hawaii";"Indiana";"Iowa";"Maine";"Maryland";"Massachusetts";"Montana";"New_Hampshire";"New_Jersey";"North_Carolina";"N_Dakota";"Oregon";"Rhode_Island";"South_Carolina";"Vermont";"Virginia";"Washington";"Wisconsin";"State";"Clearinghouse";"HHS"
"171";"16205";"2, 1";"Tulare County Health & Human Services Agency";"2015";"2015-03-19";"";"";"2015-04-06, 2015-04-02";", 845";"";"";"";"";", California, CA";"MED";"";", Unauthorized Access/Disclosure, DISC";"https://www.oag.ca.gov/system/files/Signed%20Notification%20Ltrs_Eng-Sp_4-1-15.pdf%20-%20Adobe%20Acrobat%20Pro_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"172";"16510";"1, 2";"University of California Irvine Medical Center";"2015";"2011-06-22";"2015-03-06";"";"2015-06-17";", 4859";"";"";"";"";"CA, , California";"MED";"";"DISC, , Unauthorized Access/Disclosure";"https://www.oag.ca.gov/system/files/Sample%20Notification%20Letter%20CA%20Notice%2006172015_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"173";"16783";"3, 2";"USC Keck and Norris Hospitals";"2016";"2016-08-01";"";"";"2016-09-21, 2016-09-20";"16000, ";"";"";"";"";"California, CA, ";"MED";"";"Hacking/IT Incident, HACK, ";"https://www.oag.ca.gov/system/files/NOTICE%20%5BFINAL%5D_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"174";"16829";"1, 2, 2, 1";"Valley Hope Association";"2016";"2015-12-30";"2015-12-30, ";", 2015-12-30";"2016-02-26, 2016-04-25, 2016-02-25";"52076, ";"1";", 1, Yes";"0, ";"Norton, ";"Kansas, TX, KS, ";"MED";"1";"PORT, Theft, , PHYS, stolen laptop, STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic";", http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2016/itu-264922.pdf";"";"1";"";"";"1";"";"1";"1";"1";"";"";"";"1";"";"";"";"";"";"1";"";"";"4";"4";"2"
"175";"16918";"1, 2";"VCU Health System";"2018";"";"";"";"2018-07-06, 2018-07-17";"4686, ";"";"";"";"";"Virginia, VA, ";"MED";"";"Unauthorized Access/Disclosure, DISC, ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"1";"1";"1"
"176";"16960";"3, 2";"Verity Medical Foundation";"2017";"2017-01-06";"";"";"2017-01-11, 2017-02-07";"10164, ";"";"";"";"";"CA, California, ";"MED";"";"HACK, Hacking/IT Incident, ";"https://www.oag.ca.gov/system/files/Deceased%20Notice_0.pdf-- https://www.oag.ca.gov/system/files/Minor%20Notice_0.pdf-- https://www.oag.ca.gov/system/files/Adult%20Notice_2.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"177";"16961";"2, 3";"Verity Medical Foundation";"2019";"2019-01-16, 2018-11-28";"";"";"2019-03-22, 2019-03-07, 2019-01-28";", 14894";", 1";"";"";"";", CA, California";"MED";", 1";", HACK, Hacking/IT Incident, Electronic";"https://www.oag.ca.gov/system/files/VMF%20Notice%20A_0.pdf, https://www.oag.ca.gov/system/files/VMF%20Notice%202_0.pdf, https://www.oag.ca.gov/system/files/VMF%20Notice%20C_0.pdf, https://www.oag.ca.gov/system/files/VMF%20Notice%204_0.pdf, https://www.oag.ca.gov/system/files/VMF%20Notice%20-%20A_0.pdf";"1";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"2";"1";"1"
"178";"17021";"1, 2, 2, 3, 3";"Vidant Health";"2016";"";"";"2015-12-29, 2016-01-06, 2015-12-22, 2016-02-09, 2016-01-14, 2016-03-01, 2016-02-12, 2016-02-29";"2016-03-10, 2016-01-21, 2016-02-19";"897, 1, 2, 443, 897, 1";"";"";"";", Greenville";"North Carolina, , NC";"MED";"";"Unauthorized Access/Disclosure, RELEASE/ DISPLAY OF INFO, RELEASE/ DISPLAY OF INFO, HACKERS/ UNAUTHORIZED, ACCESS, DISC, HACK";", http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2016/itu-266620 (1).pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2016/itu-266620 (2).pdf";"";"";"";"";"";"";"";"2";"";"";"";"";"2, 6";"";"";"";"";"";"";"";"";"34";"34";"17"
"179";"17264";"3, 2, 2, 3";"Washington University School of Medicine";"2017";", 2016-12-02";"2017-01-24, 2016-12-02";"";"2017-03-25, 2017-03-24, 2017-04-26";"80270, ";", 1";"";", 0";"";"Missouri, MO, ";"MED";", 0";"Hacking/IT Incident, HACK, , phishing";"https://media.dojmt.gov/wp-content/uploads/Washington-University-School-of-Medicine.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/washington-university-20170324.pdf, http://www.marylandattorneygeneral.gov/ID Theft Breach Notices/2017/itu-282219.pdf";"";"1";"";"";"";"";"";"1";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"4";"2";"2"
"180";"17384";"1, 2";"Weill Cornell Medical College";"2014";"2014-09-12";"";"";"2014-11-07";", 3936";"1";"";"0";", New York";"NY, New York";"MED";"1";"PHYS, , Theft, INSD";"";"";"1";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"1";"2";"1"
"181";"17520";"1, 2";"White Blossom Care Center";"2017";"";"";"";"2017-06-30";"800, ";"";"";"";"San Jose, ";"California, CA, ";"MED";"";"INSD, Unauthorized Access/Disclosure, DISC, ";"https://www.oag.ca.gov/system/files/S027_v05.pdf_Resident%20Notice%20FINAL_1.pdf-- https://www.oag.ca.gov/system/files/S097_v05.pdf_Employee%20FINAL_1.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"1"
"182";"17654";"1, 2";"Wisconsin Department of Health Services";"2018";"2018-02-05";"";"";"2018-04-03";"779, ";"1";"";"";"";"Wisconsin, , WI";"MED";"";"Theft, , PHYS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1";"1"
"183";"17888";"3, 2";"Yuba Sutter Medical Clinic";"2016";"2016-08-03";"";"";"2016-09-12, 2016-09-11";"1500, ";"";"";"";"";"CA, California, ";"MED";"";"HACK, Hacking/IT Incident, ";"https://www.oag.ca.gov/system/files/2016_09_11_21_53_08_0.pdf";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1"
"184";"17932";"3, 2";"ZOLL Services LLC";"2019";"2018-11-08";"2018-12-28";"";"2019-03-18";"277319";"1";"";"0";"";"Pennsylvania, MA, PA";"MED";"1";"Hacking/IT Incident, Electronic, HACK";"https://attorneygeneral.delaware.gov/wp-content/uploads/sites/50/2019/07/ZOLL-Notifications.pdf, https://media.dojmt.gov/wp-content/uploads/CON-ZOLL-final-SSN-letter-from-Kroll.pdf, https://www.oag.ca.gov/system/files/Final%20ZOLL%20Consumer%20Notice%20With%20Insert_0.pdf";"1";"1";"1";"";"1";"";"";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"5";"5";"5"
