"","incident_id","hack","clean_name","year","date_of_breach","breach_end","discover_date","reported_date","total_affected","SSN_breach","drivers_license","credit_debit","credit_monitoring","breach_type","state","letter_url","California","Connecticut","Delaware","Hawaii","Indiana","Iowa","Maine","Maryland","Massachusetts","Montana","New_Hampshire","New_Jersey","N_Dakota","North_Carolina","Oregon","Rhode_Island","South_Carolina","Vermont","Virginia","Washington","Wisconsin","firstdate"
"7243",7243,"2","General Council of Finance and Administration of United Methodist Church","2010","","","","2010-04-26","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-26"
"7253",7253,"2","General Motors Co","2010","","","2010-02-25","2010-03-24, 2010-03-29","","1","","","","RELEASE/ DISPLAY OF INFO, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-03-24"
"7254",7254,"1","General Motors Co","2010","","","","2010-12-06","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-06"
"7258",7258,"2, 3","Genesco Inc","2010","","","2010-11-30","2010-12-09, 2010-12-13","","","","1","","HACKERS/ UNAUTHORIZED, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/genesco-20101209.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"2010-12-09"
"7272",7272,"1","Gentiva Health Services","2010","","","2010-11-27","2010-12-03","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-12-03"
"7295",7295,"3","Genworth Financial Securities Corp","2010","","","2010-04-09","2010-04-15","","","","","","HACKERS/ UNAUTHORIZED, ACCESS","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-04-15"
"7317",7317,"2","George R LaRoque Jr","2010","","","","2010-07-26","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/george-laroque-20100726.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-26"
"7331",7331,"1","Gerdau Ameristeel Corp","2010","","","2010-04-23","2010-05-12","","","","","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-05-12"
"7409",7409,"3, 2","Gloves Inc","2010","","","2010-01-07","2010-02-08, 2010-02-09","","","","1","","HACKERS/ UNAUTHORIZED, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-02-08"
"7411",7411,"2","GM","2010","","","","2010-03-29","","1","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"2010-03-29"
"7504",7504,"1","Goodwill Industries of the Pioneer Valley Inc","2010","","","","2010-07-15","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-15"
"7537",7537,"2","Government Employees Insurance Co","2010","","","2010-09-03","2010-09-24","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-09-24"
"7545",7545,"2","GrafTech International Holdings Inc","2010","","","","2010-01-20","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/graftech-20100120.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-01-20"
"7622",7622,"2","Greenfield Savings Bank","2010","","","","2010-03-02","","","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-02"
"7623",7623,"2","Greenfield Savings Bank","2010","","","","2010-09-21","","","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-21"
"7624",7624,"2","Greenfield Savings Bank","2010","","","","2010-12-28","","","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-28"
"7723",7723,"1","Guilford County Community Connections","2010","","","2010-04-10","2010-07-29","","","","","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-07-29"
"7746",7746,"1","Gymboree Corp","2010","","","2010-11-15","2010-11-29","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-11-29"
"7762",7762,"1","H&R Block","2010","","","2009-12-04","2010-02-01","","","","","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-02-01"
"7807",7807,"1","Hallmark Health System Inc","2010","","","","2010-10-08, 2010-10-12","","","1","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-08"
"7836",7836,"1","Hampton Inn Tropicana","2010","","","2010-02-03","2010-04-16, 2010-04-21","","","","1","1","STOLEN LAPTOPS, COMPUTERS, & EQUIP, Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-04-16"
"7845",7845,"2, 1","Hanger Orthopedic Group Inc","2010","","","2010-11-04","2010-11-12, 2010-11-15","","1","","","1","STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/hanger-orthopedic-20101112.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-11-12"
"7893",7893,"1","Harrington Hospital","2010","","","","2010-05-04","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-04"
"7907",7907,"1","Hart Patterson Financial Services LLP","2010","","","","2010-08-19","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-19"
"7914",7914,"2","Hartford Fire Insurance Co","2010","","","2010-01-25","2010-02-19","117","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-02-19"
"7917",7917,"2","Hartford Life Insurance Co","2010","","","","2010-04-09","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-09"
"7942",7942,"2","Harvard University","2010","","","","2010-03-16","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-16"
"7943",7943,"2","Harvard University","2010","","","","2010-06-18","","1","","1","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-18"
"7944",7944,"2","Harvard University","2010","","","","2010-08-30","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-30"
"7987",7987,"2, 3","HBDirect.com LLC","2010","","","2010-03-01","2010-03-24, 2010-04-05","","","","","","HACKERS/ UNAUTHORIZED","","https://www.doj.nh.gov/consumer/security-breaches/documents/hbdirect-20100324.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-03-24"
"8036",8036,"2","Health Net Inc","2010","","","2009-09-09","2010-01-06, 2010-01-11, 2010-01-29","","1","","","1","Electronic, RELEASE/ DISPLAY OF INFO","","https://www.doj.nh.gov/consumer/security-breaches/documents/health-net-20100106.pdf",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-01-06"
"8071",8071,"2","HealthNet","2010","","","","2010-05-10","","","","","1","","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-10"
"8102",8102,"2","HEI Hospitality LLC","2010","","","","2010-09-02, 2010-09-03","","","","1","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/hei-hospitality-20100902.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-02"
"8103",8103,"3","HEI Hospitality LLC","2010","","","2010-04-14","2010-10-13","","","","","","HACKERS/ UNAUTHORIZED","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-10-13"
"8133",8133,"2","Heraeus Inc","2010","","","","2010-12-29, 2010-12-30","","1","1","","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/heraeus-20101229.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-29"
"8134",8134,"2","Heraeus Materials Technology LLC","2010","","","2010-11-18","2010-12-29","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-12-29"
"8155",8155,"2","Herzing University Online","2010","","","2010-04-13","2010-05-21","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-05-21"
"8156",8156,"2","Herzing University Online","2010","","","","2010-06-21","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-21"
"8163",8163,"2","Hewlett-Packard Co","2010","","","","2010-02-09","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-02-09"
"8176",8176,"3","High Point Regional Health System","2010","","","2010-08-23","2010-09-20","","","","","","HACKERS/ UNAUTHORIZED, ACCESS","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-09-20"
"8177",8177,"1, 2","High Point University","2010","","","2010-06-24","2010-07-22, 2010-07-26","","1","","1","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Both","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-07-22"
"8261",8261,"1","Holy Cross Hospital","2010","","","2010-06-01","2010-11-12, 2010-11-22","","1","","","1","DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-11-12"
"8276",8276,"1","Holyoke Medical Center","2010","","","","2010-05-28","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-28"
"8277",8277,"1","Holyoke Medical Center","2010","","","","2010-08-23","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-23"
"8292",8292,"1","HomeStart Inc","2010","","","","2010-10-15","","1","1","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-15"
"8413",8413,"2","HSBC","2010","","","2010-04-13","2010-05-05","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-05-05"
"8427",8427,"2","HSBC Bank USA NA","2010","","","","2010-03-01","","","","1","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-01"
"8787",8787,"2","ING Financial Partners Inc","2010","","","2010-11-06","2010-11-24","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-11-24"
"8790",8790,"2","ING Funds","2010","","","","2010-02-03","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/ing-funds-20100203.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-02-03"
"8791",8791,"2","ING Funds","2010","","","","2010-03-03","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-03"
"8792",8792,"2","ING Life Insurance & Annuity Company","2010","","","","2010-02-02","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-02-02"
"8793",8793,"2","ING Life Insurance & Annuity Company","2010","","","","2010-09-09","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-09"
"8807",8807,"2","Inman Pharmacy","2010","","","","2010-02-25","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-02-25"
"8816",8816,"2","Innotek Inc","2010","","","","2010-01-26, 2010-01-29","","","","1","","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/innotek-20100126.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-01-26"
"8826",8826,"2","Inovis","2010","","","","2010-06-15, 2010-06-16","","1","","","","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/inovis-20100615.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-15"
"8837",8837,"2","Insource Contract Services LLC","2010","","","2008-11-01","2010-04-13","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-04-13"
"8876",8876,"1, 2","Integrity Applications Inc","2010","","","2010-05-13","2010-06-03, 2010-06-04","","1","","","1","STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-06-03"
"8928",8928,"1","International Thespian Society","2010","","","","2010-03-29","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-29"
"8962",8962,"3","Intuit Inc","2010","","","2010-04-07","2010-05-24","","","","","","HACKERS/ UNAUTHORIZED","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-05-24"
"8995",8995,"3","Invest Financial Corp","2010","","","2010-02-09","2010-03-02","","","","","","HACKERS/ UNAUTHORIZED, ACCESS","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-03-02"
"9013",9013,"1, 2","Ipsos North America","2010","","","2010-10-13","2010-10-20, 2010-10-25","","1","","","1","LOST IN TRANSIT, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-10-20"
"9014",9014,"1","Iredell County Health Dept.","2010","","","2010-04-12","2010-04-15","","","","","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-04-15"
"9078",9078,"1","JA Jones","2010","","","2010-02-25","2010-04-01","","","","","","LOST IN TRANSIT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-04-01"
"9089",9089,"1","Jackson National Life Insurance Co","2010","","","","2010-08-19","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-19"
"9136",9136,"2","Japan Foundation Los Angeles","2010","","","","2010-10-21, 2010-10-25","","","","1","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/japan-foundation-20101021.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-21"
"9162",9162,"2","Jefferson National","2010","","","2010-08-23","2010-08-24","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-08-24"
"9164",9164,"1","Jefferson University Hospital","2010","","","2010-06-14","2010-07-22","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-07-22"
"9202",9202,"2","Jewish Family & Children's Service","2010","","","","2010-11-17","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-11-17"
"9221",9221,"2, 1","JM Smucker Co","2010","2010-04-05","","2010-04-05","2010-04-29, 2010-05-03, 2010-05-05","","1","","","1","DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/jm-smucker-20100429.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"2010-04-29"
"9246",9246,"1, 2","John Hancock Financial Services","2010","2009-11-06","","2009-12-04","2010-01-07, 2010-01-12, 2010-01-21","","1","","","1","LOST IN TRANSIT, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"2010-01-07"
"9255",9255,"1","John Higgiston","2010","","","","2010-12-14","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-14"
"9257",9257,"2","John Hopkins University","2010","","","2010-03-08","2010-03-17, 2010-03-18, 2010-03-22","","","","","1","RELEASE/ DISPLAY OF INFO, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/johns-hopkins-university-20100318.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-03-17"
"9297",9297,"2","Jones Lang La Salle Americas Inc","2010","","","","2010-01-11","","","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-01-11"
"9304",9304,"2","Joseph Cahill & Associates Inc","2010","","","","2010-12-07","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-07"
"9307",9307,"1","Joseph M Smith Community Health Center","2010","","","","2010-11-12, 2010-11-15","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-11-12"
"9344",9344,"2","JPMorgan Chase & Co","2010","","","","2010-06-16","","","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-16"
"9371",9371,"2","K Hovnanian Enterprises","2010","","","2010-06-09","2010-07-02","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-07-02"
"9452",9452,"1","Kayak Software Corp","2010","","","2010-10-15","2010-10-19","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-10-19"
"9454",9454,"2","Kayser-Roth Corp","2010","","","","2010-11-04, 2010-11-05","","1","","","","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/kayser-roth-20101104.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-11-04"
"9463",9463,"1, 2","KCI USA Inc","2010","","","2010-11-29","2010-12-21","280","","","","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR","","https://www.doj.nh.gov/consumer/security-breaches/documents/kci-usa-20101221.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-12-21"
"9562",9562,"2","Kindred Healthcare","2010","","","2010-12-01","2010-12-27","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-12-27"
"9582",9582,"2","Kinetic Concepts Inc","2010","","","2010-09-01","2010-09-14, 2010-09-17","","1","","","1","RELEASE/ DISPLAY OF INFO, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/kinectic-concepts-20100914.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-09-14"
"9626",9626,"2, 1","Knights of Columbus","2010","","","2010-06-15","2010-07-07, 2010-07-08","","1","1","1","1","RELEASE/ DISPLAY OF INFO, Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-07-07"
"9744",9744,"1","Lahey Clinic Medical Center","2010","","","","2010-09-01","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-01"
"9745",9745,"1","Lahey Clinic Medical Center","2010","","","","2010-11-03","","1","","1","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-11-03"
"9762",9762,"2","Lam Research Corporation","2010","","","","2010-02-08","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-02-08"
"9763",9763,"2","Lam Research Corporation","2010","","","","2010-04-02","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/lam-research-20100402.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-02"
"9781",9781,"2","LandSafe Credit","2010","","","","2010-05-10","","1","","1","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-10"
"9783",9783,"2","Lane College","2010","","","2010-04-15","2010-05-03","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-05-03"
"9784",9784,"2","Lane College","2010","","","2010-06-22","2010-07-12","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-07-12"
"9811",9811,"3","Lastar Inc","2010","2010-10-18","","2010-10-26","2010-11-05, 2010-11-08","","","","1","","HACKERS/ UNAUTHORIZED","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"2010-11-05"
"9815",9815,"2","Latsar Inc","2010","","","","2010-11-08","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-11-08"
"9832",9832,"1","Law Offices of Mark E. Salomone","2010","","","","2010-07-23","","1","1","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-23"
"9908",9908,"2","Lender Business Process Service","2010","","","","2010-12-06","","","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-06"
"9961",9961,"1","Liberty Mutual Insurance Co","2010","","","","2010-10-07","","1","1","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-07"
"9965",9965,"2","Liberty Power","2010","","","","2010-01-20","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-01-20"
"10022",10022,"3","Lincoln Financial Advisors Corp","2010","","","","2010-01-05","","","","","","Hackers/Unauthorized Access","","http://cca.hawaii.gov/ocp/files/2015/12/OCP-2010-0017.pdf",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-01-05"
"10028",10028,"2","Lincoln Financial Group ","2010","","","2010-11-05","2010-11-12","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-11-12"
