"","clean_name","X","incident_id","hack","year","date_of_breach","breach_end","discover_date","reported_date","total_affected","SSN_breach","drivers_license","credit_debit","credit_monitoring","breach_type","state","letter_url","California","Connecticut","Delaware","Hawaii","Indiana","Iowa","Maine","Maryland","Massachusetts","Montana","New_Hampshire","New_Jersey","N_Dakota","North_Carolina","Oregon","Rhode_Island","South_Carolina","Vermont","Virginia","Washington","Wisconsin","firstdate","�..Company.Name","Company.Type","D.U.N.S..Number","Manufacturing.Indicator","Subsidiary.Status","Year.of.Founding","Location.Type","Physical.State","Primary.NAICS.Code","Primary.NAICS.Description","Secondary.NAICS.Code","Secondary.NAICS.Description","Secondary.SIC.Code","Secondary.SIC.Description","Primary.SIC.Code","Primary.SIC.Description","Sales","Employee.All.Sites","Employee.this.Site","Sales..Year.1.","DUNS_2"
"1679","Stonehill College",16319,16319,"1",2009,"",NA,"","2009-02-12","",1,NA,NA,NA,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-12","STONEHILL COLLEGE, INC.","Private","07-571-1440","Manufacturer","Non-Subsidiary",1948,"Single Location","MASSACHUSETTS",611310,"Colleges, Universities, and Professional Schools","","","","",82210101,"College, except junior","$94,420,064 ","642","642","$94,420,064 ","61"
"1680","Stop & Shop",16325,16325,"1",2009,"",NA,"","2009-03-24","",1,NA,NA,1,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-24","THE STOP & SHOP SUPERMARKET COMPANY LLC","Private","18-891-0863","Manufacturer","Subsidiary",1989,"Headquarters","MASSACHUSETTS",445110,"Supermarkets and Other Grocery (except Convenience) Stores","","","","",54110101,"Supermarkets, chain","$10,988,307,987 ","169,835","1,100","$12,938,352,557 ","44"
"1681","Stores Online Inc",16326,16326,"1, 2",2010,"",NA,"2010-03-15","2010-04-02, 2010-04-08, 2010-04-21","",NA,NA,1,NA,"DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-04-02","STORES ONLINE INTERNATIONAL INC","Private","13-078-6226","Manufacturer","Subsidiary",2002,"Single Location","UTAH",454110,"Electronic Shopping and Mail-Order Houses","","","","",59619913,"General merchandise, mail order","$43,308,000 ","162","162","$35,724,000 ","45"
"1682","Strata Bank",16333,16333,"2",2009,"",NA,"","2009-02-26","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-26","STRATA BANK","Private","06-751-3104","Non Manufacturer","Non-Subsidiary",2011,"Single Location","MASSACHUSETTS",334118,"Computer Terminal and Other Computer Peripheral Equipment Manufacturing","","","","",35780301,"Automatic teller machines (ATM)","$70,000 ","1","1","$68,000 ","33"
"1683","Strata Bank",16334,16334,"2",2009,"",NA,"","2009-06-09","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-09","STRATA BANK","Private","06-751-3104","Non Manufacturer","Non-Subsidiary",2011,"Single Location","MASSACHUSETTS",334118,"Computer Terminal and Other Computer Peripheral Equipment Manufacturing","","","","",35780301,"Automatic teller machines (ATM)","$70,000 ","1","1","$68,000 ","33"
"1684","Strategic Workforce Solutions",16340,16340,"2",2010,"",NA,"","2010-04-08","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/strategic-workforce-20100408.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-08","STRYKER INSTRUMENTS, INC","Private","94-962-0421","Manufacturer","Non-Subsidiary",0,"Single Location","MASSACHUSETTS",423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","","","","",50470300,"Medical equipment and supplies","$430,000 ","3","3","$430,000 ","42"
"1685","Stryker Instruments",16357,16357,"2, 3",2008,"",NA,"2008-02-18","2008-04-10, 2008-04-11","",1,NA,NA,1,"HACKERS/ UNAUTHORIZED, Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/stryker-instruments-20080410.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-04-10","STRYKER INSTRUMENTS, INC","Private","94-962-0421","Manufacturer","Non-Subsidiary",0,"Single Location","MASSACHUSETTS",423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","","","","",50470300,"Medical equipment and supplies","$430,000 ","3","3","$430,000 ","42"
"1686","Student Loan Corporation The",16360,16360,"2",2007,"",NA,"","2007-08-09","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/student-loan-20070809.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-08-09","THE STUDENT LOAN CORPORATION","Private","80-340-8582","Manufacturer","Subsidiary",1992,"Headquarters","NEW YORK",522298,"All Other Nondepository Credit Intermediation","","","","",61119906,"Student Loan Marketing Association","$23,407,849","248","14","$23,704,523","52"
"1687","Student Loan Funding",16361,16361,"2",2007,"",NA,"","2007-05-11","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/student-loan-funding-20070511.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688","Student Loan Xpress Inc",16362,16362,"2",2009,"",NA,"2008-12-11","2009-01-29, 2009-02-02","",1,NA,NA,1,"RELEASE/ DISPLAY OF INFO, Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/student-loan-xpress-20090129.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-01-29","STUDENT LOAN XPRESS","Private","80-379-9928","Manufacturer","Non-Subsidiary",0,"Single Location","MINNESOTA",522390,"Other Activities Related to Credit Intermediation","","","","",61620000,"Mortgage bankers and loan correspondents","$130,000 ","2","2","$130,000 ","52"
"1689","Suffolk County National Bank",16377,16377,"3, 2",2010,"",NA,"2009-12-24","2010-01-10, 2010-01-11","",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED, ACCESS",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/suffolk-county-bank-20100111.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-01-10","SUNGARD AVAILABILITY SERVICES LP","Private","08-476-4836","Manufacturer","Non-Subsidiary",2000,"Headquarters","PENNSYLVANIA",518210,"Data Processing, Hosting, and Related Services","518210","""Data Processing, Hosting, and Related Services""","7374","""Data processing and preparation""",73740100,"Computer processing services","$1,060,200,000 ","1,000","150","$1,178,000,000 ","51"
"1690","Suffolk County National Bank",16377,16377,"3, 2",2010,"",NA,"2009-12-24","2010-01-10, 2010-01-11","",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED, ACCESS",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/suffolk-county-bank-20100111.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-01-10","SUFFOLK COUNTY NATIONAL BANK","Private","09-715-0501","Manufacturer","Non-Subsidiary",2019,"Single Location","VIRGINIA",522110,"Commercial Banking","","","","",60210000,"National commercial banks","$187,296 ","2","2","$0 ","52"
"1691","Sun Life Financial",16396,16396,"2",2008,"",NA,"","2008-02-11","",NA,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-02-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","Sungard Availability Services (SAS)",16401,16401,"2",2008,"",NA,"","2008-06-10","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-10","SUNGARD AVAILABILITY SERVICES LP","Private","08-476-4836","Manufacturer","Non-Subsidiary",2000,"Headquarters","PENNSYLVANIA",518210,"Data Processing, Hosting, and Related Services","518210","""Data Processing, Hosting, and Related Services""","7374","""Data processing and preparation""",73740100,"Computer processing services","$1,060,200,000 ","1,000","150","$1,178,000,000 ","51"
"1693","SunGard Data System Inc",16403,16403,"1, 2",2008,"",NA,"2008-05-11","2008-06-19, 2008-06-25","",1,NA,NA,1,"LOST IN TRANSIT, Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-06-19","SUNGARD DATA SYSTEMS","Private","86-008-6201","Manufacturer","Non-Subsidiary",0,"Single Location","NEW JERSEY",519190,"All Other Information Services","","","","",73759901,"Data base information retrieval","$250,000 ","3","3","$170,000 ","51"
"1694","SunGard Data System Inc",16402,16402,"2",2007,"",NA,"","2007-03-19","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/sungard-20070319.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-03-19","SUNGARD DATA SYSTEMS","Private","86-008-6201","Manufacturer","Non-Subsidiary",0,"Single Location","NEW JERSEY",519190,"All Other Information Services","","","","",73759901,"Data base information retrieval","$250,000 ","3","3","$170,000 ","51"
"1695","Superior School of Real Estate",16434,16434,"3",2009,"",NA,"2009-10-18","2009-12-08","",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-12-08","SUPERIOR SCHOOL OF REAL ESTATE INC","Private","60-630-8794","Manufacturer","Non-Subsidiary",2005,"Single Location","NORTH CAROLINA",611519,"Other Technical and Trade Schools","","","","",82490202,"Real estate and insurance school","$525,325 ","6","6","$525,325 ","61"
"1696","Swansea Dental Associates",16467,16467,"1",2008,"",NA,"","2008-09-30","",NA,NA,1,NA,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-09-30","SWANSEA DENTAL PROPERTIES LLC","Private","03-881-1895","Manufacturer","Non-Subsidiary",2016,"Single Location","SOUTH CAROLINA",621210,"Offices of Dentists","","","","",80210201,"Dental clinic","$61,514 ","4","4","$61,514 ","62"
"1697","SwimwearBoutique.com",16481,16481,"2",2008,"",NA,"","2008-04-16, 2008-04-22","",NA,NA,1,1,"Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/swimwear-boutique-20080416.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","SYDA Foundation",16486,16486,"2",2008,"",NA,"","2008-02-14","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-02-14","SYDA FOUNDATION","Private","08-463-7214","Manufacturer","Non-Subsidiary",1974,"Headquarters","NEW YORK",813110,"Religious Organizations","","","","",86610121,"Miscellaneous denomination church","$19,808,032 ","500","6","$19,808,032 ","81"
"1699","Symantec Corp",16494,16494,"2",2008,"",NA,"","2008-11-17","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-11-17","SYMANTEC CORPORATION","Private","11-359-0637","Manufacturer","Non-Subsidiary",0,"Branch","CALIFORNIA",517311,"Wired Telecommunications Carriers","","","","",48130202,"Internet host services","$1,100,000 ","0","10","$0 ","51"
"1700","Symantec Corp",16495,16495,"2",2009,"",NA,"","2009-03-24, 2009-03-27","",NA,NA,1,1,"Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/symantec-20090324.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-24","SYMANTEC CORPORATION","Private","11-359-0637","Manufacturer","Non-Subsidiary",0,"Branch","CALIFORNIA",517311,"Wired Telecommunications Carriers","","","","",48130202,"Internet host services","$1,100,000 ","0","10","$0 ","51"
"1701","Symantec Corp",16493,16493,"2",2007,"",NA,"","2007-09-21","",1,NA,NA,1,"Undefined",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-09-21","SYMANTEC CORPORATION","Private","11-359-0637","Manufacturer","Non-Subsidiary",0,"Branch","CALIFORNIA",517311,"Wired Telecommunications Carriers","","","","",48130202,"Internet host services","$1,100,000 ","0","10","$0 ","51"
"1702","Synopsys Inc",16522,16522,"2",2008,"",NA,"","2008-06-20, 2008-06-24","",1,NA,NA,1,"Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/synopsys-20080620.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-20","SYNOPSYS, INC.","Public","16-149-9579","Manufacturer","Non-Subsidiary",1986,"Headquarters","CALIFORNIA",511210,"Software Publishers","511210, 541511","""Software Publishers"", ""Custom Computer Programming Services ""","7371, 7372","""Computer programming services"", ""Prepackaged software""",73720000,"Prepackaged software","$3,360,694,000 ","13,245","500","$3,121,058,000 ","51"
"1703","Synovus Financial Corp",16523,16523,"2",2008,"",NA,"","2008-03-31","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-31","SYNOVUS FINANCIAL CORP.","Public","07-586-4314","Manufacturer","Non-Subsidiary",1972,"Headquarters","GEORGIA",522110,"Commercial Banking","522110","""Commercial Banking ""","6022","""State commercial banks""",60220000,"State commercial banks","$2,406,538,000 ","4,436","108","$1,624,398,000 ","52"
"1704","T-Mobile USA Inc",16531,16531,"1",2010,"",NA,"2009-12-31","2010-01-10","",NA,NA,NA,NA,"DATA THEFT BY EMPLOYEE OR, CONTRACTOR",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-01-10","T-MOBILE USA, INC.","Private","06-852-8376","Manufacturer","Subsidiary",1999,"Headquarters","WASHINGTON",517312,"Wireless Telecommunications Carriers (except Satellite)","","","","",48120000,"Radiotelephone communication","$25,943,278,912","34,518","170","$26,476,745,385","51"
"1705","T-Mobile USA Inc",16531,16531,"1",2010,"",NA,"2009-12-31","2010-01-10","",NA,NA,NA,NA,"DATA THEFT BY EMPLOYEE OR, CONTRACTOR",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-01-10","T-MOBILE USA, INC.","Private","06-852-8376","Manufacturer","Subsidiary",1999,"Headquarters","WASHINGTON",517312,"Wireless Telecommunications Carriers (except Satellite)","","","","",48120000,"Radiotelephone communication","$25,943,278,912 ","34,518","170","$26,476,745,385 ","51"
"1706","T-Mobile USA Inc",16530,16530,"2",2009,"",NA,"2009-09-03","2009-09-03, 2009-09-08, 2009-09-10, 2009-10-05, 2009-10-08","",1,NA,1,1,"Electronic, RELEASE/ DISPLAY OF INFO",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/t-mobile-20090903.pdf",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-09-03","T-MOBILE USA, INC.","Private","06-852-8376","Manufacturer","Subsidiary",1999,"Headquarters","WASHINGTON",517312,"Wireless Telecommunications Carriers (except Satellite)","","","","",48120000,"Radiotelephone communication","$25,943,278,912","34,518","170","$26,476,745,385","51"
"1707","T-Mobile USA Inc",16530,16530,"2",2009,"",NA,"2009-09-03","2009-09-03, 2009-09-08, 2009-09-10, 2009-10-05, 2009-10-08","",1,NA,1,1,"Electronic, RELEASE/ DISPLAY OF INFO",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/t-mobile-20090903.pdf",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-09-03","T-MOBILE USA, INC.","Private","06-852-8376","Manufacturer","Subsidiary",1999,"Headquarters","WASHINGTON",517312,"Wireless Telecommunications Carriers (except Satellite)","","","","",48120000,"Radiotelephone communication","$25,943,278,912 ","34,518","170","$26,476,745,385 ","51"
"1708","T-Mobile USA Inc",16529,16529,"1",2006,"",NA,"2006-09-29","2006-11-29","45000",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-11-29","T-MOBILE USA, INC.","Private","06-852-8376","Manufacturer","Subsidiary",1999,"Headquarters","WASHINGTON",517312,"Wireless Telecommunications Carriers (except Satellite)","","","","",48120000,"Radiotelephone communication","$25,943,278,912","34,518","170","$26,476,745,385","51"
"1709","T-Mobile USA Inc",16529,16529,"1",2006,"",NA,"2006-09-29","2006-11-29","45000",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-11-29","T-MOBILE USA, INC.","Private","06-852-8376","Manufacturer","Subsidiary",1999,"Headquarters","WASHINGTON",517312,"Wireless Telecommunications Carriers (except Satellite)","","","","",48120000,"Radiotelephone communication","$25,943,278,912 ","34,518","170","$26,476,745,385 ","51"
"1710","T. Rowe Price Services Inc",16550,16550,"2",2008,"",NA,"","2008-01-14, 2008-01-23","",1,NA,NA,1,"Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/t-rowe-price-retirement-20080123.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-01-14","T ROWE PRICE INVESTMENT SERVICES INC","Private","36-186-3681","Manufacturer","Subsidiary",1980,"Single Location","MARYLAND",525910,"Open-End Investment Funds","","","","",67229901,"Money market mutual funds","$4,857,000 ","33","33","$4,857,000 ","52"
"1711","T. Rowe Price Services Inc",16551,16551,"2",2009,"",NA,"","2009-09-15","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/t-rowe-price-20090915.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-09-15","T ROWE PRICE INVESTMENT SERVICES INC","Private","36-186-3681","Manufacturer","Subsidiary",1980,"Single Location","MARYLAND",525910,"Open-End Investment Funds","","","","",67229901,"Money market mutual funds","$4,857,000 ","33","33","$4,857,000 ","52"
"1712","Tammy King",16598,16598,"1",2010,"",NA,"2010-04-09","2010-04-12","",NA,NA,NA,NA,"DATA THEFT BY EMPLOYEE OR, CONTRACTOR",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-04-12","TARGET CORPORATION","Public","00-696-1700","Manufacturer","Non-Subsidiary",1902,"Headquarters","MINNESOTA",452210,"Department Stores","445110, 452210","""Supermarkets and Other Grocery (except Convenience) Stores "", ""Department Stores ""","5311, 5411","""Department stores"", ""Grocery stores""",53110000,"Department stores","$78,112,000,000 ","360,000","200","$75,356,000,000 ","45"
"1713","Target Corp",16608,16608,"2",2008,"",NA,"","2008-01-22, 2008-01-29","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/target-20080122.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/target-20080129.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-01-22","TARGET CORPORATION","Public","00-696-1700","Manufacturer","Non-Subsidiary",1902,"Headquarters","MINNESOTA",452210,"Department Stores","445110, 452210","""Supermarkets and Other Grocery (except Convenience) Stores "", ""Department Stores ""","5311, 5411","""Department stores"", ""Grocery stores""",53110000,"Department stores","$78,112,000,000 ","360,000","200","$75,356,000,000 ","45"
"1714","Target Financial Services",16614,16614,"2",2008,"",NA,"","2008-01-25","",1,NA,1,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-01-25","TARGET FINANCIAL AND INSURANCE SERVICES, INC.","Private","12-779-6352","Manufacturer","Non-Subsidiary",1996,"Single Location","CALIFORNIA",524210,"Insurance Agencies and Brokerages","","","","",64110301,"Insurance agents, nec","$4,249,193 ","30","30","$4,721,326 ","52"
"1715","Tatum Division of Professional Services LLC",16625,16625,"1",2010,"",NA,"2010-03-24","2010-04-08","",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-04-08","RANDSTAD NORTH AMERICA, INC.","Private","09-951-4049","Manufacturer","Subsidiary",1994,"Headquarters","GEORGIA",561320,"Temporary Help Services","","","","",73630103,"Temporary help service","$13,777,671,599 ","225,700","404","$17,038,586,833 ","56"
"1716","TaxSmart",16637,16637,"2",2010,"",NA,"","2010-07-14","",1,NA,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-14","TAXSMART BUSINESS SERVICES","Private","13-886-6459","Manufacturer","Non-Subsidiary",2003,"Single Location","GEORGIA",541213,"Tax Preparation Services","","","","",72910000,"Tax return preparation services","$248,784 ","3","3","$248,784 ","54"
"1717","TD Bank NA",16648,16648,"2",2010,"",NA,"2010-04-30","2010-10-06","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-10-06","TD BANK USA, NA","Private","93-306-4131","Manufacturer","Non-Subsidiary",0,"Single Location","NEW YORK",522110,"Commercial Banking","","","","",60210000,"National commercial banks","$20,287,628 ","80","47","$20,287,628 ","52"
"1718","Teachers Insurance and Annuity Association",16661,16661,"3",2010,"",NA,"2010-07-01","2010-07-26","",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED, ACCESS",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-07-26","TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA","Public","00-172-4962","Manufacturer","Non-Subsidiary",1918,"Headquarters","NEW YORK",524210,"Insurance Agencies and Brokerages","524210","""Insurance Agencies and Brokerages ""","6411","""Insurance agents, brokers, & service""",64110000,"Insurance agents, brokers, and service","$30,392,873,101 ","9,597","250","$30,392,873,101 ","52"
"1719","Teachers Insurance and Annuity Association",16660,16660,"2",2010,"",NA,"2010-03-12","2010-05-27","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-05-27","TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA","Public","00-172-4962","Manufacturer","Non-Subsidiary",1918,"Headquarters","NEW YORK",524210,"Insurance Agencies and Brokerages","524210","""Insurance Agencies and Brokerages ""","6411","""Insurance agents, brokers, & service""",64110000,"Insurance agents, brokers, and service","$30,392,873,101 ","9,597","250","$30,392,873,101 ","52"
"1720","Teachers Insurance and Annuity Association of America-College Retirement Equities Fund",16662,16662,"2",2010,"",NA,"","2010-08-26","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-26","TELE ATLAS","Private","78-706-7219","Manufacturer","Non-Subsidiary",2006,"Single Location","MASSACHUSETTS",541370,"Surveying and Mapping (except Geophysical) Services","","","","",73890802,"Photogrammatic mapping","$1,300,000 ","30","30","$1,600,000 ","54"
"1721","Tele Atlas NA",16696,16696,"1, 2",2008,"",NA,"2008-06-09","2008-07-14, 2008-07-17, 2008-07-21","",1,NA,NA,1,"LOST IN TRANSIT, Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/tele-atlas-20080717.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-07-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","TeleTech Holding",16701,16701,"2",2010,"",NA,"2010-06-03","2010-06-18","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-06-18","TELHIO CREDIT UNION, INC.","Private","09-216-0548","Manufacturer","Non-Subsidiary",1935,"Headquarters","OHIO",522130,"Credit Unions","","","","",60610000,"Federal credit unions","$32,802,511 ","83","50","$30,830,602 ","52"
"1723","Telhio Credit Union",16704,16704,"1",2009,"",NA,"2009-09-21","2009-12-21","",NA,NA,NA,NA,"DATA THEFT BY EMPLOYEE OR, CONTRACTOR",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-12-21","TELHIO CREDIT UNION, INC.","Private","09-216-0548","Manufacturer","Non-Subsidiary",1935,"Headquarters","OHIO",522130,"Credit Unions","","","","",60610000,"Federal credit unions","$32,802,511 ","83","50","$30,830,602 ","52"
"1724","Territory Mortgage",16737,16737,"1",2008,"",NA,"2008-07-29","2008-08-11","",NA,NA,NA,NA,"LOST IN TRANSIT",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-08-11","TERRITORY MORTGAGE INC","Private","15-974-5660","Manufacturer","Non-Subsidiary",1995,"Headquarters","NEW YORK",522310,"Mortgage and Nonmortgage Loan Brokers","","","","",61639904,"Mortgage brokers arranging for loans, using money of others","$5,402,764 ","40","14","$4,911,604 ","52"
