Clean Name,Company ,Address,Street Address,Cities,State,Zip Code,DUNS No
Becker & Mayer LLC,Becker & Mayer LLC,"11120 NE 33rd place, Suite 101, Bellevue, WA 98004","11120 NE 33rd place, Suite 101",Bellevue,WA,98004,
Trump Hotel Collection,Trump Hotel Collection (Trump International Hotel & Tower Las Vegas & Trump Int'l Waikiki),"2000 Fashoin Show Dr., Las Vegas, NV 98109; 223 Saratoga Rd., Honolulu, HI 96815",2000 Fashoin Show Dr.,Las Vegas,HI,98109,
Scottrade Financial Services Inc,"Scottrade Financial Services, Inc.","P.O. Box 31759, St. Louis, MO 63131",P.O. Box 31759,St. Louis,MO,63131,
Central Maine Healthcare,Central Maine Healthcare,"300 Maine Street, Lewiston, ME 04240",300 Maine Street,Lewiston,ME,04240,
Rite Aid Corp,Rite Aid Corporation,,,,,,
Bed Bath & Beyond Inc,"Bed, Bath & Beyond, Inc.",,,,,,
www.padlocks4less.com,www.padlocks4less.com,,,,,,
Costco Wholesale Corp,Costco Photo Center,"999 Lake Drive, Issaquah, WA 98027",999 Lake Drive,Issaquah,WA,98027,
Duffy's Management Inc,"Duffy's Management, Inc.",,,,,,
Hard Rock Hotel & Casino in Las Vegas,Hard Rock Hotel,,,,,,
Just Suspension,Just Suspension,,,,,,
Lightning New York.com,Lightning New York.com,,,,,,
Miche LLC,Miche LLC,,,,,,
Monteleon Hotel,Monteleon Hotel,,,,,,
MYFREEDOMSMOKES,MYFREEDOMSMOKES,,,,,,
Newton Running Co,NEWTON RUNNING COMPANY,,,,,,
Supplementwarehouse.com,Supplementwarehouse.com,,,,,,
Wahoos Fish Tacos South,Wahoos Fish Tacos South,,,,,,
YapStone Inc,Yapstone,,,,,,
CVS Photo,CVS Photo,,,,,,
Toronto-Dominion Bank,TD Bank,,,,,,
Lifetime Healthcare Co,"The Lifetime Healthcare Companies, including its affiliates Excellus BCBS, Lifetime Health Medical Group, Lifetime Benefit Solutions, Lifetime Care, The MedAmerica Companies, and Univera Healthcare","165 Court Street, Rochester, NY 14647",165 Court Street,Rochester,NY,14647,
#N/A,"ACE Surgical Supply Co., Inc.                                                                                                                                                                                         ",,,,,,
Lando Law Firm LLC,"Lando Law Firm, LLC",,,,,,
Hawaii First Federal Credit Union,Hawaii First Federal Credit Union,,,,,,
Sunquest Information Systems Inc,"Sunquest Information Systems, Inc.","250 South Williams Blvd, Tuscon, AZ 85711",250 South Williams Blvd,Tuscon,AZ,85711,
Utah Food Bank,Utah Food Bank,,,,,,
Brunswick Hotel & Tavern,Brunswick Hotel & Tavern,"4 Noble Street, Brunswick, ME ",4 Noble Street,Brunswick,ME,,
Wm T Burnett & Co/STX,Wm. T. Burnett & Co./STX,"1500 Bush Street, Baltimore, MD 21230",1500 Bush Street,Baltimore,MD,21230,
Milk Nursingwear,Milk Nursingwear,"1801 Peachtree Street, Suite 300, Atlanta, GA 30309","1801 Peachtree Street, Suite 300",Atlanta,GA,30309,
#N/A,Aero Grow,,,,,,
Illinois Bar and Grill,Illinois Bar and Grill,,,,,,
Usbirthcertificate.com,Usbirthcertificate.com,,,,,,
Charge Anywhere LLC,Charge Anywhere,,,,,,
SterlingBackcheck,SterlingBackcheck,"1 State Street Plaza, 24th Floor, New York, NY 10004","1 State Street Plaza, 24th Floor",New York,NY,10004,
Louise Allen of Louise's Bookkeeping Services,Louise Allen of Louise's Bookkeeping Services,,,,,,
Genworth Financial Inc,"Genworth, Data Security Team","P.O. Box 320, Lynchburg, VA 24505",P.O. Box 320,Lynchburg,VA,24505,
Vewpoint Inc,"Vewpoint, Inc.","1515 SE Water Avenue, Suite 300, Portland, OR 97214","1515 SE Water Avenue, Suite 300",Portland,OR,97214,
Web.com Group Inc,"Web.com Group, Inc. (""Web.com"")","12808 Gran Bay Parkway West, Jacksonville, FL 32258",12808 Gran Bay Parkway West,Jacksonville,FL,32258,
Totally Promotional,Totally Promotional,"128 W. Market Street, Celina, Ohio 45822",128 W. Market Street,Celina,OH,45822,
Milestone Hospitality Management LLC,"Milestone Hospitality Management, LLC","717 Light Street, Baltimore, ME 21230",717 Light Street,Baltimore,ME,21230,
CoWorx Staffing Services LLC,CoWorx Staffing Services,"P.O. Box 7130, 1375 Plainfield Avenue, Watchung, NJ 07069","P.O. Box 7130, 1375 Plainfield Avenue",Watchung,NJ,07069,
Church of God International Offices,Church of God International Offices,"P.O. Box 2430, 2490 Keith Street, NW, Cleveland, TN 37311","P.O. Box 2430, 2490 Keith Street, NW",Cleveland,TN,,
Newton Running Co,Newton Running Company,"1375 Walnut Street, #100, Boulder, CO 80302","1375 Walnut Street, #100",Boulder,CO,80302,
GreenWave Scientific Inc,"Green Wave Scientific, Inc.","2720 Discovery Drive, Raleigh, NC 27616",2720 Discovery Drive,Raleigh,NC,27616,
Co Staff Services,Co Staff Services,"29100 Northwestern Highway, Suite 240, Southfield, MI 48034","29100 Northwestern Highway, Suite 240",Southfield,MI,48034,
SMS Hospitality LLC,"SMS Hospitality, LLC","7701 Universal Blvd, Orlando, FL 32819",7701 Universal Blvd,Orlando,FL,32819,
WP Technology Inc,"WP Technology Inc., d/b/a Wattpad","36 Wellington Street East, Suite 200, Toronto, Ontario, Ontario, Canada M5E 1C7","36 Wellington Street East, Suite 200",Toronto,Canada,1C7,
Quest Diagnostics Inc,Quest Diagnostics,"1290 Walll Street West, Lyndhurst, NJ 07071",1290 Walll Street West,Lyndhurst,NJ,07071,
SterlingBackcheck,SterlingBackcheck,"1 State Street Plaza, 24th Floor, New York, NY 10004.","1 State Street Plaza, 24th Floor",New York,NY,10004,
HSBC Bank USA NA,HSBC Bank USA National Association,,,,,,
Medical Informatics Engineering,Medical Informatics Engineering and NoMoreClipboard,"6302 Constitution Drive, Fort Wayne, Indiana 46804",6302 Constitution Drive,Fort Wayne,IN,46804,
YMCA of Greater Pittsburgh,YMCA of Greater Pittsburgh,,,,,,
Richard A Berger CPA,"Richard Berger, CPA","6239 College Ave., Ste 203, Oakland, CA 94618","6239 College Ave., Ste 203",Oakland,CA,94618,
York Hospital,York Hospital Imaging Services,"15 Hospital Drive, York, Maine 03909",15 Hospital Drive,York,ME,03909,
North Carolina State University,North Carolina State University (NC State),"304A Holladay Hall, Campus Box 7008, Raleigh, NC 27695","304A Holladay Hall, Campus Box 7008",Raleigh,NC,27695,
French Lick Resort,French Lick Resort ,,,,,,
Ransomed Heart Ministries,Ransomed Heart Ministries,"4965 N. 30th St., Colorado Springs, CO 80919",4965 N. 30th St.,Colorado Springs,CO,80919,
UCLA Health,UCLA Health,"757 Westwood Plaza, Los Angeles, CA 90095",757 Westwood Plaza,Los Angeles,CA,90095,
Medical Informatics Engineering,"Medical Informatics Engineering, and NoMoreClipboard (a subsidiary of Medical Informatics Engineering)","6302 Constitution Drive, Fort Wayne, Indiana 46804",6302 Constitution Drive,Fort Wayne,IN,46804,
JP Morgan Chase Bank NA,"J.P. Morgan Chase Bank, N.A.",,,,,,
Amsterdam Nursing Home Corp,Amsterdam Nursing Home Corporation,,,,,,
New Horizons Computer Learning Centers Inc,"New Horizons Computer Learning Centers, Inc.","100 4 Falls Corporate Center, Suite 408, West Conshohocken, PA 19428","100 4 Falls Corporate Center, Suite 408",West Conshohocken,PA,19428,
Hershey Entertainment & Resorts Co,Hershey Entertainment and Resorts Company,"27 W. Chocolate Avenue; Hershey, PA 17033",27 W. Chocolate Avenue,Hershey,PA,17033,
Boston University,Boston University,"1 Silber Way, Boston, MA 02215",1 Silber Way,Boston,MA,02215,
Mandarin Oriental,Mandarin Oriental ,,,,,,
Anheuser-Busch Companies LLC,"Anheuser-Busch Companies, LLC ",,,,,,
#N/A,"Aerogrow International, Inc.","6075 Longbow Drive, Boulder, CO 80301",6075 Longbow Drive,Boulder,CO,80301,
Latex Construction Company Inc,Latex Construction Company,"1353 Farmer Road NW Conyers, Georgia 30012",1353 Farmer Road NW,Conyers,GA,30012,
Fidelity Investments,Fidelity Investments,,,,,,
FireKeepers Casino Hotel,FireKeepers Casino Hotel,"Battle Creek, Michigan",,Battle Creek,MI,,
Arkema Inc,"Arkema, Inc.","900 First Avenue, King of Prussia, PA 19406",900 First Avenue,King of Prussia,PA,19406,
Automotive Recovery Services Inc,"Automotive Recovery Services, Inc., d/b/a Vehicle Donation Processing Center",,,,,,
Thompson Kessler Wiest & Borquist PC,Thompson Kessler Wiest & Borquist PC,"111 S. W. Columbia Stret, Suite 750, Portland, OR 97201","111 S. W. Columbia Stret, Suite 750",Portland,OR,97201,
Genius Central Inc,Genius Central,,,,,,
Manchester Hotel Hospitality LLC,"Manchester Hotel Hospitality, LLC","409 Montbrook Lane, Knoxville, TN 37919",409 Montbrook Lane,Knoxville,TN,37919,
Aspex Pos,Aspex Pos,,,,,,
Corkys Bbq,Corkys Bbq,,,,,,
The Home Depot Inc,Home Depot,,,,,,
Bank of Manhattan,Bank of Manhattan--Mortgage Lending,"2131 Rosecrans Ave., Suite 1100, El Segundo, CA 90245","2131 Rosecrans Ave., Suite 1100",El Segundo,CA,90245,
Trustmark Mutual Holding Co,Trustmark Mutual Holding Company,"400 field Drive, Lake Forest, Illinois 60045",400 field Drive,Lake Forest,IL,60045,
Maine School Management Association,Maine School Management Association,"49 Community Drive, Augusta, Maine 04330",49 Community Drive,Augusta,ME,04330,
Medical Informatics Engineering,Medical Informatics Engineering,"6302 Constitution Drive, Fort Wayne, Indiana 46804",6302 Constitution Drive,Fort Wayne,IN,46804,
LC Industries Inc,LC Industries,"4500 Emporer Blvd, Durham, NC 27703",4500 Emporer Blvd,Durham,NC,27703,
Flora Springs Winery and Vineyards,Flora Springs Winery & Vineyards,"1978 West Zinfandel Lane, St. Helena, CA 94574",1978 West Zinfandel Lane,St. Helena,CA,94574,
Donelan Family Wines LLC,"Donelan Family Wines, LLC","3352-D Coffey Lane, Santa Rosa, CA 95403",3352-D Coffey Lane,Santa Rosa,CA,95403,
Charles Krug Winery (C. Mondavi & Family),Charles Krug Winery (C. Mondavi & Family),"2800 Main Street, St. Helena, CA 94574",2800 Main Street,St. Helena,CA,94574,
Fisher Vineyards,Fisher Vineyard,"6200 St. Helena Road, Santa Rosa, CA 95404 ",6200 St. Helena Road,Santa Rosa,CA,95404,
Corison Winery,Corison Winery,"987 St. Helena Way, St. Helena, CA 94574",987 St. Helena Way,St. Helena,CA,94574,
Cain Vineyard and Winery,Cain Vinyard & Winery,"3800 Langtry, St. Helena, CA 94574",3800 Langtry,St. Helena,CA,94574,
Huneeus Vintners LLC,"Huneeus Vintners, LLC through Missing Link Networks, Inc.",,,,,,
Collected Intelligence LLC,Collected Intelligence LLC,"124 Halsey Street, Brooklyn, NY 11216",124 Halsey Street,Brooklyn,NY,11216,
Clif Bar Familty Winery & Farm LLC,"Clif Bar Family Winery & Farm, LLC","1312 Vidovich Ave., St. Helena, CA 94574",1312 Vidovich Ave.,St. Helena,CA,94574,
Peter Michael Winery,Peter Michael Winery,"12400 Ida Clayton Road, Calistoga, CA 94515",12400 Ida Clayton Road,Calistoga,CA,94515,
Global Care Delivery Inc,"Global Care Delivery, Inc., c/o Mark Bodnar","391 Las Colinas Blvd. East, Suite 130715; Irving, TX 75039","391 Las Colinas Blvd. East, Suite 130715",Irving,TX,75039,
Rombauer Vineyards Inc,"Rombauer Vineyards, Inc.","3522 Silverado Trail, St. Helena, CA 94574",3522 Silverado Trail,St. Helena,CA,94574,
Covanta Projects LLC,"Covanta Projects, LLC","445 South Street, Morristown, NJ 07960",445 South Street,Morristown,NJ,07960,
Kosta Browne Winery LLC,"Kosta Browne Winery, LLC",,,,,,
BAE Systems Inc,"BAE Systems Information and Electronic Systems Integration, Inc.","65 Spit Brook Road, Nashua, NH 03060",65 Spit Brook Road,Nashua,NH,03060,
#N/A,"Akorn, Inc.",,,,,,
Hartland Dental LLC,Hartland Dental LLC,"1200 Network Centre Drive., Effingham, IL 62401",1200 Network Centre Drive.,Effingham,IL,62401,
Intimacy Management Co,Intimacy Mangement Company,,,,,,
US HealthWorks Inc,U.S. HealthWorks,"1730 1 St., Sacramento, CA 95821",1730 1 St.,Sacramento,CA,95821,
Sally Beauty Holdings Inc,"Sally Beauty Holdings, Inc. (Sally Beauty)","3001 Colorado Blvd, Denton, TX 76210",3001 Colorado Blvd,Denton,TX,76210,
Copart Inc,"Copart, Inc.",,,,,,
Unity Recovery Group Inc,"Unity Recovery Group, Inc.","630 US Highway 1, Floor 4, North Palm Beach, FL 33408","630 US Highway 1, Floor 4",North Palm Beach,FL,33408,
Diman Regional Vocational Technical High School,Diman Regional Vocational Technical High School,"251 Stonehaven Road, Fall River, Maine 02723",251 Stonehaven Road,Fall River,ME,02723,
SafeandVaultStore.com LLC,SafeandVaultStore.com,,,,,,
Mid-America Apartment Communities Inc,"Mid-America Apartment Communities, Inc.","6584 Poplar Ave, Memphis, TN 38138",6584 Poplar Ave,Memphis,TN,38138,
Bank of America,Bank of America,"P.O. Box 32624, Charlotte, NC 28232",P.O. Box 32624,Charlotte,NC,28232,05-516-9452
CareFirst BlueCross Blueshield,CareFirst BlueCross BlueShield,"1501 S. Clinton Street, Baltimore, MD 21224",1501 S. Clinton Street,Baltimore,MD,21224,
Fosters Grille Cape Coral,Fosters Grille Cape Coral,,,,,,
Jimmy John's Corp,Jimmy John's Corporate,,,,,,
Kmart,Kmart,,,,,,
Park 'N Fly Inc,Park N Fly Online-Reserve,,,,,,
Hotel Beacon,Hotel Beacon,"2130 Broadway at 75th Street, NY, NY 10023",2130 Broadway at 75th Street,New York,NY,10023,
Pennsylvania State University,"The Pennsylvania State University, College of Engineering","101 Hammond Building, University Park, PA 16802-1400",101 Hammond Building,University Park,PA,16802-1400,
"Town of Brunswick, Brunswick Police Dept.","Town of Brunswick, Brunswick Police Dept.","85 Pleasant Street, Brunswick, ME  04011",85 Pleasant Street,Brunswick,ME,04011,
Medical Management LLC,Medical Management LLC,,,,,,
LCRX LLC,LCRX,"8240 East Gelding Dr., Suite 115, Scottsdale, AZ 85260","8240 East Gelding Dr., Suite 115",Scottsdale,AZ,85260,
Honig's Whistle Stop Inc,Honig's Whistle Stop,"7136 Jackson Rd., Ann Arbor, MI 48103",7136 Jackson Rd.,Ann Arbor,MI,48103,
"Cental States Southeast and Southwest Areas Health and Welfare and Pension Funds, Law Department","Cental States Southeast and Southwest Areas Health and Welfare and Pension Funds, Law Department","P.O. Box 5123, Des Plaines, IL 60017-5123",P.O. Box 5123,Des Plaines,IL,60017-5123,
Columbian Financial Group,Columbian Financial Group,"4704 Vestal Parkway East, Binghamton, NY 13902",4704 Vestal Parkway East,Binghamton,NY,13902,
Freedom Smokes Inc,"FreedomSmokes, Inc.","1039 Carrier Drive, Charlotte, NC 28216",1039 Carrier Drive,Charlotte,NC,28216,
AT&T,AT&T,"1120 20th Street, NW Ste 1000, Washington, DC 20036","1120 20th Street, NW Ste 1000",Washington,DC,20036,
Swimsuitsforall.com,Swimsuitsforall.com,,,,,,
News Café,News Cafe,,,,,,
HelloLife,Hellolife,,,,,,
Barbecue Renew Inc,Grillparts Com/barbeque renew,,,,,,
Providence Hospital,Providence Hospital,"1150 Varnum St., N.E., Washington, DC 20017","1150 Varnum St., N.E.",Washington,DC,20017,
Subaru Lung Associates SC,"Subaru Lung Associates, S.C.",,,,,,
HSBC Finance Corp,HSBC Finance Corp.,"26525 North River Woods Boulevard, Suite 100, Mettawa, IL 60045","26525 North River Woods Boulevard, Suite 100",Mettawa,IL,60045,
Austin Powder Company Inc,Austin Powder Co. ,,,,,,
OppenheimerFunds Inc,Oppenheimer Funds,"P.O. Box 5270, Denver, CO 80217-5270; 800-255-2755",P.O. Box 5270,Denver,CO,80217-5270,
Jimmy The Greek's,Jimmy The Greek's,"Maine Mall, 150 Philbrook Rd., S. Portland, Maine 04106","Maine Mall, 150 Philbrook Rd., S.",Portland,MI,04106,
Auburn University,Auburn University,,,,,,
#N/A,"Advanced Data Processing, Inc.",,,,,,
SRI Inc,"SRI, Inc.","8082 Bash St, Indianapolis, Indiana 46250",8082 Bash St,Indianapolis,IN,46250,
Franklin & Marshall College,Franklin & Marshall College,"P.O. Box 3003, Lancaster, PA 17604",P.O. Box 3003,Lancaster,PA,17604,
Weyerhaeuser Co,Weyerhaeuser (through Premera),,,,,,
Fidelity Investments,"Fidelity Investments, on behalf of Momentive Performance Materials Savings Plan",,,,,,
Essex Property Trust Inc,"Essex Property Trust, Inc.","925 East Meadow Drive, Palo Alto, CA 94303",925 East Meadow Drive,Palo Alto,CA,94303,
Retail Capita LLC,"Retail Capital, LLC","1250 Kirts Blvd #100, Troy, MI 48084",1250 Kirts Blvd #100,Troy,MI,48084,
Law Enforcement Targets Inc,Law Enforcement Targets,"8802 West 35W Service Dr. NE, Blaine, MN  55449",8802 West 35W Service Dr. NE,Blaine,MN,55449,
Health Care Service Corp,Health Care Service Corporation (Premera Blue Cross),,,,,,
Nite Ize Inc,"Nite Ize, Inc.",,,,,,
Wendys Co,Wendy's Company,,,,,,
Bank of the West,Bank of the West,,,,,,
Park 'N Fly Inc,Park 'N Fly,,,,,,
Equifax Inc,Equifax,,,,,,
Nuance Communications Inc,Nuance Communications Inc.,"One Wayside Rd., Burlington, MA 01803",One Wayside Rd.,Burlington,MA,01803,
Explosion Sportswear,Explosion Sportswear,,,,,,
Fast Growing Trees,Fast Growing Trees,,,,,,
Test Effects LLC,Test Effects/Cellularoutfitter/Wireless Emporium,,,,,,
Worldwide Wine Spirit Southington,Worldwide Wine Spirit Southington,,,,,,
United Rentals Inc,"United Rentals, Inc. Medical Plan",,,,,,
OneStopParking.com,OneStopParking,"7821 Commerce Dr., Suite 411, Florence, KY 41042","7821 Commerce Dr., Suite 411",Florence,KY,41042,
SVC-West LLC,"SVC West, LLC","6277 Sea Harbor Drive, Orlando, FL 32821",6277 Sea Harbor Drive,Orlando,FL,32821,
Premera Blue Cross,"Premera Blue Cross, including its affiliates Academe, Inc., (fka LifeWise Health Plan of Arizona), Connexion Ins Solutions, LifeWise Health Plan of Washington, LifeWise Health Plan of Oregon, LifeWise Assurance Co. and Vivacity, Inc.","7001 220th St. SW, MS 355, Mountlake Terrace, WA 98043","7001 220th St. SW, MS 355",Mountlake Terrace,WA,98043,
Betterbee,Betterbee,"8 Meader Road, Greenwich, NY 12834",8 Meader Road,Greenwich,NY,12834,
Apple America Group LLC,"Apple American Group, LLC","6200 Oak Tree Blvd, Ste 250, Independence, OH 44131","6200 Oak Tree Blvd, Ste 250",Independence,OH,44131,
Lodge Manufacturing Co,Lodge Manufacturing Company,,,,,,
Lime Crime Inc,"Lime Crime, Inc.",,,,,,
Aurora Health Care Inc,"Aurora Health Care, Inc.","750 West Virginia Street, Milwaikee, WI 53215",750 West Virginia Street,Milwaikee,WI,53215,
North American Securities Administrators Association,Office of Securities (State securities regulators as part of the North American Securities Admin's Assn.),,,,,,
State Medical Association,State Medical  Association,"322 Canal Walk, Indianapolis, IN 46202",322 Canal Walk,Indianapolis,IN,46202,
Kraft Music Ltd,Kraft Music LTD,,,,,,
Pearl Meyer & Partners LLC,"Pearl Meyer & Partners, LLC",,,,,,
#N/A,"AbsoluteCredit, LLC","175 Exchange Street, Bangor, ME 04401",175 Exchange Street,Bangor,ME,04401,
Ascensus Inc,"Ascensus, Inc.",,,,,,
#N/A,"Amedisys, Inc.","5959 S. Sherwood Forest Blvd, Baton Rouse, LA 70816",5959 S. Sherwood Forest Blvd,Baton Rouse,LA,70816,
Bulk Reef Supply Inc,"Bulk Reef Supply, Inc.","6325 Sandburg Road, Golden Valley, MN 55427",6325 Sandburg Road,Golden Valley,MN,55427,
Mark Turner MD,"Mark Turner, M.D.","Las Vegas, Nevada",Las Vegas,Nevada,NV,,
Uber Technologies Inc,"Uber Technologies, Inc.","182 Howard Street, Suite 8, San Francisco, CA  94105","182 Howard Street, Suite 8",San Francisco,CA,94105,
University of Chicago,University of Chicago Biological Sciences Division's Dept. of Medicine,"5841 So. Maryland Ave, MC 6092, Chicago, IL 60637",5841 So. Maryland Ave,Chicago,IL,60637,
Bed Bath & Beyond Inc,"Bed Bath & Beyond and/or its subsidiary, Buy Buy Baby, Inc",,,,,,
CP Franchising LLC,"CP Franchising, LLC (d/b/a Cruise Planners)",,,,,,
PNC Financial Services Group,PNC,,,,,,
Scripps Networks Interactive,"Scripps Networks Interactive (sponsored an ERISA group plan administered by Anthem, Inc.)",,,,,,
Byram Healthcare,C & K Systems / Goodwill Industries,,,,,,
Clam Case LLC,ClamCase LLC,,,,,,
ID Parts LLC,ID Parts ,,,,,,
Kessler Collection,Kessler Collection,,,,,,
Monteleone Hotel,Monteleone Hotel,,,,,,
Staples Inc,Staples,,,,,,
Sun Data Supply,Sun Data Supply,,,,,,
Kaplan University,"Kaplan University,",,,,,,
Citizens Financial Group Inc,Citizen's Financial Group,"100 Sockanosset Crossroads, Cranston, RI  02920",100 Sockanosset Crossroads,Cranston,RI,02920,
University of Maine,UMaine,,,,,,
Exponent Technologies Inc,"Exponent Technologies, Inc.","4970 Landmark Place, Dallas, TX 75254",4970 Landmark Place,Dallas,TX,75254,
Intuit Inc,Intuit Inc.,,,,,,
Frederick County Public Schools,Frederick County Public Schools,"191 South East Sreet, Frederick, MD 21701",191 South East Sreet,Frederick,MD,21701,
Big Fish Games Inc,"Big Fish Games, Inc.","333 Elliot Avenue West, Suite 200, Seattle, WA  98119","333 Elliot Avenue West, Suite 200",Seattle,WA,98119,
Anthem Inc,Anthem,,,,,,
Kohl's Department Stores Inc,"Kohl's Department Stores, Inc.",,,,,,
CICS Employment Services Inc,"CICS Employment Services, Inc.","2941 U.S. Highway 101, Lincoln City, OR 97367",2941 U.S. Highway 101,Lincoln City,OR,97367,
Sky Casino LLC,Sky Casino LLC,"8670 Indiana 56, French Lick, IN 47432",8670 Indiana 56,French Lick,IN,47432,
UMass Memorial Health Care Inc,Umass Memorial Medical Group,,,,,,
Otsuka America Inc,"Otsuka America, Inc.",,,,,,
Direct Marketing Assn,Direct Marketing Assn.,"1615 L St., NW, Suite 1100, Washington, DC 20036","1615 L St., NW, Suite 1100",Washington,DC,,
Ascensus Inc,"Ascensus, Inc.","200 Dryden road, Dresher, PA 19025",200 Dryden road,Dresher,PA,19025,
Park 'N Fly Inc,"Park 'N Fly (""PNF"")","3399 Peachtree Road, Atlanta, GA 30326",3399 Peachtree Road,Atlanta,GA,30326,
Cyberswim Inc,Cyberswim Inc.,,,,,,
Dare County ABC #4,Dare County ABC #4,,,,,,
Dinovite,Dinovite,,,,,,
Fabrick Shack Ecommerce,Fabrick Shack Ecommerce,,,,,,
Lokai Holdings LLC,Lokai,,,,,,
PPL RV Parts Superstore,PPL RV Parts Superstore,,,,,,
Sandpearl Resort,Sandpearl Resort,,,,,,
Staples Inc,Staples,,,,,,
Viator Tours and attractions,Viator Tours and attractions,,,,,,
Barbecue Renew Inc,"Barbecue Renew, Inc.",,,,,,
OppenheimerFunds Inc,Oppenheimer Funds Services,"P.O. Box 5270, Denver, CO  80217",P.O. Box 5270,Denver,CO,80217,
Piech Sales Company LLC,"Piech Slaes Company, LLC, d/b/a Value Pet Supplies","167 Industrial Park Cir, Livingston, TN 38570-6041",167 Industrial Park Cir,Livingston,TN,38570-6041,
#N/A,"Alin Machining Company, Inc. d/b/a Power Plant Services","3131 W. Soffel Ave, Melrose Park, IL 60160",3131 W. Soffel Ave,Melrose Park,IL,60160,
Heartland Credit Union,Heartland Credit Union,,,,,,
Aspire Indiana Inc,"Aspire Indiana, Inc.",,,,,,
Libbey Inc,"Libbey, Inc.",,,,,,
Art of Tea,Art of Tea,,,,,,
Fast Forward Academy LLC,"Fast Forward Academy, LLC",,,,,,
La Jolla Group Inc,"La Jolla Group, Inc.","14350 Myford Road, Irvine, CA 92606",14350 Myford Road,Irvine,CA,92606,
Lokai Holdings LLC,"Lokai Holdings, LLC","170 Varick Street, 12 Floor, NY, NY 10013","170 Varick Street, 12 Floor",New York,NY,10013,
Six Red Marbles LLC,"Six Red Marbles, LLC","10 City Square, Charlestown, MA 02129",10 City Square,Charlestown,MA,02129,
Azusa Pacific University,Azusa Pacific University,"901 East Alosta Ave., Azusa, CA  91702",901 East Alosta Ave.,Azusa,CA,91702,
Staples Inc,"Staples, Inc,",,,,,,
Quest Diagnostics Inc,Quest Diagnostics,"1290 Wall Street West, Lyndhurst, NJ 07071",1290 Wall Street West,Lyndhurst,NJ,07071,
ID Parts LLC,"ID Parts, LLC",,,,,,
Apalacian Brewing Co,Apalacian Brewing Company,,,,,,
BreyerHorses.com,BreyerHorses.com,,,,,,
Hosting Services Inc,"Hosting Services, Inc",,,,,,
Marty's Newton,Marty's Newton,,,,,,
MFJ Enterprises Inc,MFJ Enterprises Inc.,,,,,,
Nile,Nile,,,,,,
Pure Hockey Web,Pure Hockey Web,,,,,,
Sally Beauty Supply,Sally Beauty Supply,,,,,,
Sheplers,Sheplers,,,,,,
The Sea Pines Resort Hilton Head Island,The Sea Pines Resort Hilton Head Island,,,,,,
Willow Creek GRL SFO TRM 1,Willow Creek GRL SFO TRM 1,,,,,,
Yandy LLC,"Yandy, LLC",,,,,,
Valpast Supply Services Inc,"Valplast Supply Services, Inc.","200 Shames Drive, Westbury, NY 11590",200 Shames Drive,Westbury,NY,11590,
Novo Nordisk Inc,"Novo Nordisk, Inc.",,,,,,
Apple Leisure Group,Apple Leisure Group,"7 Campus Blvd, Suite 100, Newtown Square, PA  19073","7 Campus Blvd, Suite 100",Newtown Square,PA,19073,
Ascena Retail Group Inc,"AscenaRetail Group, Inc.",,,,,,
Mosaic Sales Solutions US Operating Co LLC,"Mosaic Sales Solutions US Operating Co., LLC",,,,,,
Sony Pictures Entertainment Inc,Sony Pictures Entertainment Inc.,"10202 W. Washington Blvd., Culver City, CA 90232",10202 W. Washington Blvd.,Culver City,CA,90232,
Sands Casino Resort Bethlehem,Sands Casino Resort Bethlehem,,,,,,
Bebe Stores Inc,"bebe stores, Inc., ",,,,,,
E-Conolight LLC,"E-Conolight, LLC","1501 96th Street, Sturtevant, WI 53177",1501 96th Street,Sturtevant,WI,53177,
#N/A,"American Residuals and Talent, Inc.","26 Gregs Way, Suite A, Tamworth, NH 03886","26 Gregs Way, Suite A",Tamworth,NH,03886,
Camden National Bank,Camden National Bank,,,,,,
Holiday Motel,Holiday Motel,"222 Hasting Hill, St. Johnsbury, VT 05819",222 Hasting Hill,St. Johnsbury,VT,05819,
Blue Mountain Community Foundation,Blue Mountain Community Foundation,,,,,,
Heywood Hospital,Highlands-Cashiers Hospital,,,,,,
Calypso St. Barth Inc,"Calypso St. Barth, Inc.","33-02 Skillman Avenue, Floor 5, Long Island City, NY 11101","33-02 Skillman Avenue, Floor 5",Long Island City,NY,11101,
Toronto-Dominion Bank,TD Bank,,,,,,
Simms Fishing Products LLC,Simms Fishing Products,,,,,,
Godiva Chocolatier Inc,"Godiva Chocolatier, Inc.","139 Mill Rock Road East, Old Saybrook, CT 06475",139 Mill Rock Road East,Old Saybrook,CT,06475,
Fidelity Investments,Fidelity Investments ,,,,,,
Visionworks Inc,Visionworks,,,,,,
Bartell Hotels,Bartell Hotels,,,,,,
Cowboys BBQ & Steak of FT Pierce,Cowboys BBQ & Steak of FT Pierce,,,,,,
Key West Crowne Plaza,Key West Crowne Plaza,,,,,,
Nomorerack.com,Nomorerack.com,,,,,,
PF Chang's China Bistro,PF Chang's China Bistro,,,,,,
PHE Inc Sinclir Institute,PHE Inc Sinclir Institute,,,,,,
Sourcebooks Inc,"Sourcebooks, Inc., ",,,,,,
Stay 123.com,Stay 123.com,,,,,,
MemberClicks Inc,"MemberClicks, Inc., d/b/a Moolah Payments",,,,,,
Fairway Independent Mortgage Corp,Fairway Independent Mortgage Corporation,,,,,,
LA Leasing Inc,"LA Leasing, Inc., d/b/a Sedona Staffing",,,,,,
