BUSINESS NAME,NOTIFICATION DOCUMENTS,START OF BREACH,END OF BREACH,DATE REPORTED,MONTANANS AFFECTED
"Viyet, LLC DBA Sotheby's Home (Sotheby's Home)",https://media.dojmt.gov/wp-content/uploads/Viyet-LLC-DBA-Sothebys-Home-Sothebys-Home.pdf,3/1/2017,10/10/2018,11/29/2018,13
"Rosenberg & Manente, PLLC",https://media.dojmt.gov/wp-content/uploads/Rosenberg-Manente-PLLC.pdf,6/5/2018,6/11/2018,11/30/2018,3
Franciscan University of Steubenville,https://media.dojmt.gov/wp-content/uploads/Franciscan-University-of-Steubenville.pdf,10/1/2018,10/15/2018,11/30/2018,3
Ontario Inc. (www.1800flowers.ca),https://media.dojmt.gov/wp-content/uploads/Ontario-Inc.-www.1800flowers.ca_.pdf,8/15/2014,9/15/2018,11/30/2018,19
Walters and Mason Retail (Atalr'd State),https://media.dojmt.gov/wp-content/uploads/Walters-and-Mason-Retail-Atalrd-State.pdf,8/15/2018,10/10/2018,11/30/2018,7
Marriott International (Starwood),https://media.dojmt.gov/wp-content/uploads/Marriott-International-Starwood.pdf,1/1/2014,11/19/2018,11/30/2018,Unknown
"KMS Financial Services, Inc. (KMS)",https://media.dojmt.gov/wp-content/uploads/KMS-Financial-Services-Inc.-KMS.pdf,9/29/2018,11/5/2018,12/3/2018,1
San Diego Hardware,https://media.dojmt.gov/wp-content/uploads/San-Diego-Hardware.pdf,2/5/2018,8/21/2018,12/5/2018,80
Vega,https://media.dojmt.gov/wp-content/uploads/Vega.pdf,10/31/2017,3/15/2018,12/5/2018,135
EmployBridge,https://media.dojmt.gov/wp-content/uploads/EmployBridge.pdf,11/21/2018,11/21/2018,12/5/2018,1
"Sunquest Information Systems, Inc.",https://media.dojmt.gov/wp-content/uploads/Sunquest-Information-Systems-Inc..pdf,11/6/2018,11/6/2018,12/6/2018,2
Royal Caribean Cruises LTD,https://media.dojmt.gov/wp-content/uploads/Royal-Caribean-Cruises-LTD.pdf,4/4/2018,9/13/2018,12/6/2018,1
"Harley-Davidson Motor company, Inc. (Harley-Davidson)",https://media.dojmt.gov/wp-content/uploads/Harley-Davidson-Motor-company-Inc.-Harley-Davidson.pdf,8/28/2018,9/10/2018,12/6/2018,2
"Piech Sales Company, LLC (ValuePetSupplies.com)",https://media.dojmt.gov/wp-content/uploads/Piech-Sales-Company-LLC-ValuePetSupplies.com_.pdf,6/7/2018,11/20/2018,12/7/2018,44
"Robert Graham Designs, LLC",https://media.dojmt.gov/wp-content/uploads/Robert-Graham-Designs-LLC.pdf,9/27/2018,11/7/2018,12/7/2018,1
MUFG Union Bank,https://media.dojmt.gov/wp-content/uploads/MUFG-Union-Bank.pdf,11/9/2018,11/22/2018,12/7/2018,1
"Titan Manufacturing and Distributing, Inc. (Titan)",https://media.dojmt.gov/wp-content/uploads/Titan-Manufacturing-and-Distributing-Inc.-Titan.pdf,11/23/2017,10/25/2018,12/7/2018,385
"Frontier Wealth Management, LLC (Frontier)",https://media.dojmt.gov/wp-content/uploads/Frontier-Wealth-Management-LLC-Frontier.pdf,7/2/2018,8/14/2018,12/10/2018,4
Kalispell OB/GYN Associates,https://media.dojmt.gov/wp-content/uploads/Kalispell-OBGYN-Associates.pdf,4/1/2018,11/28/2018,12/11/2018,1
,,,,,
Beecher Carlson,https://media.dojmt.gov/wp-content/uploads/Beecher-Carlson.pdf,8/7/2018,8/15/2017,12/11/2018,2
Farmer Bros. Co.,https://media.dojmt.gov/wp-content/uploads/Farmer-Bros.-Co..pdf,5/1/2018,9/24/2018,12/11/2018,28
Backcountry Edge,https://media.dojmt.gov/wp-content/uploads/Backcountry-Edge.pdf,11/24/2018,11/26/2018,12/11/2018,5
COR Clearing LLC (COR),https://media.dojmt.gov/wp-content/uploads/COR-Clearing-LLC-COR.pdf,9/7/2018,9/7/2018,12/12/2018,1
"Exude, Inc. d/b/a Exude Benefits Group",https://media.dojmt.gov/wp-content/uploads/Exude-Inc.-dba-Exude-Benefits-Group.pdf,2/15/2018,4/12/2018,12/14/2018,1
Free Speech Systems LLC (InfoWars),https://media.dojmt.gov/wp-content/uploads/Free-Speech-Systems-LLC-InfoWars.pdf,11/12/2018,11/13/2018,12/14/2018,11
Springstone Financial,https://media.dojmt.gov/wp-content/uploads/Springstone-Financial.pdf,7/27/2018,8/2/2018,12/14/2018,129
"Dr. Ben Lynch, LLC",https://media.dojmt.gov/wp-content/uploads/Dr.-Ben-Lynch-LLC.pdf,9/8/2018,10/2/2018,12/17/2018,2
"Beverages & More, Inc. (BevMo)",https://media.dojmt.gov/wp-content/uploads/Beverages-More-Inc.-BevMo-1.pdf,8/2/2018,9/26/2018,12/17/2018,9
GoldSilver LLC,https://media.dojmt.gov/wp-content/uploads/GoldSilver-LLC.pdf,9/28/2018,11/20/2018,12/19/2018,6
"Avis Budget Car Rental, LLC",https://media.dojmt.gov/wp-content/uploads/Avis-Budget-Car-Rental-LLC.pdf,11/16/2018,12/20/2018,12/19/2018,1
"Wausau MedMal Management Services, LLC (Wisconsin Health Care Liability Insurance Plan)",https://media.dojmt.gov/wp-content/uploads/Wausau-MedMal-Management-Services-LLC-Wisconsin-Health-Care-Liability-Insurance-Plan.pdf,11/4/2018,12/5/2018,12/20/2018,1
"Data Facts, Inc. (Medaxion; O R Nurses Credentialing; Orgill)",https://media.dojmt.gov/wp-content/uploads/Data-Facts-Inc.-Helena-Agri-Enterprise-LLC-Medaxion-O-R-Nurses-Credentialing-and-Orgill-1.pdf,10/19/2018,11/6/2018,12/20/2018,6
"Capitol Law Group, PLLC",https://media.dojmt.gov/wp-content/uploads/Capitol-Law-Group-PLLC.pdf,4/8/2018,5/13/2018,12/20/2018,1
JAND Inc. (Warby Parker),https://media.dojmt.gov/wp-content/uploads/JAND-Inc.-Warby-Parker.pdf,9/25/2018,11/26/2018,12/20/2018,77
"Kestra Investment Services, LLC",https://media.dojmt.gov/wp-content/uploads/Kestra-Investment-Services-LLC.pdf,11/1/2018,11/1/2018,12/20/2018,2
"Benchmade Knife Co., Inc.",https://media.dojmt.gov/wp-content/uploads/Benchmade-Knife-Co.-Inc..pdf,9/1/2018,10/10/2018,12/21/2018,27
"Ameriprise Financial Services, Inc.",https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial-Services-Inc.-1.pdf,11/11/2018,11/11/2018,12/21/2018,2
4A's Benefits,https://media.dojmt.gov/wp-content/uploads/4As-Benefits.pdf,12/6/2017,12/12/2017,12/26/2018,2
Prudential Insurance Company of America,https://media.dojmt.gov/wp-content/uploads/Prudential-Insurance-Company-of-America.pdf,2/6/2018,9/12/2018,12/27/2018,23
Infinera Corporation,https://media.dojmt.gov/wp-content/uploads/Infinera-Corporation.pdf,5/8/2018,6/8/2018,12/27/2018,1
College of Eastern Idaho (CEI),https://media.dojmt.gov/wp-content/uploads/College-of-Eastern-Idaho-CEI.pdf,7/14/2018,9/12/2018,12/27/2018,2
Dental Center of Northwest Ohio,https://media.dojmt.gov/wp-content/uploads/Dental-Center-of-Northwest-Ohio.pdf,8/16/2018,9/18/2018,12/28/2018,3
General Dynamics Information Technology,https://media.dojmt.gov/wp-content/uploads/General-Dynamics-Information-Technology.pdf,10/31/2018,11/13/2018,12/28/2018,43
Westminster College,https://media.dojmt.gov/wp-content/uploads/Westminster-College.pdf,5/1/2018,7/21/2018,12/28/2018,4
OXO International Ltd.,https://media.dojmt.gov/wp-content/uploads/OXO-International-Ltd.-1.pdf,7/9/2017,10/16/2018,12/28/2018,31
Blauer Manufacturing Company,https://media.dojmt.gov/wp-content/uploads/Blauer-Manufacturing-Company.pdf,9/13/2018,9/25/2018,12/31/2018,3
"Aimbridge Hospitality Holdings, LLC",https://media.dojmt.gov/wp-content/uploads/Aimbridge-Hospitality-Holdings-LLC-1.pdf,6/7/2018,9/24/2018,12/31/2018,841
"Bel USA, LLC (DiscountMugs.com)",https://media.dojmt.gov/wp-content/uploads/Bel-USA-LLC-DiscountMugs.com_.pdf,8/5/2018,11/16/2018,12/31/2018,278
Progress Bank,https://media.dojmt.gov/wp-content/uploads/Progress-Bank.pdf,7/18/2018,7/18/2018,1/1/2019,1
Synchrony Bank,https://media.dojmt.gov/wp-content/uploads/Synchrony-Bank.pdf,12/28/2017,7/9/2018,1/4/2019,10
"Centerstone Insurance and Financial Services, dba BenefitMall",https://media.dojmt.gov/wp-content/uploads/Centerstone-Insurance-and-Financial-Services-dba-BenefitMall.pdf,6/1/2018,10/11/2018,1/4/2019,140
Auburn University,https://media.dojmt.gov/wp-content/uploads/Auburn-University-1.pdf,12/6/2018,12/6/2018,1/4/2019,2
Oliver Companies,https://media.dojmt.gov/wp-content/uploads/Oliver-Companies.pdf,6/1/2018,6/30/2018,1/4/2019,1
Capital One Bank,https://media.dojmt.gov/wp-content/uploads/Capital-One-Bank-1.pdf,6/25/2017,2/15/2018,1/8/2019,4
Century Spring Corp.,https://media.dojmt.gov/wp-content/uploads/Century-Spring-Corp..pdf,7/13/2018,10/2/2018,1/8/2019,5
"A&A Global Imports, Inc",https://media.dojmt.gov/wp-content/uploads/Data-Breach-Sample-Letter-to-Consumer.pdf,8/15/2017,1/4/2019,1/9/2019,456
Welders Supply,https://media.dojmt.gov/wp-content/uploads/Welders-Supply.pdf,11/14/2018,12/6/2018,1/9/2019,8
"Real Estate Digital, LLC",https://media.dojmt.gov/wp-content/uploads/Real-Estate-Digital-LLC.pdf,11/27/2018,11/27/2018,1/10/2019,1
First American Payment Systems,https://media.dojmt.gov/wp-content/uploads/First-American-Payment-Systems.pdf,8/1/2016,12/7/2018,1/10/2019,1
"Bradley W. Orser, C.P.A., Inc., P.S.",https://media.dojmt.gov/wp-content/uploads/Bradley-W.-Orser-C.P.A.-Inc.-P.S..pdf,11/6/2018,11/6/2018,1/11/2019,1
"International E-Z UP, Inc.",https://media.dojmt.gov/wp-content/uploads/International-E-Z-Up-Inc..pdf,5/11/2018,8/2/2018,1/11/2019,32
Graeter's Ice Cream,https://media.dojmt.gov/wp-content/uploads/Graeters-Ice-Cream.pdf,6/28/2018,12/17/2018,1/15/2019,15
Reliant Rehabilitation,https://media.dojmt.gov/wp-content/uploads/Reliant-Rehabilitation.pdf,9/13/2018,9/18/2018,1/16/2019,30
4 Ever Life Insurance,https://media.dojmt.gov/wp-content/uploads/4-Ever-Life-Insurance.pdf,10/29/2018,11/13/2018,1/16/2019,2
"Aetrex Worldwide, Inc.",https://media.dojmt.gov/wp-content/uploads/Aetrex-Worldwide-Inc..pdf,6/22/2018,11/20/2018,1/17/2019,35
LPL Financial LLC (LPL),https://media.dojmt.gov/wp-content/uploads/lpl.pdf,11/1/2018,11/1/2018,1/17/2019,756
Immanuel Lutheran Communities,https://media.dojmt.gov/wp-content/uploads/Immanuel-Lutheran-Communities.pdf,1/8/2019,1/9/2019,1/18/2019,80
Valley Hope Association,https://media.dojmt.gov/wp-content/uploads/Valley-Hope-Association.pdf,10/9/2018,10/10/2018,1/18/2019,49
"Cambridge Healthcare Services, LLC",https://media.dojmt.gov/wp-content/uploads/Cambridge-Healthcare-Services-LLC.pdf,11/23/2018,12/5/2018,1/18/2019,3
The Unum Group / Colonial Life and Accident Insurance,https://media.dojmt.gov/wp-content/uploads/The-Unum-Group-Colonial-Life-and-Accident-Insurance.pdf,6/1/2018,10/31/2018,1/18/2019,1
"RevolutionParts, Inc.",https://media.dojmt.gov/wp-content/uploads/RevolutionParts-Inc..pdf,11/8/2018,11/9/2018,1/23/2019,7
American Councils for International Education (Al-Farabi Kazakh National University),https://media.dojmt.gov/wp-content/uploads/American-Councils-for-International-Education-Al-Farabi-Kazakh-National-University.pdf,1/1/2015,1/1/2019,1/23/2019,1
"ALM Media, LLC",https://media.dojmt.gov/wp-content/uploads/ALM-Media-LLC.pdf,7/7/2018,12/24/2018,1/23/2019,3
Nova Southeastern University,https://media.dojmt.gov/wp-content/uploads/Nova-Southeastern-University-1.pdf,9/1/2015,12/12/2018,1/25/2019,8
NCH Corporation,https://media.dojmt.gov/wp-content/uploads/NCH-Corporation.pdf,1/1/2016,11/30/2018,1/25/2019,8
AdventHealth Medical Group,https://media.dojmt.gov/wp-content/uploads/adv.pdf,8/1/2017,12/27/2018,1/25/2019,4
"Dr. DeLuca Dr. Marciano & Associates, P.C.",https://media.dojmt.gov/wp-content/uploads/Dr.-DeLuca-Dr.-Marciano-Associates-P.C..pdf,11/29/2018,11/29/2018,1/25/2019,1
Upright Law LLC,https://media.dojmt.gov/wp-content/uploads/Upright-Law-LLC.pdf,7/27/2018,7/30/2018,1/25/2019,94
Lutheran Life Communities,https://media.dojmt.gov/wp-content/uploads/Lutheran-Life-Communities.pdf,12/14/2018,12/14/2018,1/28/2019,2
"Applied Data Finance, LLC dba Personify Financial (ADF)",https://media.dojmt.gov/wp-content/uploads/Applied-Data-Finance-LLC-dba-Personify-Financial-ADF.pdf,7/21/2018,11/9/2018,1/31/2019,2
Defenders Inc.,https://media.dojmt.gov/wp-content/uploads/Defenders-Inc..pdf,8/1/2018,8/31/2018,1/31/2019,6
United Hospital District,https://media.dojmt.gov/wp-content/uploads/United-Hospital-District.pdf,6/10/2018,6/27/2018,2/4/2019,3
"Golden Lion Operations, Inc.",https://media.dojmt.gov/wp-content/uploads/Golden-Lion-Operations-Inc..pdf,6/6/2018,9/8/2018,2/4/2019,13
Graf & Sons Inc.,https://media.dojmt.gov/wp-content/uploads/Graf-Sons-Inc..pdf,1/19/2019,1/30/2019,2/6/2019,20
Don Best Sports Corporation and DBS Canada Corporation (Scientific Games Corporation),https://media.dojmt.gov/wp-content/uploads/Don-Best-Sports-Corporation-and-DBS-Canada-Corporation-Scientific-Games-Corporation.pdf,10/12/2018,10/28/2018,2/6/2019,49
Abbott Laboratories,https://media.dojmt.gov/wp-content/uploads/Abbott-Laboratories.pdf,1/9/2019,1/19/2019,2/6/2019,9
Pharmacy Times Office of Continuing Professional Education (PTCE),https://media.dojmt.gov/wp-content/uploads/Pharmacy-Times-Office-of-Continuing-Professional-Education-UPDATE.pdf,5/11/2018,7/6/2018,2/6/2019,171
Capital One,https://media.dojmt.gov/wp-content/uploads/Capital-One-Consumer.pdf,7/7/2018,11/8/2018,2/7/2019,8
Marquette Management,https://media.dojmt.gov/wp-content/uploads/Marquette-Management-Consumer-Breach-Notification.pdf,10/3/2018,10/4/2018,2/7/2019,1
"Aspire Financial Services, LLC",https://media.dojmt.gov/wp-content/uploads/Aspire-Consumer-Breach-Notification.pdf,12/5/2018,1/17/2019,2/8/2019,1
"Katz, Sapper & Miller (KSM)",https://media.dojmt.gov/wp-content/uploads/KSM-Consumer-Breach-Notification.pdf,1/5/2019,1/5/2019,2/8/2019,6
Windham,https://media.dojmt.gov/wp-content/uploads/Windham-Consumer-Notification-1.pdf,12/19/2018,1/17/2019,2/8/2019,1
"Image-I-Nation Technologies, Inc.",https://media.dojmt.gov/wp-content/uploads/Image-I-Nation-Technologies-Inc..pdf,11/1/2018,11/15/2018,2/8/2019,573
Humana,https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-1.pdf,3/15/2019,5/21/2019,6/7/2019,1
Memorial Hospital at Gulfport,https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-2.pdf,12/6/2018,12/17/2018,6/14/2019,27
"Transworld Oil U.S.A., Inc.",https://media.dojmt.gov/wp-content/uploads/Data-Breach-Notification.pdf,11/22/2018,,6/10/2019,1
Breckenridge Grand Vacations,https://media.dojmt.gov/wp-content/uploads/Data-Breach-Notification-1.pdf,,,6/10/2019,1
Keystone Peer Review Organization,https://media.dojmt.gov/wp-content/uploads/Data-Breach-Notification-2.pdf,4/15/2019,5/10/2019,6/12/2019,3
Missouri Southern State University,https://media.dojmt.gov/wp-content/uploads/Data-Breach-Notification-3.pdf,1/9/2019,1/17/2019,6/13/2019,7
Gift Card Mall,https://media.dojmt.gov/wp-content/uploads/Data-Breach-Notification-4.pdf,4/24/2019,5/21/2019,6/14/2019,25
Eat Street,https://media.dojmt.gov/wp-content/uploads/Data-Breach-Notification-5.pdf,5/3/2019,5/17/2019,6/14/2019,
Curators of the University of Missouri,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails.pdf,4/16/2019,4/30/2019,7/29/2019,5
"Trusted Tours & Attractions, LLC",https://media.dojmt.gov/wp-content/uploads/Pages-from-TTA__MT_AG_Notice-2-Consumer-Notification.pdf,3/24/2019,6/27/2019,7/29/2019,79
"Impact Partnership, LLC",https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails-1.pdf,6/1/2019,6/19/2019,7/30/2019,1
Sark Technologies LLC,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails1.pdf,9/28/2019,7/16/2019,8/1/2019,180
Covia Holdings Corporation - Data Breach,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails2.pdf,4/12/2019,4/15/2019,8/1/2019,3
Riggs Wealth Management,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails3.pdf,6/14/2019,6/17/2019,8/1/2019,4
"SaveDay, Inc.",https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails4.pdf,,7/5/2019,8/2/2019,1
Wisconsin Diagnostic Laboratories,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails5.pdf,8/1/2019,3/30/2019,8/2/2019,8
Presbyterian Healthcare Services,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails6.pdf,5/9/2019,5/9/2010,8/2/2019,72
National Baseball Hall of Fame and Museum,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails7.pdf,11/15/2018,5/14/2019,2/2/2019,7
Mount Sinai Medical Center,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails8.pdf,8/2/2018,3/30/2019,8/2/2019,2
"JoFit, LLC",https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails9.pdf,1/18/2019,5/12/2019,8/5/2019,10
TBI Mortgage Company,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails10.pdf,,,8/5/2019,2
"Vitagene, Inc.",https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails11.pdf,12/31/2017,8/6/2019,8/6/2019,3
AAR Corp,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails12.pdf,3/10/2019,5/2/2019,8/6/2019,1
"Olsson, Inc.",https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails13.pdf,,,8/6/2019,5
Cable One,https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails14.pdf,3/1/2019,5/1/2019,8/8/2019,1
"MDU Resources Group, Inc.",https://media.dojmt.gov/wp-content/uploads/Data-Breach-NotificationDetails16.pdf,4/23/2019,,7/22/2019,3
Bluegreen Vacations,https://media.dojmt.gov/wp-content/uploads/CONSUMER-Main-Notification-Template-lost-package-incident-9-26-2019-.docx,9/5/2019,9/5/2019,10/1/2019,1
"Kearns, Brinen & Monaghan",https://media.dojmt.gov/wp-content/uploads/General-Notice.pdf,7/15/2019,8/19/2019,10/1/2019,1
American Express,https://media.dojmt.gov/wp-content/uploads/Consumer.pdf,8/28/2019,9/11/2019,9/30/2019,2
Lakeside Orthopedic Clinic,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-17.pdf,8/1/2019,8/1/2019,9/27/2019,6
City of Charlottesville,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-18.pdf,3/19/2019,4/22/2019,9/27/2019,2
"Majoris Health Systems, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-20.pdf,7/24/2019,8/23/2019,9/20/2019,11
Wood Ranch Medical,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-21.pdf,8/10/2019,8/10/2019,9/18/2019,10
DoorDash,https://media.dojmt.gov/wp-content/uploads/Consumer-1.pdf,4/5/2019,9/5/2019,9/26/2019,21
"'47 Brand, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-22.pdf,4/30/2019,5/7/2019,9/16/2019,13
Ashton Woods Homes,https://media.dojmt.gov/wp-content/uploads/General-Notice-1.pdf,4/8/2019,6/21/2019,9/26/2019,1
Securities Training Corporation,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-23.pdf,4/16/2019,6/14/2019,9/13/2019,2
All American Entertainment,https://media.dojmt.gov/wp-content/uploads/Consumer-2.pdf,2/10/2019,2/10/2019,9/24/2019,4
Cornerstone Building Brands,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-24.pdf,4/1/2019,4/2/2019,9/11/2019,7
Salem Health,https://media.dojmt.gov/wp-content/uploads/Consumer-4.pdf,7/31/2019,7/31/2019,9/17/2019,1
Amateur Athletic Union (AAU),https://media.dojmt.gov/wp-content/uploads/Consumer-5.pdf,10/1/2018,7/2/2019,9/13/2019,"3,678"
Mannheim School District 83,https://media.dojmt.gov/wp-content/uploads/General-Notice-3.pdf,8/29/2019,8/29/2019,9/19/2019,1
Peoples Injury Network Northwest,https://media.dojmt.gov/wp-content/uploads/Consumer-6.pdf,4/22/2019,4/23/2019,9/12/2019,14
Tom Sauer Bond Agency LLC (TSBA),https://media.dojmt.gov/wp-content/uploads/Consumer-7.pdf,6/18/2019,8/1/2019,9/11/2019,189
IVDesk,https://media.dojmt.gov/wp-content/uploads/General-Notice-4.pdf,2/21/2019,2/21/2019,9/13/2019,2
Shore Specialty Consultants Pulmonology Group,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-25.pdf,7/7/2019,7/8/2019,9/6/2019,1
MGM Resorts International,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-26.pdf,7/7/2019,7/24/2019,9/5/2019,19
National Education Association (NEA),https://media.dojmt.gov/wp-content/uploads/f.pdf,3/11/2019,5/7/2019,8/28/2019,3
Wall Street Greetings,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-27.pdf,7/30/2019,8/21/2019,9/6/2019,
Penn-Mar Human Services,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-28.pdf,4/10/2019,8/5/2019,9/5/2019,1
CafePress Inc.,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-29.pdf,2/19/2019,8/6/2019,9/4/2019,49515
State Bar of Michigan,https://media.dojmt.gov/wp-content/uploads/Consumer-9.pdf,9/9/2019,9/9/2019,9/9/2019,1
Northeastern Star Asset Management,https://media.dojmt.gov/wp-content/uploads/General-Notice-5.pdf,5/1/2019,8/9/2019,9/11/2019,1
The City-County of Butte-Silver Bow,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-30.pdf,8/7/2019,8/9/2019,8/30/2019,526
"Katherine Caldwell, CPA",https://media.dojmt.gov/wp-content/uploads/Experian-IdentityWorks-Credit-3B-Letter.docx,4/20/2019,4/20/2019,9/13/2019,5
"Carl's Golfland, Inc",https://media.dojmt.gov/wp-content/uploads/CON-Carls-Golfland-Notification-Letter-Master1-4822-1388-4066-v.1.pdf,3/25/2019,7/14/2019,8/30/2019,80
"Liberty Lift Solutions, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-31.pdf,7/26/2019,7/26/2019,8/27/2019,1
"Eye Safety Systems, Inc.",https://media.dojmt.gov/wp-content/uploads/CON-Montana-Regulator-and-Sample-Consumer-Notice.pdf,11/21/2017,7/16/2019,8/29/2019,53
"Corporate Creations International, Inc.",https://media.dojmt.gov/wp-content/uploads/CON-2019.08.28-MT-Notice-Letter.pdf,7/17/2019,7/24/2019,8/28/2019,"1,147"
Artesia General Hospital,https://media.dojmt.gov/wp-content/uploads/CON-Pages-from-Artesia_MT-AG-Notice.pdf,6/11/2019,6/18/2019,8/27/2019,5
Arizona Game and Fish Department (AZGFD),https://media.dojmt.gov/wp-content/uploads/Consumer-10.pdf,7/22/2019,7/22/2019,8/30/2019,2
EatStreet,https://media.dojmt.gov/wp-content/uploads/Consumer-11.pdf,5/3/2019,5/17/2019,7/14/2019,106
"Equian, LLC",https://media.dojmt.gov/wp-content/uploads/CON-FINAL-Equian_-_Montana_-_AG_Notice_Letter-c.pdf,4/10/2019,5/24/2019,8/27/2019,24
The Baptist Foundation of Oklahoma,https://media.dojmt.gov/wp-content/uploads/CON-BFOK-Adult-CM.pdf,6/25/2019,6/25/2019,8/16/2019,3
"Gavilon Grain, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-12.pdf,12/1/2015,8/2/2019,8/30/2019,9
"Homeside Financial, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-32.pdf,3/27/2019,3/31/2019,8/29/2019,2
"PW Companies, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-13.pdf,7/11/2019,7/11/2019,8/29/2019,1
"Communities Connected for Kids, Inc. (CCK)",https://media.dojmt.gov/wp-content/uploads/Consumer-14.pdf,8/1/2018,3/15/2019,8/29/2019,20
Vitalant,https://media.dojmt.gov/wp-content/uploads/General-Notice-6.pdf,7/28/2019,8/22/2019,9/12/2019,2
Toyota Financial Services,https://media.dojmt.gov/wp-content/uploads/General-Notice-7.pdf,9/4/2019,9/4/2019,10/3/2019,5
Methodist Hospitals,https://media.dojmt.gov/wp-content/uploads/General-Notice-8.pdf,3/13/2019,8/7/2019,10/4/2019,1
"PKF, LLP",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-34.pdf,9/5/2019,9/5/2019,10/15/2019,1
Tomo Drug Testing,https://media.dojmt.gov/wp-content/uploads/General-Notice-9.pdf,4/23/2019,5/9/2019,10/9/2019,1
Art.com,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-35.pdf,7/5/2019,8/26/2019,10/11/2019,7
South Pacific Financial Corporation,https://media.dojmt.gov/wp-content/uploads/General-Notice-10.pdf,6/13/2019,6/21/2019,10/11/2019,3
Fix My Blinds,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-36.pdf,3/14/2019,6/12/2019,10/8/2019,96
"Continental Finance Company, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-37.pdf,9/30/2019,9/30/2019,10/7/2019,1
Professional Golfers' Association of America,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-38.pdf,12/1/2018,12/28/2018,10/4/2019,2
Nutraceutical Wellness Inc.,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-39.pdf,9/11/2019,9/11/2019,10/11/2019,53
UnitedHealthcare,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-40.pdf,7/26/2019,7/26/2019,10/16/2019,1
Calibre CPA Group,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-62.pdf,3/11/2019,5/7/2019,8/26/2019,219
"Creation Entertainment, Inc",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-64.pdf,2/1/2018,10/10/2018,8/26/2019,90
"Cornerstone Benefits, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-41.pdf,7/23/2019,7/23/2019,10/21/2019,1
"Hamlin & Burton Liability Management, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-42.pdf,7/10/2019,7/10/2019,10/21/2019,3
"Youth For Christ USA, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-43.pdf,7/30/2019,7/30/2019,10/21/2019,2
Endicott College,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-44.pdf,9/21/2019,9/23/2019,10/24/2019,1
"Aptevo Therapeutics, Inc.",https://media.dojmt.gov/wp-content/uploads/General-Notice-11.pdf,9/13/2019,9/13/2019,10/16/2019,1
"Eye Buy Direct, Inc.",https://media.dojmt.gov/wp-content/uploads/General-Notice-12.pdf,9/1/2018,9/29/2019,10/14/2019,2340
L&M Supply,https://media.dojmt.gov/wp-content/uploads/General-Notice-13.pdf,7/29/20119,8/20/2019,10/23/2019,2
