Raw Data,Data Pulled
"McKesson, August 30, 2007 ",1/18/2019
"McMahan, Thomson & Associates, April 27, 2018 ",1/18/2019
"McNair & Company, October 05, 2017 ",1/18/2019
"McNEIL-PPC, Inc., May 24, 2007 ",1/18/2019
"MCR Investors LLC, April 23, 2018 ",1/18/2019
"MDF Instruments, February 03, 2017 ",1/18/2019
"MEBA Benefit Plans, July 27, 2018 ",1/18/2019
"Mechanical Construction Services, Inc., September 04, 2018 ",1/18/2019
"Med-A-Vision, September 18,2018 ",1/18/2019
"MedAltus, LLC, August 03, 2016 ",1/18/2019
"Med Associates, Inc., June 14, 2018 ",1/18/2019
"MedEvolve, July 27, 2018 ",1/18/2019
"MedEvolve, July 10, 2018 ",1/18/2019
"Medical Collegues of Texas, LLP, May 11, 2016 ",1/18/2019
"Medical Informatics Engineering, June 19, 2015 ",1/18/2019
"Medical Informatics Engineering, July 15, 2015 ",1/18/2019
"Medical Management, LLC, May 13, 2015 ",1/18/2019
"Medtronic Minimed, November 26, 2018 ",1/18/2019
"MedWatch, LLC, April 27, 2018 ",1/18/2019
"MedWatch, LLC, April 13, 2018 ",1/18/2019
"MEI-GSR (Grand Sierra Resort), June 10, 2016 ",1/18/2019
"Melissa D. Selke, Dr., December 12, 2016 ",1/18/2019
"MemberClicks, Inc. dba Moolah Payments, November 18, 2014 ",1/18/2019
"Member First Mortgage, LLC, January 26, 2018 ",1/18/2019
"Memorial Healthcare System, July 11, 2012 ",1/18/2019
"Memorial Healthcare System, April 12, 2012 ",1/18/2019
"Memory4Less, October 24, 2017 ",1/18/2019
"Mercer Administration, March 15, 2011 ",1/18/2019
"Mercer HR Services, LLC, May 06, 2014 ",1/18/2019
"Merchant America, March 23, 2007 ",1/18/2019
"Mercier, May 13, 2010 ",1/18/2019
"Merlin Information Services, April 07, 2011 ",1/18/2019
"Merlin Information Services, October 04, 2010 ",1/18/2019
"Merrill Lynch, December 29, 2008 ",1/18/2019
"Merrill Lynch, December 16, 2008 ",1/18/2019
"Merrill Lynch, August 07, 2007 ",1/18/2019
"Merrill Lynch, March 27, 2007 ",1/18/2019
"Merrimack Mortgage Company, LLC, September 02, 2016 ",1/18/2019
"Methodist Theological School, November 10, 2010 ",1/18/2019
"MetLife, December 19, 2018 ",1/18/2019
"Metropolitan Companies, Inc., The, June 18, 2014 ",1/18/2019
"Metropolitan Life Insurance Company, October 18, 2010 ",1/18/2019
"MFS Service Center, Inc., September 16, 2013 ",1/18/2019
"M Holdings Securities, Inc., August 31, 2016 ",1/18/2019
"Michael J. Duranceau, CPA, LLC., June 01, 2018 ",1/18/2019
"Michael Saunders & Company, January 18, 2018 ",1/18/2019
"Michael Saunders & Company, December 18, 2017 ",1/18/2019
"Michaels Stores, Inc., April 18, 2014 ",1/18/2019
"Michaels Stores, Inc., January 27, 2014 ",1/18/2019
"Mid-America Apartment Communities, Inc., May 20, 2015 ",1/18/2019
"Michels Corporation, April 25, 2016 ",1/18/2019
"Michigan State University, November 22, 2016 ",1/18/2019
"MicroDAQ.com, Ltd, October 07, 2016 ",1/18/2019
"Mid-American Elevator Company (see USA Hoist), November 14, 2017",1/18/2019
"Mid-American Elevator Equipment Company (see USA Hoist), November 14, 2017",1/18/2019
"Mid-Atlantic Carpenters' Training Center MACTC, December 29, 2017 ",1/18/2019
"Middletown, New York, City of, October 21, 2016 ",1/18/2019
"MidState Medical Center, April 05, 2011 ",1/18/2019
"Midwest Supplies, LLC, August 27, 2013 ",1/18/2019
"Milar, CPA PC, Glenn R., March 29, 2017 ",1/18/2019
"Milestone Hospitality Management, LLC, August 14, 2015 ",1/18/2019
"Millimaki Eggert, LLP, June 13, 2013 ",1/18/2019
"Mindlance, Inc., January 19, 2018 ",1/18/2019
"Mission Linen Supply Company, July 24, 2012 ",1/18/2019
"Missions Door, November 03, 2017 ",1/18/2019
"Mitchell Gold + Bob Williams, February 03, 2017 ",1/18/2019
"Mitchell International, Inc., March 14, 2016 ",1/18/2019
"MJ Insurance, December 31, 2018 ",1/18/2019
"MLSgear, February 01, 2008 ",1/18/2019
"MMF Industries, March 21, 2016 ",1/18/2019
"MMF POS, May 13, 2016 ",1/18/2019
"MNP Corporation, April 06, 2016 ",1/18/2019
"Modern Gun School, October 27, 2014 ",1/18/2019
"Momentive Performance Materials Savings Plan, April 01, 2015 ",1/18/2019
"Monadnock Community Bank, November 09, 2010 ",1/18/2019
"Monadnock Community Bank, September 23, 2010 ",1/18/2019
"Monadnock Regional School District, June 05, 2015 ",1/18/2019
"Mondelez International, August 16, 2018 ",1/18/2019
"Monoprice, April 02, 2010 ",1/18/2019
"Monster Worldwide, Inc., November 04, 2011 ",1/18/2019
"Montana Department of Public Health and Human Services, July 03, 2014 ",1/18/2019
"Montana Department of Public Health and Human Services, June 23, 2014 ",1/18/2019
"Montana State University, June 13, 2013 ",1/18/2019
"Montana State University, December 21, 2012 ",1/18/2019
"Monticello Central School District, January 12, 2018 ",1/18/2019
"Morris Rothenberg & Son, Inc. dba Rothco, November 03, 2016 ",1/18/2019
"Motorola, February 06, 2009 ",1/18/2019
"Motorola Mobility, Inc., February 03, 2012 ",1/18/2019
"Mountain Park Health Center, April 15, 2016 ",1/18/2019
"Movement Mortgage, September 04, 2018 ",1/18/2019
"Movement Mortgage, July 10, 2017 ",1/18/2019
"Mrs Prindables, February 24, 2017 ",1/18/2019
"M. Stanley Metz & Company, Inc., February 01, 2017 ",1/18/2019
"MSK Group, P.C., July 05, 2018 ",1/18/2019
"Mt. Diablo Unified School District, December 18, 2012 ",1/18/2019
"Mt. Rushmore Firms, February 14, 2013 ",1/18/2019
"MUFG Union Bank, N.A., December 13, 2018 ",1/18/2019
"Multi-Color Corporation, August 02, 2016 ",1/18/2019
"Multi-Color Corporation, June 15, 2016 ",1/18/2019
"Multnomah Athletic Club, January 02, 2018 ",1/18/2019
"Munro and Company, Inc., August 22, 2018 ",1/18/2019
"My Pilot Store, March 19, 2010 ",1/18/2019
"myMatrixx, February 13, 2014 ",1/18/2019
"mytreo.net, May 29, 2007 ",1/18/2019
"Naito Corporation, November 26, 2013 ",1/18/2019
"Nantucket Island Resorts LLC, July 17, 2017 ",1/18/2019
"Nardella & Taylor, LLP September 10 2018 ",1/18/2019
"Nashbar Direct Inc., July 06, 2009 ",1/18/2019
"Nathan Sports, May 01, 2017 ",1/18/2019
"National Association of Chain Drug Stores, November 03, 2008 ",1/18/2019
"National Credit Adjusters, LLC, June 05, 2014 ",1/18/2019
"National DCP, LLC., August 08, 2017 ",1/18/2019
"National Financial Services, LLC, April 13, 2012 ",1/18/2019
"National Gypsum, June 07, 2010 ",1/18/2019
"National Railroad Passenger Corporation, May 23, 2018 ",1/18/2019
"National Restaurant Association, April 30,2018 ",1/18/2019
"National Seating and Mobility, June 12, 2015 ",1/18/2019
"National Wholesale Company, Inc., November 03. 2016 ",1/18/2019
"Nationstar Mortgage LLC dba Mr. Cooper, August 31, 2017 ",1/18/2019
"Nationwide Financial, October 09, 2007 ",1/18/2019
"Nationwide Health Plans, January 15, 2007 ",1/18/2019
"Native Canada Footwear Ltd, August 16, 2017 ",1/18/2019
"Natural Life Collections, Inc., October 20, 2016 ",1/18/2019
"Nature Conservancy, The, September 27, 2007 ",1/18/2019
"Nature Conservancy, The, October 10, 2007 ",1/18/2019
"NBC Sports Group, October 14, 2013 ",1/18/2019
"NBTY, July 07, 2010 ",1/18/2019
"NCI Group, Inc., September 22, 2017 ",1/18/2019
"NCO Financial Systems, Inc., April 22, 2014 ",1/18/2019
"Nebo Financial Services, October 10, 2011 ",1/18/2019
"Nebraska State College System, August 15, 2012 ",1/18/2019
"Neeley-Nemeth, LLP dba Barton Oaks Dental Group, May 18, 2017 ",1/18/2019
"Neiman Marcus Group, April 14, 2017 ",1/18/2019
"Neiman Marcus Group, January 25, 2014 ",1/18/2019
"Neiman Marcus Group, April 24, 2007 ",1/18/2019
"Nelnet, October 04, 2010 ",1/18/2019
"Nemours Foundation, October 06, 2011 ",1/18/2019
"NEO Tech, February 12, 2017 ",1/18/2019
"Nestle Waters North America, Inc., February 26, 2008 ",1/18/2019
"Net32 , October 25, 2018 ",1/18/2019
"NetBrain Technologies, Inc., April 20, 2016 ",1/18/2019
"Netcracker Technology Corporation, March 17, 2016 ",1/18/2019
"Netflix, April 20, 2011 ",1/18/2019
"netPolarity, March 17, 2017 ",1/18/2019
"Neue Galerie, October 05, 2017 ",1/18/2019
"Neurocare, Inc., July 09, 2012 ",1/18/2019
"Neurology Foundation, Inc., September 01, 2017 ",1/18/2019
"Newegg, Inc., November 16, 2018 ",1/18/2019
"New England Regional Mortgage Corporation, October 15, 2018 ",1/18/2019
"New England School of Law, October 29, 2007 ",1/18/2019
"New Hampshire Distributors, LLC, April 26, 2016 ",1/18/2019
"New Horizons Computer Learning Centers, Inc., July 10, 2015 ",1/18/2019
"New Horizons Computer Learning Centers South Florida, October 06, 2016 ",1/18/2019
"New West Health Services dba New West Medicare, January 15, 2016 ",1/18/2019
"New York, City of, April 11, 2007 ",1/18/2019
"New York Life Insurance Company, September 05, 2017 ",1/18/2019
"New York Life Insurance Company, January 30, 2017 ",1/18/2019
"New York Life Insurance Company, August 10, 2009 ",1/18/2019
"New York Life Insurance Company, July 02, 2007 ",1/18/2019
"New York Oncology Hematology, P.C. (NYOH), November 19, 2018 ",1/18/2019
"New York State Electric & Gas (NYSEG), February 14, 2012 ",1/18/2019
"New York State Electric & Gas (NYSEG), January 23, 2012 ",1/18/2019
"Newton Manufacturing Company, May 06, 2009 ",1/18/2019
"Next Day Flyers (NDF), June 05, 2012 ",1/18/2019
"NextGen Healthcare, Inc., November 16, 2018 ",1/18/2019
"NFM Lending, December 17, 2018 ",1/18/2019
"NFP Property & Casualty Services, Inc., March 23, 2018 ",1/18/2019
"NH Deferred Compensation Commission, August 16, 2017 ",1/18/2019
"NH Employment Security, November 20, 2017 ",1/18/2019
"NH Employment Security, November 25, 2014 ",1/18/2019
"NH Retirement System, August 09,2017 ",1/18/2019
"NH Technical Institute, May 30, 2008 ",1/18/2019
"Nicopure Labs, LLC., May 16, 2017 ",1/18/2019
"Nielsen Company, The, June 15, 2017 ",1/18/2019
"Nite Ize, Inc., March 27, 2015 ",1/18/2019
"Nix Check Cashing, June 30, 2010 ",1/18/2019
"NLU Products, LLC (BGZ brands), July 25, 2016 ",1/18/2019
"Noble House Hotels & Resorts, September 02, 2016 ",1/18/2019
"Noble House Hotels & Resorts, August 24, 2016 ",1/18/2019
"NoMoreClipboard, July 15, 2015 ",1/18/2019
"Noodles & Company, June 28, 2016 ",1/18/2019
"Nordic Consulting Partners, Inc., August 01, 2016 ",1/18/2019
"Nordic Consulting Partners, Inc., May 02, 2016 ",1/18/2019
"Nordstrom, November 06, 2018 ",1/18/2019
"Nordstrom, November 07, 2013 ",1/18/2019
"Nordstrom, August 01, 2012 ",1/18/2019
"Nordstrom, September 01, 2011 ",1/18/2019
"Normandeau Associates, August 20, 2009 ",1/18/2019
"North 40 Outfitters, February 23, 2018 ",1/18/2019
"North America Administrators, LP, May 11, 2018 ",1/18/2019
"North American Power & Gas, LLP, August 03, 2018 ",1/18/2019
"North American Risk Services, October 09, 2018 ",1/18/2019
"North American Title Company, November 03, 2017 ",1/18/2019
"North Carolina State University, July 08, 2016 ",1/18/2019
"North Pacific Group Security Breach, December 23, 2008 ",1/18/2019
"North Palm Motors, LLC dba Napleton's Car Rental Center, July 11, 2016 ",1/18/2019
"North Park University, April 10, 2018 ",1/18/2019
"North Texas Medical Center (NTMC), April 23, 2018 ",1/18/2019
"Northeast Arc, January 05, 2018 ",1/18/2019
"Northeast Rehabilitation Health Network, August 30, 2016 ",1/18/2019
"Northeast Rehabilitation Hospital Network, September 05, 2018 ",1/18/2019
"Northeast Rehabilitation Hospital Network, January 25, 2017 ",1/18/2019
"Northeast Rehabilitation Hospital Network, June 06, 2016 ",1/18/2019
"Northeast Rehabilitation Hospital Network, August 20, 2015 ",1/18/2019
"Northeast Rehabilitation Hospital Network, August 14, 2014 ",1/18/2019
"Northeast Rehabilitation Hospital Network, April 08, 2009 ",1/18/2019
"Northern Trust Company, July 29, 2014 ",1/18/2019
"Northrop Grumman, April 19, 2017 ",1/18/2019
"Northrop Grumman, August 09, 2013 ",1/18/2019
"NorthStar Anesthesia, July 20, 2018 ",1/18/2019
"Northwest Rheumatology, July 31, 2017 ",1/18/2019
"Notre Dame de Namur University, June 20, 2018 ",1/18/2019
"Nourse Farms, Inc., August 31, 2016 ",1/18/2019
"Novo Nordisk Inc., December 18, 2014 ",1/18/2019
"Nova Southeastern University, November 06, 2014 ",1/18/2019
"Novartis, August 05, 2013 ",1/18/2019
"Novation, September 22, 2016 ",1/18/2019
"Novo Nordisk, Inc., November 25, 2014 ",1/18/2019
"NRG Assets LLC, July 21, 2014 ",1/18/2019
"NRT, March 22, 2016 ",1/18/2019
"NSK, January 25, 2008 ",1/18/2019
"NTT Data, Inc., May 04, 2016 ",1/18/2019
"NuCO2, October 14, 2011 ",1/18/2019
"Nussbaum Yates Berg Klein & Wolpow, LLP, October 03, 2017 ",1/18/2019
"NWAM, LLC dba Northwest Asset Management, March 23, 2018 ",1/18/2019
"Nye Lubricants, August 21, 2008 ",1/18/2019
"Oak Associates Funds, March 06, 2014 ",1/18/2019
"Ocean Reef Community, March 14, 2012 ",1/18/2019
"O.C. Tanner, April 26, 2016 ",1/18/2019
"Occidental College, June 19, 2017 ",1/18/2019
"Office of Professional Licensure and Certification, July 11, 2016 ",1/18/2019
"OfficeTeam, May 30, 2007 ",1/18/2019
"Okabena Company, December 13, 2018 ",1/18/2019
"Oiselle Running Inc., January 29, 2016 ",1/18/2019
"Oldcastle APG, Inc., January 02, 2013 ",1/18/2019
"Omega Net, Inc., August 07, 2014 ",1/18/2019
"Omega Net, Inc., August 04, 2014 ",1/18/2019
"Omni American Bank, February 13, 2008 ",1/18/2019
"OneMain Financial, February 09, 2018 ",1/18/2019
"Onmi Hotels and Resorts, July 07, 2016 ",1/18/2019
"OMNIA Partners, Inc., August 20, 2018 ",1/18/2019
"OnDeck Capital, Inc., April 08, 2016 ",1/18/2019
"One Love Organics, Inc., November 03, 2014 ",1/18/2019
"OneStopParking, March 17, 2015 ",1/18/2019
"One World Distribution, Inc., April 07, 2017 ",1/18/2019
"Online Traffic School, The. September 29, 2017 ",1/18/2019
"1873349 Ontario, Inc. (Ontario), December 03, 2018 ",1/18/2019
"Onyx Graphics, Inc., February 21, 2017 ",1/18/2019
"Open Text Corporation, July 06, 2017 ",1/18/2019
"Operon, January 21, 2015 ",1/18/2019
"OppenheimerFunds, November 14, 2017 ",1/18/2019
"Oppenheimer Funds, August 01, 2014 ",1/18/2019
"OptiNose US Inc., April 16, 2013 ",1/18/2019
"optionsXpress, Inc., May 24, 2017 ",1/18/2019
"Optoma Technology, Inc., July 24, 2018 ",1/18/2019
"Oracle, November 28, 2007 ",1/18/2019
"Oracle Corporation - Fidelity Investments, July 31, 2013 ",1/18/2019
"Orbitz, March 26, 2018 ",1/18/2019
"Orbitz, March 20, 2018 ",1/18/2019
"Orbitz Worldwide, September 24, 2008 ",1/18/2019
"Orchards Inn, August 31, 2017 ",1/18/2019
"Oregon Educators Benefit Board, November 26, 2014 ",1/18/2019
"O'Reilly Media Group, March 31, 2016 ",1/18/2019
"Orient-Express Hotels Ltd., December 20, 2013 ",1/18/2019
"Ortho Clinic Diagnostics, Inc., November 29, 2007 ",1/18/2019
"OrthoCare Medical Equipment, LLC, March 25, 2013 ",1/18/2019
"Orvis Company, Inc., March 23, 2012 ",1/18/2019
"Osprey Packs, Inc., August 27, 2013 ",1/18/2019
"Osram Sylvania, May 13, 2015 ",1/18/2019
"Otsuka-America, January 29, 2015 ",1/18/2019
"Otsuka America Inc., February 10, 2015 ",1/18/2019
"Ouidad, October 18, 2013 ",1/18/2019
"Our Honeymoon Wishes, Inc., August 03, 2018 ",1/18/2019
"Outdoor Network LLC, September 06, 2013 ",1/18/2019
"Owner-Operator Independent Drivers Association, June 19, 2012 ",1/18/2019
"OXO, October 31, 2018 ",1/18/2019
"OXO International Ltd., December 28, 2018 ",1/18/2019
"PACCAR, February 14, 2018 ",1/18/2019
"Pacific Quest, April 27, 2017 ",1/18/2019
"Painted Turtle, The, March 05, 2015 ",1/18/2019
"Palm Bay international, February 28, 2017 ",1/18/2019
"paAna, March 08, 2017 ",1/18/2019
"PAR Electrical Contractors, Inc., February 05, 2018 ",1/18/2019
"Parallon Business Solutions, April 07, 2014 ",1/18/2019
"Paris Las Vegas Operating Company, July 31, 2017 ",1/18/2019
"Parkhurst Dining, June 13, 2017 ",1/18/2019
"Park-n-Fly, March 20, 2015 ",1/18/2019
"Park-n-Fly, January 20, 2015 ",1/18/2019
"Park-n-Fly, December 30, 2014 ",1/18/2019
"parsonsKellogg, October 18, 2016 ",1/18/2019
"Partners HealthCare System, Inc., February 05, 2018 ",1/18/2019
"Partners HealthCare System, Inc., February 12, 2015 ",1/18/2019
"Patriot Self Storage, February 03, 2012 ",1/18/2019
"Paul Stuart, Inc., June 29, 2017 ",1/18/2019
"PAX Labs, Inc., August 11, 2016 ",1/18/2019
"PayJunction, October 01, 2013 ",1/18/2019
"Paytime, Inc., June 30, 2014 ",1/18/2019
"Paytime, Inc., May 20, 2014 ",1/18/2019
"PCA Skin, February 28, 2017 ",1/18/2019
"PCC Structurals, Inc., January 21, 2014 ",1/18/2019
"Peaceful Valley, September 11, 2018 ",1/18/2019
"Peachtree Neurological Clinic, July 06, 2017 ",1/18/2019
"Pearl Izumi, April 29, 2013 ",1/18/2019
"Pearson Education, Inc., July 15, 2008 ",1/18/2019
"Penn Mutual Life Insurance Company, February 01, 2011 ",1/18/2019
"Pennsylvania Higher Education Assistance Agency, August 06, 2007 ",1/18/2019
"Pennsylvania Real Estate Investment Trust, June 11, 2014 ",1/18/2019
"Pennsylvania State University, The, May 24, 2016 ",1/18/2019
"Pennsylvania State University, The, May 18, 2015 ",1/18/2019
"Pension Fund of the Christian Church, January 16, 2018 ",1/18/2019
"Pentagon Federal Credit Union, January 11, 2011 ",1/18/2019
"Pentagon Federal Credit Union, December 30, 2010 ",1/18/2019
"Pentair Aquatic Eco Systems, Inc., January 26, 2018 ",1/18/2019
"Pentel of America, March 03, 2009 ",1/18/2019
"Pentucket Medical, April 20, 2017 ",1/18/2019
"Peoples Bank of Commerce, May 01, 2013 ",1/18/2019
"Peppermill Casinos, Inc., October 06, 2015 ",1/18/2019
"Pepsi Bottling Group, December 23, 2008 ",1/18/2019
"Percheron, LLC, February 23, 2015 ",1/18/2019
"PerfectServe, Inc., September 27, 2017 ",1/18/2019
"PerkinElmer, Inc., March 16, 2016 ",1/18/2019
"Petco Animal Supplies, Inc., July 26, 2012 ",1/18/2019
"Peter Freuler & Associates CPA (""PFA""), November 09, 2018 ",1/18/2019
"Peter Michael Winery, June 15, 2015 ",1/18/2019
"Petrochem Insulation, Inc., September 30, 2013 ",1/18/2019
"PF@-Com, Inc., April 10, 2018 ",1/18/2019
"P.F. Chang's China Bistro, Inc., January 27, 2010 ",1/18/2019
"Pfizer, June 10, 2011 ",1/18/2019
"Pfizer, May 07, 2009 ",1/18/2019
"Pfizer, March 19, 2008 ",1/18/2019
"Pfizer, August 24, 2007 ",1/18/2019
"Pfizer, August 23, 2007 ",1/18/2019
"Pfizer, Part 1, May 30, 2007 ",1/18/2019
"Pfizer, Part 2, May 30, 2007 ",1/18/2019
"Pharmacy Times Office of Continuing Professional Education, LLC (PTCE), November 19, 2018 ",1/18/2019
"PharMerica, January 12, 2018 ",1/18/2019
"PHH Corporation, May 10, 2013 ",1/18/2019
"Philips. May 24, 2018 ",1/18/2019
"Phoenix House Foundation, Inc., February 05, 2015 ",1/18/2019
"Piech Sales Company, LLC, dba ValuePetSupplies.com December 24, 2018 ",1/18/2019
"Piech Sales Company LLC-dba Value Pet Supplies Company, January 14, 2015 ",1/18/2019
"Pillsbury Winthrop Shaw Pittman LLP, August 24, 2018 ",1/18/2019
"Pillsbury Winthrop Shaw Pittman LLP, July 25, 2008 ",1/18/2019
"Pinnacle Advisory Group, Inc., May 21, 2018 ",1/18/2019
"Pioneer Bankcorp, Inc. dba First Bank, May 01, 2018 ",1/18/2019
"Pioneer Valley Books, June 23, 2017 ",1/18/2019
"Pivotal Software, Inc., March 30, 2016 ",1/18/2019
"Pizza Hut, Inc., October 14, 2017 ",1/18/2019
"Placemark Investments, Inc., July 30, 2014 ",1/18/2019
"Placemark Investments, Inc., May 23, 2014 ",1/18/2019
"plae.com, June 07, 2018 ",1/18/2019
"Plant Therapy, July 30, 2018 ",1/18/2019
"Plow & Hearth, LLC, September 22, 2017 ",1/18/2019
"Plymouth State University, June 28, 2011 ",1/18/2019
"PNC's Highmark Blue Cross Blue Shield, February 20, 2015 ",1/18/2019
"Polaris Industries Inc., June 07, 2013 ",1/18/2019
"Politi & Magnifico, LLC, November 10, 2016 ",1/18/2019
"PolkBeder LLC, May 08, 2017 ",1/18/2019
"Postcard Press, Inc. dba Next Day Flyers (NDF), June 05, 2012 ",1/18/2019
"Posternak Blankstein & Lund, November 01, 2018 ",1/18/2019
"Posternak Blankstein & Lund, September 04, 2018 ",1/18/2019
"Power Home Remodeling (""PHR"") October 02 2018 ",1/18/2019
"Power Equipment Direct, Inc., May 21, 2014 ",1/18/2019
"PPI, November 07, 2018 ",1/18/2019
"PPI, October 04, 2018 ",1/18/2019
"Precision Pipleline, LLC, August 15, 2016 ",1/18/2019
"Preferred Hotels & Resorts, March 02, 2018 ",1/18/2019
"PREIT, May 08, 2014 ",1/18/2019
"Premera Blue Cross, March 04, 2015 ",1/18/2019
"Premera Blue Cros, March 17. 2015 ",1/18/2019
"Prescott Metal, Inc., November 05, 2018 ",1/18/2019
"Presidian Hotels & Resorts, December 19, 2014 ",1/18/2019
"Prexair, April 20, 2010 ",1/18/2019
"Primary Residential Mortgage, Inc., May 09, 2016 ",1/18/2019
"Prime Inc., October 31, 2016 ",1/18/2019
"Primedia, Inc. now known as RentPath, Inc., July 01, 2013 ",1/18/2019
"Primedia, Inc. now known as RentPath, Inc., May 31, 2013 ",1/18/2019
"Primex, May 29, 2012 ",1/18/2019
"Princeton Pain Management, January 27, 2017 ",1/18/2019
"Principal Financial Group, March 20, 2017 ",1/18/2019
"Principal Financial Group, March 13, 2017 ",1/18/2019
"Principal Financial Group, February 27, 2017 ",1/18/2019
"Principal Financial Group, May 14, 2010 ",1/18/2019
"Principal Life Insurance Company, June 08, 2012 ",1/18/2019
"PrintingCenterUSA.com, May 29, 2018 ",1/18/2019
"Printpack Inc., August 22, 2007 ",1/18/2019
"Procter & Gamble Company, May 15, 2012 ",1/18/2019
"Professional Education Institute, February 15, 2007 ",1/18/2019
"Professional Golf Ball Services (""PGBS""), October 05, 2018 ",1/18/2019
"Project Management Institute, July 13, 2016 ",1/18/2019
"Pro Performance Sports, LLC, July 27, 2016 ",1/18/2019
"ProScan Imaging LLC, March 02, 2017 ",1/18/2019
"ProSchools, April 22, 2016 ",1/18/2019
"Proskauer Rose, LLP, April 06, 2016 ",1/18/2019
"Prosper, November 26, 2018 ",1/18/2019
"Protravel International LLC, September 24, 2018 ",1/18/2019
"Provident Bank, October 17, 2018 ",1/18/2019
"Provident Bank, June 20, 2017 ",1/18/2019
"Provident Bank, March 29, 2017 ",1/18/2019
"Provident Credit Union, June 13, 2017 ",1/18/2019
"Provo Craft & Novelty, Inc. dba Circut, October 06, 2017 ",1/18/2019
"Proximax, March 29, 2010 ",1/18/2019
"Prudential, October 11, 2018 ",1/18/2019
"Prudential Financial and Towers Perrin, January 17, 2007 ",1/18/2019
"PSEG, October 10, 2011 ",1/18/2019
"PSS World Medical, Inc., September 15, 2008 ",1/18/2019
"Public Storage, September 25, 2013 ",1/18/2019
"Public Storage, Inc., January 29, 2007 ",1/18/2019
"Pulmonary Specialists of Louisville, PSC, November 28, 2017 ",1/18/2019
"Purdue Pharma, May 09, 2008 ",1/18/2019
"Pure Integration, LLC, April 28, 2016 ",1/18/2019
"Putnam Investor Services, Inc., July 13, 2018 ",1/18/2019
"PVHS-ICM, June 30, 2017 ",1/18/2019
"QBE North America, September 13, 2017 ",1/18/2019
"QBE North America, July 03, 2017 ",1/18/2019
"QR Lending, September 02, 2016 ",1/18/2019
"Quad-C Management, Inc., June 07, 2018 ",1/18/2019
"QualiChem, Inc., March 09, 2017 ",1/18/2019
"Qualified Plans, LLC, June 06, 2018 ",1/18/2019
"Quantum, June 17, 2010 ",1/18/2019
"Quayside Publishing Group, June 21, 2013 ",1/18/2019
"Quest Diagnostics, December 19, 2014 ",1/18/2019
"Quest Diagnostics, August 17, 2012 ",1/18/2019
"Quest Nutrition October 01, 2018 ",1/18/2019
"Quixtar, June 11, 2008 ",1/18/2019
"R&A Design, LLC, January 04, 2017 ",1/18/2019
"Radisson, October 12, 2009 ",1/18/2019
"Rail Europe North America, Inc.(RENA), April 24, 2018 ",1/18/2019
"Rail Europe SAS (France), May 30, 2018 ",1/18/2019
"Rain Bird Corporation, October 31, 2017 ",1/18/2019
"Ralph Lauren Corporation, October 07, 2011 ",1/18/2019
"Ramy Brook, April 24, 2018 ",1/18/2019
"Rand McNally, May 05, 2017 ",1/18/2019
"Rand McNally, March 17, 2017 ",1/18/2019
"Randolph Savings Bank, November 21, 2017 ",1/18/2019
"Randstad Professionals, March 09, 2011 ",1/18/2019
"RBC Royal Bank, January 26, 2018 ",1/18/2019
"RBC Wealth Management LLC, August 03, 2018 ",1/18/2019
"RBS Citizens Financial Group, Inc., April 10, 2014 ",1/18/2019
"RBS Citizens Financial Group, Inc., March 31, 2014 ",1/18/2019
"RC Andersen, LLC, February 16, 2017 ",1/18/2019
"Rea.deeming Beauty, Inc. dba beautyblenderJanuary 052018",1/18/2019
"RealTruck, Inc., March 17, 2017 ",1/18/2019
"Rebecca Minkoff, LLC, November 04, 2016 ",1/18/2019
"Rebecca Minkoff, LLC, September 09, 2016 ",1/18/2019
"Record Assist, LLC, June 18, 2014 ",1/18/2019
"REEB Millwork Corporation, August 29, 2018 ",1/18/2019
"Red Boat Advisor Resources, August 20, 2012 ",1/18/2019
"REDICO Management, Inc. (""REDICO""), September 24, 2018 ",1/18/2019
"Reed Smith, July 27, 2010 ",1/18/2019
"Regal Entertainment Group, September 17, 2008 ",1/18/2019
"Regeneron, July 26, 2010 ",1/18/2019
"RegistratioNATION, December 23, 2013 ",1/18/2019
"REI Holding Co., April 20, 2017 ",1/18/2019
"Reliable Respiratory, October 29, 2018 ",1/18/2019
"Remington Lodging & Hospitality, LLC, July 18, 2017 ",1/18/2019
"R.E. Moulton, May 23, 2008 ",1/18/2019
"Renaissance PhilanthropicSolutions Group (""RenPSG""), October 24, 2018  ",1/18/2019
"Republic Services, August 26, 2013 ",1/18/2019
"Resnick, August 06, 2010 ",1/18/2019
"Resnick, July 21, 2010 ",1/18/2019
"Retail Capital, LLC, April 15, 2015 ",1/18/2019
"Retail Capital, LLC, April 01, 2015 ",1/18/2019
"reThink Group, Inc., The, September 06, 2017 ",1/18/2019
"Retirement Advantage, Inc. (The), March 27, 2018 ",1/18/2019
"reuseit.com, March 29, 2012 ",1/18/2019
"Revenue Assurance Professional, February 13, 2009 ",1/18/2019
"RevUp Group, LLC dba RevUp Sports, June 21, 2018 ",1/18/2019
"RFID, Inc., August 25, 2009 ",1/18/2019
"Richardson & Company, P.C., January 29, 2016 ",1/18/2019
"Ricoh USA, Inc., May 18, 2017 ",1/18/2019
"RISE Wisconsin, Inc., June 07, 2018 ",1/18/2019
"Rite Aid, June 05, 2015 ",1/18/2019
"Rite Aid Online Store, Inc., May 17, 2017 ",1/18/2019
"RJD, LLC dba Guardian Technologies, LLC, June 07, 2017 ",1/18/2019
