Org Name,Original Text,Reported Date,URL
Tiffany & Co.,"Tiffany & Co., September 05, 2012 ",9/5/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/tiffany-20120905.pdf
Tiffany & Co.,"Tiffany & Co., March 21, 2012 ",3/21/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/tiffany-20120321.pdf
Tiger Leasing LLC,"Tiger Leasing LLC, April 29, 2016 ",4/29/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/tiger-leasing-20160429.pdf
Timber Blinds,"Timber Blinds, March 06, 2013 ",3/6/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/timber-blinds-20130306.pdf
Time Inc,"Time Inc, January 04, 2010 ",1/4/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/time-20100103.pdf
Time & Pay,"Time & Pay, February 11, 2019 ",2/11/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/time-pay-20190211.pdf
Time Warner Towers Perrin,"Time Warner Towers Perrin, January 26, 2007 ",1/26/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/time-warner-20070126.pdf
Timepieces International,"Timepieces International, June 14, 2019 ",6/14/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/timepieces-international-20190614.pdf
Times Three Clothier LLC dba Yummie by Heather Thomson,"Times Three Clothier LLC dba Yummie by Heather Thomson, November 16, 2016 ",11/16/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/times-three-clothier-20161116.pdf
Timken Company The,"Timken Company The, March 04, 2014 ",3/4/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/timken-company-20140304.pdf
TIO Networks USA Inc,"TIO Networks USA Inc, October 25, 2018  ",10/25/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/tio-networks-20181025.pdf
TIO Networks USA Inc,"TIO Networks USA Inc, February 02, 2018 ",2/2/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/tio-networks-20180202.pdf
TIO Networks USA Inc,"TIO Networks USA Inc, December 22, 2017 ",12/22/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/tio-networks-20171222.pdf
Titanium Metals Corporation,"Titanium Metals Corporation, August 13, 2009 ",8/13/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/titanium-metals-20090813.pdf
Titan Manufacturing and Distributing Inc,"Titan Manufacturing and Distributing Inc, December 03, 2018 ",12/3/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/titan-manufacturing-20181203.pdf
Title Nine,"Title Nine, November 13, 2018  ",11/13/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/title-nine-20181113.pdf
Title Nine,"Title Nine, September 10, 2018 ",9/10/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/title-nine-20180910.pdf
TJX,"TJX, January 17, 2007 ",1/17/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/tjx-20070117.pdf
TKC Holdings Inc,"TKC Holdings Inc, August 31, 2018 ",8/31/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/tkc-holdings-20180831.pdf
TLO,"TLO, March 22, 2013 ",3/22/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/tlo-20130322.pdf
TM Acquisition LLC dba Trymedia,"TM Acquisition LLC dba Trymedia, January 13, 2012 ",1/13/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/tm-acquisition-trymedia-20120113.pdf
TMEIC Corporation,"TMEIC Corporation, April 18, 2016 ",4/18/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/tmeic-20160418.pdf
TN Marketing,"TN Marketing, February 29, 2016 ",2/29/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/tn-marketing-20160229.pdf
Tobacco Haven,"Tobacco Haven, July 27, 2012 ",7/27/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/tobacco-haven-20120727.pdf
Tommie Copper Inc,"Tommie Copper Inc, July 11, 2018 ",7/11/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/tommie-copper-20180711.pdf
Tommie Copper Inc,"Tommie Copper Inc, October 06, 2017 ",10/6/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/tommie-cooper-20171006.pdf
Topps Company Inc,"Topps Company Inc, February 25, 2019 ",2/25/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/topps-company-20190225.pdf
Topps Company,"Topps Company, December 27, 2016 ",12/27/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/topps-20161227.pdf
Torrance Memorial,"Torrance Memorial, June 19, 2017 ",6/19/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/torrance-memorial-20170619.pdf
Toscano Clements Taylor,"Toscano Clements Taylor, March 05, 2017 ",3/5/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/toscano-clements-taylor-20170305.pdf
Toshiba America Information Systems Inc,"Toshiba America Information Systems Inc, April 30, 2013 ",4/30/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/toshiba-america-20130430.pdf
Total Bank,"Total Bank, July 09, 2014 ",7/9/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/total-bank-20140709.pdf
Total Phase,"Total Phase, March 24, 2017 ",3/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/total-phase-20170324.pdf
Total System Services Inc (TSYS),"Total System Services Inc (TSYS), September 26, 2013 ",9/26/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/total-system-services-20130926.pdf
Totally Promotional,"Totally Promotional, August 17, 2015 ",8/17/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/totally-promotional-20150817.pdf
Towers Perrin and Alpharma,"Towers Perrin and Alpharma, January 09, 2007 ",1/9/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/towers-perrin-alpharma-20070109.pdf
Towers Perrin and Altria,"Towers Perrin and Altria, January 10, 2007 ",1/10/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/towers-perrin-altria-20070110.pdf
Towers Perrin and Celanese Americas Corp,"Towers Perrin and Celanese Americas Corp, January 15, 2007 ",1/15/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/towers-perrin-celanese-20070115.pdf
Towers Perrin and United Technologies Corp,"Towers Perrin and United Technologies Corp, January 16, 2007 ",1/16/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/towers-perrin-united-20070116.pdf
Town & Country Federal Credit Union,"Town & Country Federal Credit Union, April 29, 2019 ",4/29/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/town-country-20190429.pdf
Towsend & Son Inc Jas.,"Towsend & Son Inc Jas., June 05, 2017 ",6/5/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/townsend-20170605.pdf
Toyota and Lexus Financial Services,"Toyota and Lexus Financial Services, June 28, 2019 ",6/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/toyota-lexus-financial-20190628.pdf
Toyota and Lexus Financial Services,"Toyota and Lexus Financial Services, June 27, 2019 ",6/27/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/toyota-lexus-financial-20190627.pdf
Toyota Motor Credit Corporation,"Toyota Motor Credit Corporation, August 23, 2016 ",8/23/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/toyota-motor-credit-20160823.pdf
Toyota Motor Sales,"Toyota Motor Sales, November 21, 2008 ",11/21/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/toyota-motor-sales-20081121.pdf
TRADEBE Environmental Services LLC,"TRADEBE Environmental Services LLC, April 02, 2013 ",4/2/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/tradebe-20130402.pdf
TradeMotion LLC,"TradeMotion LLC, July 24, 2018 ",7/24/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/trademotion-20180724.pdf
Transcend Capital,"Transcend Capital, August 20, 2012 ",8/20/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/transcend-capital-20120820.pdf
Transcend Capital,"Transcend Capital, November 11, 2011 ",11/11/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/transcend-capital-20111111.pdf
TransPerfect Global Inc,"TransPerfect Global Inc, February 10, 2017 ",2/10/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/transperfect-20170210.pdf
TransUnion,"TransUnion, October 09, 2018 ",10/9/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/transunion-20181009.pdf
TransUnion,"TransUnion, March 12, 2012 ",3/12/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/transunion-20120312.pdf
TransUnion,"TransUnion, October 18, 2010 ",10/18/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/transunion-20101018.pdf
Transworld Oil USA Inc,"Transworld Oil USA Inc, June 13, 2019 ",6/13/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/transworld-oil-usa-20190613.pdf
Travel Caddy Inc dba Travelon,"Travel Caddy Inc dba Travelon, August 04, 2016 ",8/4/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/travel-caddy-20160804.pdf
Travel Leaders Group,"Travel Leaders Group, October 24, 2018  ",10/24/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/tlg-20181024.pdf
Travelocity.com,"Travelocity.com, November 22, 2013 ",11/22/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/travelocity-20131122.pdf
TravisMathew,"TravisMathew, October 26, 2018 ",10/26/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/travismathew-2018102618.pdf
Tremco Incorporated,"Tremco Incorporated, July 29, 2015 ",7/29/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/tremco-20150729.pdf
TriBike Transport LLC,"TriBike Transport LLC, March 2019 ",3/1/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/tribike-20190322.pdf
Trident University,"Trident University, February 21, 2012 ",2/21/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/trident-university-20120222.pdf
Trilegiant Corporation,"Trilegiant Corporation, December 01, 2011 ",12/1/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/trilegiant-corp-20111201.pdf
TriNet Trading Corporation,"TriNet Trading Corporation, February 20, 2015 ",2/20/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/trinet-trading-data-breach-20150220.pdf
Trinity Heating & Air Inc dba Trinity Solar,"Trinity Heating & Air Inc dba Trinity Solar, April 12, 2016 ",4/12/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/trinity-heating-20160412.pdf
Trion Worlds Inc,"Trion Worlds Inc, December 21, 2011 ",12/21/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/trion-worlds-20111221.pdf
TriTech Software Systems,"TriTech Software Systems, March 30, 2017 ",3/30/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/tritech-software-20170330.pdf
TRUEBenefits LLC,"TRUEBenefits LLC, September 18, 2017 ",9/18/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/truebenefits-20170918.pdf
Trump Hotel Collection,"Trump Hotel Collection, September 25, 2015 ",9/25/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/trump-hotel-collection-20150925.pdf
Trump Hotels,"Trump Hotels, June 30, 2017 ",6/30/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/trump-hotels-20170630.pdf
Trusted Tours & Attractions LLC,"Trusted Tours & Attractions LLC, July 30, 2019 ",7/30/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/trusted-tours-attractions-20190730.pdf
Trustmark Mutual Holding Company,"Trustmark Mutual Holding Company, June 22, 2015 ",6/22/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/trustmark-mutual-20150622.pdf
TTI Floor Care North America,"TTI Floor Care North America, April 14, 2016 ",4/14/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/tti-floor-care-20160414.pdf
Tufts Health Public Plans Inc,"Tufts Health Public Plans Inc, January 31, 2017 ",1/31/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/tufts-health-20170131.pdf
Tufts University,"Tufts University, July 07, 2011 ",7/7/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/tufts-university-20110707.pdf
Tufts University,"Tufts University, June 03, 2010 ",6/3/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/tufts-university-20100603.pdf
Tulane University,"Tulane University, January 07, 2011 ",1/7/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/tulane-university-20110107.pdf
Tully Automotive Group,"Tully Automotive Group, September 22, 2016 ",9/22/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/tulley-automotive-20160922.pdf
Turrentine & Associates Inc David,"Turrentine & Associates Inc David, June 20, 2017 ",6/20/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/turrentine-20170620.pdf
Tuskegee University,"Tuskegee University, June 22, 2018 ",6/22/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/tuskegee-university-20180622.pdf
Tween Brands Inc,"Tween Brands Inc, November 03, 2017 ",11/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/tween-brands-20171103.pdf
Twin America,"Twin America, December 09, 2010 ",12/9/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/twin-america-20101209.pdf
Twinspires.com,"Twinspires.com, September 04, 2012 ",9/4/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/twinspires-20120904.pdf
Tyco,"Tyco, June 23, 2009 ",6/23/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/tyco-20090623.pdf
Tyler Technologies Inc,"Tyler Technologies Inc, March 13, 2017 ",3/13/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/tyler-technologies-20170313.pdf
U-Haul Co. of California,"U-Haul Co. of California, December 12, 2017 ",12/12/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/u-haul-20171212.pdf
Uber Technologies Inc,"Uber Technologies Inc, December 18, 2017 ",12/18/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/uber-technologies-20171218.pdf
Uber Technologies Inc,"Uber Technologies Inc, November 21, 2017 ",11/21/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/uber-technologies-20171121.pdf
Uber Technologies Inc,"Uber Technologies Inc, February 26, 2015 ",2/26/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/uber-technologies-20150226.pdf
UCLA,"UCLA, July 31, 2017 ",7/31/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/ucla-20170731.pdf
UCLA Health,"UCLA Health, July 17, 2015 ",7/17/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/ucla-health-20150717.pdf
UFCW Local 655 Food Employers Joint Pension Plan,"UFCW Local 655 Food Employers Joint Pension Plan, November 09, 2016 ",11/9/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/ufcw-local-655-20161109.pdf
UIL Holdings Corporation,"UIL Holdings Corporation, September 16, 2016 ",9/16/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/uil-holdings-20160916.pdf
UIL Holdings Corporation,"UIL Holdings Corporation, September 29, 2014 ",9/29/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/uil-holdings-20140929.pdf
UMass Memorial Medical Center (UMMMC),"UMass Memorial Medical Center (UMMMC), May 05, 2014 ",5/5/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/umass-memorial-medical-center-20140505.pdf
UMass Memorial Medical Group,"UMass Memorial Medical Group, January 30, 2015 ",1/30/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/umass-memorial-medical-group-20150130.pdf
Under Armour,"Under Armour, April 24, 2012 ",4/24/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/under-armour-20120424.pdf
Unicare,"Unicare, April 02, 2008 ",4/2/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/unicare-20080402.pdf
Unified Trust Company N.A. (UTC),"Unified Trust Company N.A. (UTC), November 13, 2018  ",11/13/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/utc-20181113.pdf
Unilever and Towers Perrin,"Unilever and Towers Perrin, February 05, 2007 ",2/5/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/unilever-towers-perrin-20070205.pdf
Union Benefit Planners,"Union Benefit Planners, April 10, 2019 ",4/10/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/union-benefit-planners-20190410.pdf
Union Labor Life Insurance Company,"Union Labor Life Insurance Company, June 12, 2014 ",6/12/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/union-labor-life-insurance-20140612.pdf
Union League Club of Chicago,"Union League Club of Chicago, April 29, 2016 ",4/29/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/union-league-club-20160429.pdf
United Airlines,"United Airlines, July 06, 2017 ",7/6/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/united-airlines-20170706.pdf
United Food-Commercial Workers International,"United Food-Commercial Workers International, April 24, 2009 ",4/24/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/united-food-20090424.pdf
United Healthcare,"United Healthcare, June 25, 2007 ",6/25/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/united-healthcare-20070625.pdf
United Natural Foods Inc,"United Natural Foods Inc, January 08, 2014 ",1/8/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/united-natural-foods-20140108.pdf
United Rentals Inc,"United Rentals Inc, March 18, 2015 ",3/18/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/united-rentals-20150318.pdf
United Shore Financial Services LLC,"United Shore Financial Services LLC, March 20, 2013 ",3/20/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/united-shore-financial-20130320.pdf
United Transportation Union Insurance Association,"United Transportation Union Insurance Association, June 09, 2008 ",6/9/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/united-transportation-20080609.pdf
UnityPoint Health,"UnityPoint Health, July 30, 2018 ",7/30/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/unitypoint-20180730.pdf
Unity Recovery Group Inc,"Unity Recovery Group Inc, May 26, 2015 ",5/26/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/unity-recovery-group-20150526.pdf
University of Alaska System,"University of Alaska System, June 10, 2019 ",6/10/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/university-alaska-system-20190610.pdf
Universal Nutrition,"Universal Nutrition, October 11, 2017 ",10/11/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/universal-nutrition-20171011.pdf
University of Central Florida,"University of Central Florida, February 05, 2016 ",2/5/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/university-central-florida-20160205.pdf
University of Connecticut,"University of Connecticut, June 14, 2016 ",6/14/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/university-connecticut-20160614.pdf
University of Connecticut,"University of Connecticut, May 08, 2012 ",5/8/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/university-connecticut-20120508.pdf
University of Connecticut Cooperative Corporation,"University of Connecticut Cooperative Corporation, January 31, 2011 ",1/31/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/university-connecticut-cooperative-20110131.pdf
University of Connecticut Health,"University of Connecticut Health, February 22, 2019 ",2/22/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/university-connecticut-health-20190222.pdf
University of Connecticut Health Center,"University of Connecticut Health Center, March 07, 2013 ",3/7/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/university-connecticut-health-20130307.pdf
University Gastroenterolgy,"University Gastroenterolgy, September 08, 2016 ",9/8/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/university-gastroenterology-20160908.pdf
University of Idaho,"University of Idaho, March 06, 2017 ",3/6/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/university-idaho-20170306.pdf
University Medical Center (University of Chicago),"University Medical Center (University of Chicago), February 26, 2015 ",2/26/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/university-medical-center-20150226.pdf
University of Mary Washington (Fredericksburg VA),"University of Mary Washington (Fredericksburg VA), February 04, 2016 ",2/4/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/university-mary-washington-20160204.pdf
University of New England,"University of New England, August 26, 2019 ",8/26/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/university-new-england-20190826.pdf
University of New Hampshire,"University of New Hampshire, August 14, 2017 ",8/14/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-20170814.pdf
University of New Hampshire,"University of New Hampshire, April 10, 2015 ",4/10/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-20150410.pdf
University of New Hampshire,"University of New Hampshire, November 30, 2011 ",11/30/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-20111130.pdf
University of New Hampshire,"University of New Hampshire, August 17, 2007 ",8/17/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-20070817.pdf
University of New Hampshire - Information Security Services,"University of New Hampshire - Information Security Services, August 18, 2015 ",8/18/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/university-nh-information-security-20150817.pdf
University of New Mexico,"University of New Mexico, May 15, 2017 ",5/15/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/university-new-mexico-20170515.pdf
University of North Carolina at Charlotte,"University of North Carolina at Charlotte, May 09, 2012 ",5/9/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/university-north-carolina-20120509.pdf
University of the Southwest,"University of the Southwest, April 22, 2016 ",4/22/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/university-southwest-20160422.pdf
Universtiy of Toledo,"Universtiy of Toledo, May 16, 2018 ",5/16/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/university-toledo-20180516.pdf
University of Vermont,"University of Vermont, April 1, 2019 ",4/1/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/university-of-vermont-20190401.pdf
University of Wisconsin - Superior Alumni Association,"University of Wisconsin - Superior Alumni Association, February 22, 2018 ",2/22/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/university-wisconsin-alumni-20180222.pdf
Uno Alla Volta LLC Inc,"Uno Alla Volta LLC Inc, May 22, 2018 ",5/22/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/uno-alla-volta-20180522.pdf
Upper Connecticut Valley Hospital,"Upper Connecticut Valley Hospital, December 23, 2016 ",12/23/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/upper-connecticut-valley-hospital-20161223.pdf
Upper Skagit Indian Tribe,"Upper Skagit Indian Tribe, December 21, 2012 ",12/21/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/upper-skagit-casino-20121221.pdf
Upright Law,"Upright Law, January 24, 2019 ",1/24/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/upright-law-20190124.pdf
Upromise,"Upromise, July 28, 2011 ",7/28/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/upromise-20110728.pdf
UPS,"UPS, June 08, 2007 ",6/8/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/ups-20070608.pdf
Urology Austin,"Urology Austin, March 22, 2017 ",3/22/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/urology-austin-201703022.pdf
Ursus Holdings LLC,"Ursus Holdings LLC, September 08, 2016 ",9/8/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/ursus-holdings-20160908.pdf
USAA,"USAA, August 01, 2014 ",8/1/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/usaa-20140801.pdf
USACS Management Group Ltd.,"USACS Management Group Ltd., May 16, 2018 ",5/16/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/usacs-management-20180516.pdf
USA Field Hockey,"USA Field Hockey, July 14, 2016 ",7/14/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/usa-field-hockey-20160714.pdf
USA Hoist Company Inc,"USA Hoist Company Inc, November 14, 2017 ",11/14/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/usa-hoist-20171114.pdf
USR Holdings LLC,"USR Holdings LLC, February 20, 2019 ",2/20/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/usr-holdings-20190220.pdf
US Airways,"US Airways, August 02, 2013 ",8/2/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/us-airways-20130802.pdf
US Anti-Doping Agency,"US Anti-Doping Agency, February 24, 2017 ",2/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/us-antidoping-20170224.pdf
US Bank,"US Bank, May 11, 2016 ",5/11/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/us-bank-20160511.pdf
US Cellular Corporation,"US Cellular Corporation, October 24, 2017 ",10/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/us-cellular-20171024.pdf
US Cellular Corporation,"US Cellular Corporation, June 27, 2017 ",6/27/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/us-cellular-2070627.pdf
US Foodservice,"US Foodservice, June 13, 2008 ",6/13/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/us-foodservice-20080613.pdf
US Foodservice Inc,"US Foodservice Inc, September 03, 2008 ",9/3/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/us-foodservice-20080909.pdf
US Fund for UNICEF,"US Fund for UNICEF, January 06, 2014 ",1/6/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/us-fund-unicef-20140106.pdf
US Investigations Services LLC,"US Investigations Services LLC, October 28, 2014 ",10/28/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/us-investigations-20141028.pdf
US Olympic Committee,"US Olympic Committee, November 21, 2016 ",11/21/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/us-olympic-committee-20161121.pdf
Utah Food Bank,"Utah Food Bank, August 25, 2015 ",8/25/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/utah-food-bank-20150825.pdf
UTI,"UTI, January 13, 2011 ",1/13/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/uti-20110131.pdf
Valeritas,"Valeritas, September 23, 2014 ",9/23/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/valeritas-20140923.pdf
Valley Hope Association,"Valley Hope Association, January 24, 2019  ",1/24/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/valley-hope-20190124.pdf
Valor Management Corp.,"Valor Management Corp., November 19, 2018 ",11/19/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/valor-management-20181119.pdf
Valpak,"Valpak, December 14, 2012 ",12/14/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/valpak-20121214.pdf
Valplast Supply Services Inc,"Valplast Supply Services Inc, December 17, 2014 ",12/17/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/valplast--supply-20141217.pdf
Value Eyecare Network Inc dba 39dollarglasses.com,"Value Eyecare Network Inc dba 39dollarglasses.com, July 21, 2017 ",7/21/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/value-eyecare-20170721.pdf
ValueOptions Inc,"ValueOptions Inc, October 28, 2011 ",10/28/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/valueoptions-20111028.pdf
Valve Corporation,"Valve Corporation, February 08, 2012 ",2/8/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/valve-corporation-20120208.pdf
Vapor Group Inc,"Vapor Group Inc, March 18, 2019 ",3/18/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/vapor-group-2019318.pdf
Vaupell,"Vaupell, September 30, 2016 ",9/30/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/vaupell-20160930.pdf
Vecellio Group,"Vecellio Group, February 07, 2017 ",2/7/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/vecellio-20170207.pdf
Vegas US LLC,"Vegas US LLC, December 06, 2018 ",12/6/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/vegas-20181206.pdf
Velcro,"Velcro, September 01, 2017 ",9/1/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/velcro-20170901.pdf
Vendini Inc,"Vendini Inc, June 21, 2013 ",6/21/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/vendini-20130621.pdf
Venetian Casino Resort,"Venetian Casino Resort, September 14, 2007 ",9/14/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/venetian-casino-20070914.pdf
