"Cohen & Grieb, P.A.",itu-271923,6/7/2016,1,"name, address, dln, ssn, financial info",unauthorized access
"The Quikrete, Inc.",itu-271926,6/7/2016,3,"name, ssn",info inadvertently emailed to incorrect recipient
"Pasternack Tilker Ziegler Walsh Stanton & Romano, LLP",itu-270474,6/6/2016,,"name, address, ssn",data improperly removed by former employee
"Empathia, Inc.",itu-270476,6/6/2016,1926,"name, address, phone number, ssn, dob",malware
"Launch That, LLC",itu-270470,6/3/2016,1,"name, email address, dob, ssn, dln",info inadvertently emailed
Marymount University,itu-270471 (2),6/3/2016,,"name, ssn, bank account info",unauthorized access
Marymount University,itu-270471 (1),6/3/2016,,"name, ssn, bank account info",unauthorized access
Mutual of Omaha Insurance,itu-270472,6/3/2016,79,"name, ssn, dob",info inadvertently accessible online
Bucknell University,itu-270473,6/3/2016,241,personal info,potential unauthorized access
Acer Service Corporation,itu-270469,6/1/2016,831,"name, address, payment card info",info stored in unsecure manner
National Network of Abortion Funds,itu-271921,6/1/2016,,"name, payment card info",malware
"ARIAD Pharmaceuticals, Inc.",itu-270435,5/31/2016,1,"name, ssn, w-2 tax info",phishing
Maryland Department of Human Resources,itu-270436,5/31/2016,117,"Name, EBT card",
Abernathy & Company,itu-270457,5/31/2016,2,"name, ssn, w-2 tax info",unauthorized access
Aristech Surfaces,itu-270432,5/27/2016,1,"name, ssn",stolen laptop
"Shoes West Distribution, Inc. dba Taos Footwear",itu-270434,5/27/2016,,"name, payment card info",malware
"Ben Bridge Jeweler, Inc.",itu-270431,5/27/2016,1,"name, ssn, w-2 tax info",phishing
"Intuit, Inc.",itu-270461,5/27/2016,28,"name, ssn, tax info",unauthorized access
Bank of America,itu-270465,5/27/2016,,"name, banking account info",fraud by former employee
"Spectrum, Inc.",itu-270463,5/27/2016,,"name, ssn, w-2 tax info",phishing
"Sirius XM Radio, Inc.",itu-270462,5/27/2016,1,"name, customer account number, address",unauthorized online access
"Stamford Podiatry Group, P.C.",itu-270464,5/27/2016,32,"name, ssn, medical info",hackers
"Match-Up Solutions, Inc.",itu-270430,5/26/2016,74,"name, address, payment card info",malware
"Macfadden, Inc.",itu-270429,5/26/2016,,"name, ssn, dob, dln, direct deposit info",improper download by former employee
The Pennsylvania State University,itu-270459,5/26/2016,21,"name, ssn",info inadvertently accessible on website
Oldcastle Building Envelope,itu-270427(2),5/24/2016,,"name, ssn, w-2 tax info",unauthorized access
Mid-Ohio Foodbank,itu-270428,5/24/2016,,"name, address, dln, ssn",stolen laptop
Oldcastle Building Envelope,itu-270427,5/24/2016,,"name, ssn, w-2 tax info",unauthorized access
The Kroger Co.,itu-270460,5/24/2016,17,"name, ssn, w-2 tax info",unauthorized access
"Maritz Holdings, Inc.",itu-270426,5/23/2016,20,"name, ssn, w-2 tax info",phishing
"USI, Inc.",itu-270425,5/19/2016,46,"name, ssn, w-2 tax info",info inadvertently emailed to wrong recipient
"Challain, Inc. dba Batdorf & Bronson Coffee Roasters",itu-270424,5/17/2016,33,"name, payment card info",unauthorized access
"Kolodzey & Cox CPAs, PC",itu-270423,5/17/2016,,"name, ssn, w-2 tax info",unauthorized access to servers
"Brinker International, Inc.",itu-270422,5/16/2016,1,"name, ssn, address, phone number",inadvertent error
Distinct Software Solutions DBA Golf 18 Network,itu-270421,5/16/2016,,"name, address, phone number, payment card info",unauthorized access
"George Gillian, DDS",itu-270418,5/13/2016,,"name, payment info, ssn, insurance info",stolen computer
City College of San Francisco,itu-270420,5/13/2016,1,"name, ssn, address",phishing
Stream Gas & Electric Ltd.,itu-270419,5/13/2016,,"name, address, dob, wage, ssn",unauthorized access
"USI, Inc.",itu-270417,5/12/2016,3,"name, ssn, w-2 tax info",info inadvertently emailed
Reiser,itu-270467,5/12/2016,1,"name, ssn, tax info",unauthorized access
Kalamazoo College,itu-270414,5/11/2016,,,
"MYR Group, Inc.",itu-270416,5/11/2016,18,"name, ssn, w-2 tax info",phishing
"Medical Colleagues of Texas, LLP",itu-270415 (2),5/11/2016,18,"name, address, ssn, health insurance info",unauthorized access
"Medical Colleagues of Texas, LLP",itu-270415,5/11/2016,18,"name, address, ssn, health insurance info",unauthorized access
SD Associates P.C.,itu-270437 (update),5/11/2016,1,"name, address, ssn",hackers
SD Associates P.C.,itu-270437,5/11/2016,1,"name, address, ssn",hackers
Hill+Knowlton,itu-270458,5/11/2016,20,"name, address, ssn, salary info",info emailed to unauthorized recipient
Westcor Land Title Insurance Company,itu-270413,5/10/2016,,,
"Astreya Partners, Inc.",itu-270411 (1),5/10/2016,1,"name, ssn, w-2 tax info",phishing
"Astreya Partners, Inc.",itu-270411 (2),5/10/2016,1,"name, ssn, w-2 tax info",phishing
Curse Inc.,itu-270410,5/10/2016,14,"name, ssn, 1099 tax info",info inadvertently transmitted
Westcor Land Title Insurance Company,itu-270413 (2),5/10/2016,,,
"Intuit, Inc.",itu-270438,5/10/2016,38,"name, ssn, tax info",unauthorized access
"I.M. Systems Group, Inc.",itu-270407,5/9/2016,197,"name, ssn, w-2 tax info",phishing
"Group Benefit Services, Inc.",itu-270409,5/9/2016,71,"name, ssn",error during software upgrade
"Rug Doctor, LLC",itu-270408 (1),5/9/2016,,"name, ssn, w-2 tax info",phishing
"Rug Doctor, LLC",itu-270408 (2),5/9/2016,,"name, ssn, w-2 tax info",phishing
"Rug Doctor, LLC",itu-270408 (3),5/9/2016,,"name, ssn, w-2 tax info",phishing
Symphony Health Solutions Corporation,itu-270439,5/9/2016,2,"name, ssn, w-2 tax info",phishing
"NTT Data, Inc.",itu-270440,5/9/2016,4,"name, ssn, w-2 tax info",phishing
"Primary Residential Mortgage, Inc.",itu-270406,5/6/2016,106,"name, ssn, w-2 tax info",phishing
"AxoGen, Inc.",itu-270441,5/6/2016,2,"name, ssn, w-2 tax info",phishing
Brunswick Corporation,itu-270405,5/5/2016,,"name, ssn, w-2 tax info",phishing
California State University Northridge,itu-270404,5/5/2016,,"name, address, ssn, email address, phone number",info inadvertently accessible
"RagingWire Data Centers, Inc.",itu-270403,5/5/2016,18,"name, ssn, w-2 tax info",phishing
Areas,itu-270400,5/4/2016,587,"name, ssn, address",phishing
Certifikid LLC,itu-270401 (2),5/4/2016,,"name, payment card info,",malware
Avention,itu-270402,5/4/2016,2,"name, ssn, w-2 tax info",phishing
Certifikid LLC,itu-270401 (1),5/4/2016,,"name, payment card info,",malware
"Nordic Consulting Partners, Inc.",itu-270442,5/4/2016,,"name, ssn, w-2 tax info",info visible in envelope window
Strafaci & Associates,itu-270398,5/3/2016,,"name, ssn, dln, address",phishing
Sanctuary Clothing LLC,itu-270397,5/3/2016,12,"name, payment card info, email address, address",malware
Charles Schwab & Co. Inc.,itu-270399 (1),5/3/2016,77,"names, account numbers, login info",unauthorized access
Charles Schwab & Co. Inc.,itu-270399 (2),5/3/2016,77,"names, account numbers, login info",unauthorized access
Delaware Breast Cancer Coalition,itu-270394,5/2/2016,56,personal information,unauthorized access
Total Community Options Inc. DBA InnovAge,itu-270395,5/2/2016,1,"name, ssn, w-2 tax info",phishing
"ValMark Securities, Inc.",itu-270396,5/2/2016,3,"name, ssn, w-2 tax info",phishing
"Hi-Tec Sports USA, Inc.",itu-270393,4/29/2016,,"name, address, payment card info",malware
South Loop CPA,itu-270387,4/29/2016,3,"name, ssn, w-2 tax info",stolen laptop
"Hi-Tec Sports USA, Inc.",itu-270393 (update),4/29/2016,,"name, address, payment card info",malware
"Alpha Payroll Services, LLC",itu-270390,4/29/2016,9,"name, ssn, w-2 tax info",phishing
Union League Club of Chicago,itu-270391,4/29/2016,,"name, payment card info",employee improperly using keylogging software
"PhyMed Management, LLC",itu-270392,4/29/2016,,"name, ssn, w-2 tax info",phishing
HAECO,itu-270388,4/29/2016,10,"name, ssn, w-2 tax info",phishing
South Loop CPA,itu-270387 (2),4/29/2016,3,"name, ssn, w-2 tax info",stolen laptop
"Intuit, Inc.",itu-270445,4/29/2016,52,"name, ssn, tax info",unauthorized acess
"TD Bank, N.A.",itu-270446,4/29/2016,2,"name, account info, address",improper access by employee
Symphony EYC,itu-270385,4/28/2016,,"name, ssn, w-2 tax info",phishing
Symphony EYC,itu-270385 update,4/28/2016,,"name, ssn, w-2 tax info",phishing
"Pure Integration, Inc.",itu-270386,4/28/2016,2,"name, ssn, w-2 tax info",phishing
New Leaders,itu-270443,4/28/2016,,"name, ssn, w-2 tax info",phishing
Anthelio Healthcare Solutions Inc.,itu-270448,4/28/2016,20,"name, ssn, w-2 tax info",phishing
Maryland Health Benefit Exchange,itu-266833 (1),4/27/2016,139,"name, address, insurance status, and the last four numbers of your Social Security Number and the names and last four numbers for dependent(s) Social Security Numbers",inadvertent disclosure
Maryland Health Benefit Exchange,itu-266833 (2),4/27/2016,139,"name, address, insurance status, and the last four numbers of your Social Security Number and the names and last four numbers for dependent(s) Social Security Numbers",inadvertent disclosure
"Puppet, Inc.",itu-270384 (2),4/27/2016,3,"name, ssn, w-2 tax info",phishing
"Puppet, Inc.",itu-270384 (1),4/27/2016,3,"name, ssn, w-2 tax info",phishing
"21st Century Oncology Services, Inc.",itu-270383,4/27/2016,14686,"name, ssn, medical info",unauthorized access
"Veterans Management Services, Inc.",itu-270380 (2),4/26/2016,64,"name, ssn, w-2 tax info",phishing
"Veterans Management Services, Inc.",itu-270380,4/26/2016,64,"name, ssn, w-2 tax info",phishing
O.C. Tanner,itu-270379,4/26/2016,13,"name, ssn, w-2 tax info",phishing
AIM Inc.,itu-270381,4/26/2016,1338,"name, driver's license",unauthorized access
"Avinger, Inc.",itu-270382,4/26/2016,,"name, ssn, w-2 tax info",phishing
Michels Corporation,itu-270447,4/26/2016,10,"name, ssn, w-2 tax info",phishing
"VBrick Systems, Inc.",itu-270376,4/25/2016,6,"name, ssn, w-2 tax info",phishing
"Draper James, LLC",itu-270377,4/25/2016,10,"name, address, payment card info, email address",malware
Acceptance Insurance,itu-270378,4/25/2016,,"name, ssn, w-2 tax info",info inadvertently included in email attachment
GoldKey PHR,itu-270444,4/25/2016,4,"name, ssn, w-2 tax info",phishing
Coe College,itu-266653,4/24/2016,1,"name, address, ssn, dob, academic info",info inadvertently attached to email
"American Eagle Mortgage Co., LLC",itu-266516,4/21/2016,1,"name, address, ssn",phishing
"Millennium Engineering and Integration, Co.",itu-266514,4/21/2016,,"name, address, ssn, tax info",phishing
"LuckyPet, Inc.",itu-266515,4/21/2016,179,"name, address, payment card info",malicious software
"The Fruitful Yield, Inc.",itu-266513 (2),4/20/2016,76,"name, payment card number, address",hackers
"Voya Financial Advisors, Inc.",itu-266518 (1),4/20/2016,53,"name, address, ssn, dob, sln, account numbers",unauthorized access to VFA database
"Voya Financial Advisors, Inc.",itu-266518 (2),4/20/2016,53,"name, address, ssn, dob, sln, account numbers",unauthorized access to VFA database
"Voya Financial Advisors, Inc.",itu-266518 (update),4/20/2016,53,"name, address, ssn, dob, sln, account numbers",unauthorized access to VFA database
"The Fruitful Yield, Inc.",itu-266513 (1),4/20/2016,76,"name, payment card number, address",hackers
"Plasticpak Packagin, Inc.",itu-266652,4/20/2016,12,"name, address, ssn, health insurance info",info inadvertently mailed to wrong recipients
"Cipriani & Werner, P.C.",itu-266661,4/20/2016,6,"name, address, ssn, tax info",unauthorized access
"Geltrude & Company, LLC",itu-266651,4/20/2016,6,"name, address, ssn, tax info",cyber attack
B3 Solutions,itu-266785,4/20/2016,155,"name, address, ssn, tax info",phishing
"Resources for Human Development, Inc.",itu-266520,4/19/2016,12,"name, address, ssn",malfunctioning envelope sealer
CCL Label,itu-266519,4/19/2016,143,"name, address, ssn, tax info",phishing
"Gertrude & Company, LLC",itu-266522,4/18/2016,6,"name, bank account info, ssn",unauthorized access
Nations Lending Corporation,itu-266523,4/18/2016,27,"name, address, ssn, tax info",phishing
"doTERRA International, LLC",itu-266525,4/18/2016,7744,"name, ssn, payment card info, dob, phone number, username, passwords",unauthorized access
Rosa Mexicano,itu-266524,4/18/2016,10,"name, address, ssn, tax info",phishing
DealerSocket Inc.,itu-266660,4/18/2016,5,"name, address, ssn, tax info",phishing
TMEIC Corporation,itu-266654,4/18/2016,,"name, address, ssn, tax info",phishing
Tidewater Community College,itu-266943,4/18/2016,3,"name, address, ssn, tax info",phishing
QuickCert,itu-270466,4/18/2016,,"name, payment card info, address",malware
TTI Floor Care North America,itu-266530 (2),4/15/2016,14,"name, payment card info",improper use by former employee
TTI Floor Care North America,itu-266530,4/15/2016,14,"name, payment card info",improper use by former employee
The Umstead Hotel and Spa,itu-266531 (2),4/15/2016,1,"name, address, ssn, tax info",phishing
"Highway Toll Administration, LLC",itu-266527,4/15/2016,2,"name, address, ssn, tax info",phishing
ProSchools and QuickCert,itu-266529,4/15/2016,,"name, address, payment card info",malicious software
"Seven Hills Foundation, Inc.",itu-266526,4/15/2016,1,"name, address, ssn, tax info",phishing
Baltimore City,itu-266533,4/15/2016,,"name, address, ssn, tax info",unauthorized acess
The Umstead Hotel and Spa,itu-266531,4/15/2016,1,"name, address, ssn, tax info",phishing
"Schwaab, Inc.",itu-266532,4/15/2016,,"name, payment card info",unauthorized access
Microtech,itu-266534,4/14/2016,,"name, address, ssn, tax info",phishing
Country Meadows Retirement Communities,itu-266535,4/14/2016,267,"name, address, ssn, tax info",phishing
"Intuit, Inc.",itu-266658,4/14/2016,38,"tax returns, name, ssn, dob, dln",unauthorized access
Hickory Hills Country Club,itu-266193,4/13/2016,1,"name, dob, health insurance info",unauthorized access
"Chesapeake Bay Aquatic & Physical Therapy, Inc.",itu-266194,4/13/2016,,"name, address, dob, dln, payment card info",improper access by former employee
Academy of Art University,itu-266197,4/12/2016,5,"name, address, ssn, tax info",phishing
Wynden Stark DBA Global Markets / City Internships,itu-266657,4/12/2016,,"name, address, ssn, tax info",phishing
EPAM Systems Inc.,itu-266655,4/12/2016,15,"name, ssn, dob",portable media device misplaced
Staminus Communications,itu-266195 (2),4/11/2016,67,"name, payment card info",unauthorized intrusion
"Scwaab, Inc.",itu-266198,4/11/2016,2000,"name, address, payment card info",unauthorized access to computer system
Staminus Communications,itu-266195,4/11/2016,67,"name, payment card info",unauthorized intrusion
Relief International,itu-266175,4/11/2016,7,"name, address, ssn, tax info",phishing
"Ryman Hospitality Properties, Inc.",itu-266656,4/11/2016,2,"name, address, ssn, tax info",phishing
Trinity Solar,itu-266036,4/9/2016,,"name, address, ssn, tax info",phishing
Wynden Stark dba Global Markets/ City Internships,itu-266015,4/8/2016,,"name, address, ssn, tax info",phishing
Certification Commission for Healthcare Interpreters,itu-266016 (2),4/8/2016,1,"name, ssn",stolen hard drive
Certification Commission for Healthcare Interpreters,itu-266016 (1),4/8/2016,1,"name, ssn",stolen hard drive
"OnDeck Capital, Inc.",itu-266017,4/8/2016,51,"name, ssn, bank numbers",stolen laptop
MCM Staffin,itu-266018,4/7/2016,3,"name, address, ssn, tax info",phishing
"Client Network Services, Inc.",itu-266020,4/7/2016,381,"name, address, ssn, tax info",phishing
Asure Software,itu-266019,4/7/2016,1,"name, address, ssn, tax info",phishing
"Argon Medical Devices, Inc.",itu-266022,4/6/2016,,"name, address, ssn, tax info",phishing
Katherman Kitts & Co. LLP,itu-266025 (1),4/6/2016,5,"name, address, dob, dln, ssn, tax info",stolen hard drives
The Whiting-Turner Contracting Company,itu-266021,4/6/2016,1987,"name, address, ssn, tax info",phishing
Katherman Kitts & Co. LLP,itu-266025 (2),4/6/2016,5,"name, address, dob, dln, ssn, tax info",stolen hard drives
ABM Industries Inc.,itu-266023,4/6/2016,1,"name, address, ssn, tax info",unauthorized access via ADP portal
Tri State Engineering,itu-266024,4/6/2016,1,"name, address, ssn, tax info",phishing
EMSI,itu-266026,4/5/2016,119,"name, address, ssn, tax info",phishing
"Serco, Inc.",itu-266628,4/5/2016,,personal info,unauthorized intrusion into network
"Forefront Management, LLC and Dermatology Associates of Wisconsin, S.C. DBA Forefront Dermatology",itu-266028,4/4/2016,4,"name, address, ssn, tax info",unauthorized access to email portal
"FoodState, Inc.",itu-266027,4/4/2016,1,"name, address, ssn, tax info",phishing
Universal Service Administrative Company,itu-266629,4/4/2016,,"name, address, ssn, tax info",phishing
Poskauer Rose LLP,itu-266789,4/4/2016,24,"name, address, ssn, tax info",phishing
"Intuit, Inc.",itu-266788,4/4/2016,174,"name, tax return info, ssn, dob, address, dln",unauthorized access
Clinton Health Access Initiative,itu-266790,4/4/2016,6,"name, address, ssn, tax info",phishing
"Silicon Laboratories, Inc.",itu-266029,4/2/2016,4,"name, address, ssn, tax info",phishing
"Silicon Laboratories, Inc.",itu-266029 (2),4/2/2016,4,"name, address, ssn, tax info",phishing
"BH Equities, LLC",itu-266030,4/1/2016,3,"name, address, ssn, tax info",unauthorized access
"Bartech Group, Inc.",itu-266031,4/1/2016,,"name, address, ssn, tax info",phishing
"The Cook & Boardman Group, LLC",itu-266034,4/1/2016,,"name, address, ssn, tax info",phishing
"Global Technology Associates, LLC",itu-266033 (1),4/1/2016,,"name, address, ssn, dob, bank info, dln, passport info",stolen laptop
"Global Technology Associates, LLC",itu-266033 (2),4/1/2016,,"name, address, ssn, dob, bank info, dln, passport info",stolen laptop
"Bartech Group, Inc.",itu-266031 (2),4/1/2016,,"name, address, ssn, tax info",phishing
"The Dixie Group, Inc.",itu-266787,4/1/2016,4,"name, address, ssn, tax info",phishing
Boras Corporation,itu-266062 (2),3/31/2016,,"name, address, ssn, tax info",
O'Reilly Media Group,itu-266037,3/31/2016,5,"name, email address, phone number, address, dob",
"Block and Company, Inc.",itu-266035,3/31/2016,,"name, address, payment ard fino",
Boras Corporation,itu-266062 (1),3/31/2016,,"name, address, ssn, tax info",
"Block and Company, Inc.",itu-266035 (update),3/31/2016,,"name, address, payment ard fino",
Sirius XM Radio Inc.,itu-266786,3/31/2016,2,"name, address, email address, username",
"Pivotal Software, Inc.",itu-266065 (1),3/30/2016,21,"name, address, ssn, tax info",
Unified Physician Management,itu-266064,3/30/2016,,"name, address, ssn, tax info",
"Pivotal Software, Inc.",itu-266065 (2),3/30/2016,21,"name, address, ssn, tax info",
Lime Energy,itu-266066,3/30/2016,1,"name, address, ssn, tax info",
"Deem, Inc.",itu-266068 (1),3/30/2016,1,"name, address, ssn, tax info",
"Deem, Inc.",itu-266068 (2),3/30/2016,1,"name, address, ssn, tax info",
IASIS Healthcare,itu-266985,3/30/2016,1,"name, address, ssn, tax info",
"Traphagen & Traphagen CPAs, LLC",itu-266072,3/29/2016,,"name, address, ssn, tax info, dob, dln, financial account info",
Perry County Memorial Hospital,itu-266945,3/28/2016,1,"name, address, ssn, tax info",
"Mann Mortgage, Inc.",itu-266961,3/28/2016,2,"name, address, ssn, tax info",
GlaxoSmithKline LLC,itu-265525,3/25/2016,8,"name, ssn, dob, w-2 tax info",
Medical Mutual of Ohio,itu-265524,3/25/2016,1,"name, ssn, group and section numbers, mailing address",
Catholic Health Initiatives,itu-265526,3/24/2016,9,"name, ssn, dob, w-2 tax info",
"Mohawk Mountain Ski Area, Inc.",itu-265527,3/24/2016,1,"name, address, dob, wage info, ssn, direct deposit info",
RETTEW,itu-265528,3/24/2016,1,"name, ssn, dob, w-2 tax info",
CHI,itu-266944,3/24/2016,9,"name, address, ssn, tax info",
The Kantar Group,itu-266980,3/24/2016,24,"name, address, ssn, tax info",
"National Counseling Group, Inc",itu-266973,3/24/2016,6,"name, address, ssn, tax info",
"Interstate Hotels & Resorts, Inc.",itu-266966,3/24/2016,26,"name, address, ssn, tax info",
The Arc of the United States,itu-266977,3/24/2016,18,"name, address, ssn, tax info",
"Olympic Steel, Inc.",itu-265529 (2),3/23/2016,10,"name, ssn, dob, w-2 tax info",
"Chloe & Isabel, Inc.",itu-265532,3/23/2016,1,"name, ssn, dob, w-2 tax info",
"Olympic Steel, Inc.",itu-265529,3/23/2016,10,"name, ssn, dob, w-2 tax info",
"Bowman & Company, CPA, PC",itu-265530,3/23/2016,45,"2014 federal and state personal tax returns including  name, address, social security number, bank account and routing number, email, information from  form  W-2, information from  form 1099-R",
"Information Resources, Inc.",itu-265531 (1),3/23/2016,9,"name, ssn, salary info, date of hire",
3M Company,itu-266783,3/23/2016,,"name, ssn, dob, tax info",
Harvey Mudd College,itu-266941,3/23/2016,6,"name, address, ssn, tax info",
NRT,itu-265533 (2),3/22/2016,150,"name, Social Security numbers, passport numbers, driverâ€™s license or state identification numbers, or credit card numbers",
"BioReference Laboritories, Inc.",itu-265537,3/22/2016,442,"name, dob, diagnosis codes,",
"Securities America, Inc.",itu-265538,3/22/2016,2,"name, bank info, brokerage info",
Automatic Data Processing (ADP),itu-265535,3/22/2016,1,"name, ssn, w-2 tax info",
NRT,itu-265533 (1),3/22/2016,150,"name, Social Security numbers, passport numbers, driverâ€™s license or state identification numbers, or credit card numbers",
Northern State Bank,itu-265534,3/22/2016,1,"name, address, info contained on credit report",
"MCS Group, Inc.",itu-265536,3/22/2016,14,"name, ssn, dob, w-2 tax info",
"Convey Health Solutions, Inc.",itu-265539,3/21/2016,1,"name, ssn, dob, w-2 tax info",
"YourEncore, Inc.",itu-265540,3/21/2016,14,"name, ssn, dob, w-2 tax info",
"Lewis, Kisch & Associates, Ltd.",itu-266671,3/21/2016,2,"name, address, ssn, dob, financial account info",
Bank of America,itu-266930,3/21/2016,8,"name. dob, address, account info",
"Lanyon Solutions, Inc.",itu-265214 (2),3/18/2016,,"name, address, ssn, w-2 info",
Dynamic Aviation,itu-265215 (1),3/18/2016,5,"Name, address, ssn, w-2 tax info",
Heart Rhythm Society,itu-265208,3/18/2016,20,"name, address, ssn, wage info, w-2 info",
Dynamic Aviation,itu-265215 (2),3/18/2016,5,"Name, address, ssn, w-2 tax info",
"Gryphon Technologies, LC",itu-265213,3/18/2016,,"name, address, ssn, w-2 info",
"Lanyon Solutions, Inc.",itu-265214 (1),3/18/2016,,"name, address, ssn, w-2 info",
"Management Health Systems, Inc. d/b/a MedPro Healthcare Staffing",itu-265207,3/18/2016,22,"name, address, ssn, income info, w-2 info",
"ARC International, NA LLC",itu-265211,3/18/2016,2,"name, address, ssn, w-2 tax info",
Learning services corporation,itu-266630 (update),3/18/2016,,"name, address, ssn, tax info",
Learning services corporation,itu-266630,3/18/2016,,"name, address, ssn, tax info",
Hub Labels,itu-265217,3/17/2016,87,"name, address, ssn, w-2 tax info",
Elwyn,itu-265216,3/17/2016,7,"name, ssn, address, dob, phone number, email address",
Department of Public Safety and Correctional Services,itu-266782,3/17/2016,5,"name, ssn",
"Intuit, Inc.",itu-266791,3/17/2016,19,"name, address, dln, dob, ssn, tax info",
Enova,itu-266792,3/17/2016,1,"name, financial account info",
Sirius XM Radio Inc.,itu-266923,3/17/2016,5,"name, address, log-in info",
"Environmental Resources Management, Inc.",itu-266929,3/17/2016,73,"name, address, ssn, tax info",
"Peloton Interactive, Inc.",itu-265206,3/16/2016,1,"name, ssn , wage info, address, w-2 tax info",
Alzheimer's Association,itu-265219,3/16/2016,5,"name, address, ssn, w-2 tax info",
Netcracker,itu-265218,3/16/2016,,"name, address, ssn, w-2 tax info",
"ABB, Inc.",itu-266074 (2),3/16/2016,,"name, address, ssn, bank account info",
"ABB, Inc.",itu-266074 (1),3/16/2016,,"name, address, ssn, bank account info",
Advance Auto Parts,itu-266925,3/16/2016,2498,"name, address, ssn, tax info",
SalientCRGT,itu-266926,3/16/2016,105,"name, address, ssn, tax info",
SkyOne Federal Credit Union,itu-266940,3/16/2016,4,"name, ssn",
"PerkinElmer, Inc.",itu-266228,3/15/2016,21,"name, address, ssn, tax info",
Holland Mortgage Advisors,itu-266199,3/15/2016,1,"name, address, dob, ssn, dln",
Pritchard Industries,itu-266229,3/15/2016,1,"name, address, ssn, tax info",
Greater Maryland Chapter of the Alzheimer's Assocation,itu-266252,3/14/2016,,"name, address, ssn, tax info",
The Goodyear Tire & Rubber Company,itu-266230,3/14/2016,11,"name, address, phone number, ssn, email address, dln, payment card info",
"WorkCare, Inc.",itu-266669,3/14/2016,1,"name, address, ssn, tax info",
Howard University,itu-266667,3/14/2016,,,
"eClinical Works, LLC",itu-266668,3/14/2016,9,"name, address, ssn, tax info",
SevOne,itu-266942,3/14/2016,,"name, address, ssn, tax info",
Kokua Hospitality LLC,itu-266254,3/11/2016,,"name, address, ssn, tax info",
Quest Diagnostics,itu-266253,3/11/2016,1,"name, ssn,dob, phone number",
Matrix Service Company,itu-266255,3/11/2016,13,"name, address, ssn, tax info",
"Mitchell International, Inc.",itu-266257,3/11/2016,5,"name, address, ssn, tax info",
"Care.com, Inc.",itu-266662,3/11/2016,7,"name, address, ssn, tax info",
"LAZ Karp Associates, LLC",itu-266663,3/11/2016,491,"name, address, ssn, tax info",
"Endologix, Inc.",itu-266664,3/11/2016,,"name, address, ssn, tax info",
"Patricio Enterprises, Inc.",itu-266261 (1),3/10/2016,93,"name, ssn, tax info",
Engineering Solutions & Products LLC,itu-266260,3/10/2016,,"name, address, ssn, tax info",
"Patricio Enterprises, Inc.",itu-266261 (2),3/10/2016,93,"name, ssn, tax info",
Rx Innovation,itu-266608,3/10/2016,13,"name, address, ssn, tax info",
Defenders of Wildlife,itu-266666,3/10/2016,37,"name, address, ssn, tax info",
"Applied Systems, Inc.",itu-266665,3/10/2016,2,"name, address, ssn, tax info",
Seagate US LLC,itu-266618,3/9/2016,,"name, address, ssn, tax info",
"Moneytree, Inc.",itu-266612,3/9/2016,,"name, address, ssn, tax info",
"ConvaTec, Inc.",itu-266616,3/9/2016,7,"name, address, ssn, tax info",
Vidant Health,itu-266620 (1),3/9/2016,,,
Vidant Health,itu-266620 (2),3/9/2016,,,
GCI,itu-266934,3/9/2016,1,"name, address, ssn, tax info",
"Intuit, Inc.",itu-266987,3/9/2016,30,"name, address, ssn, tax info",
"Avendra, LLC",itu-266991,3/9/2016,200,"name, address, ssn, tax info",
1-800-flowers.com,itu-264929,3/8/2016,,"name, address, email address, payment card info",
"Acronis, Inc.",itu-266931,3/8/2016,7,"name, address, ssn, tax info",
"ISCO Industries, Inc.",itu-264928,3/7/2016,2,"W-2 tax form, including name, address, dob, ssn, compensation info",
"Contact Solutions, LLC",itu-266933,3/7/2016,10,"name, address, ssn, tax info",
Coronado Stone Products,itu-266935,3/7/2016,2,"name, address, ssn, tax info",
Turner Construction Company,itu-264640,3/4/2016,133,"name, ssn, tax info",
Rosen Hotels & Resorts Inc.,itu-264641,3/4/2016,,"name, payment card info",
ProKarma,itu-264642,3/4/2016,1,"name, address, ssn, tax info",
"Aspect Software, Inc.",itu-264638,3/4/2016,6,"name, address, ssn, wage info",
Main Line Health,itu-264636,3/4/2016,,"name, dob, ssn, address, employment info",
Billy Casper Golf,itu-264644,3/3/2016,395,"name, address, ssn, W-2 tax info",
"Actifio, Inc.",itu-266937,3/3/2016,3,"name, address, ssn, tax info",
"Intuit, Inc.",itu-266936,3/3/2016,5,"name, address, ssn, tax info",
Evening Post Industries,itu-264645,3/2/2016,1,"name, address, ssn, W-2 Tax info",
"Saint Agnes Health Care, Inc.",itu-264648 (1),3/1/2016,29,"name, dob, ssn, zip code",
"Saint Agnes Health Care, Inc.",itu-264648 (2),3/1/2016,29,"name, dob, ssn, zip code",
Mack-Cali Realty Corporation,itu-264647,3/1/2016,20,"name, address, ssn, w-2 tax info",
St. Joseph's Healthcare System,itu-264646,3/1/2016,,"name, address, ssn, w-2 tax info",
"Bridgewater, Inc.",itu-264927,2/29/2016,3,"Name, payment card info, address",unauthorized access
"Information Innovators, Inc.",itu-264925,2/29/2016,269,"W-2 Tax Form, including name, address, Social Security Number, salary information, and tax withholdings for 2015.",phishing
"Applause App Quality, Inc.",itu-266995,2/29/2016,1,"name, address, ssn, tax info",phishing
Lynn University,itu-266994,2/29/2016,20,"name, student ID number, bank account info",information inadvertently accessible online
TN Marketing,itu-264924,2/26/2016,,"name, payment card info, phone number, address",code vulnerability
